	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g5270	163	79	114	213	125	161	32	392	172	117	258	149
g5271	713	727	1222	1153	1073	765	1832	445	357	706	831	722
g5272	153	93	147	254	133	70	121	53	155	102	126	185
g5273	713	991	457	563	1088	1665	453	652	365	619	1403	1705
g5274	2661	2220	1929	3186	3485	1604	1706	2035	1650	2165	1932	1871
g5275	56	23	17	16	27	57	26	61	43	142	41	30
g5276	851	1664	1178	774	1166	1431	1036	777	1852	1365	1344	2009
g5277	0	0	0	0	0	3	4	0	10	0	1	12
g5278	1489	2371	1634	1755	1040	1178	1300	1305	1397	1393	1763	1001
g5279	981	526	873	791	1236	1983	1182	735	1475	843	1487	1336
g5280	3208	1776	2890	1248	1677	1046	2775	2171	1828	2645	2586	2688
g5281	14	27	20	9	33	5	7	3	7	11	10	21
g5282	73	82	111	68	91	96	37	28	57	116	205	150
g5283	30	98	17	4	12	47	154	138	12	47	93	49
g5284	3560	1817	3231	2377	3211	3404	4099	4042	2998	5210	5628	2291
g5285	13	33	14	16	18	8	6	12	36	10	10	21
g5286	1777	1981	830	1606	1506	1834	1273	1426	2078	1498	2782	2261
g5287	2	4	4	1	2	2	0	2	8	3	2	5
g5288	92	357	281	148	116	201	60	114	51	62	0	555
g5289	31	32	39	38	26	40	12	41	26	44	64	67
g5290	26	14	29	29	62	24	29	54	47	33	46	12
g5291	4	2	0	4	1	4	2	10	4	4	5	6
g5292	92	55	0	168	100	23	1	15	283	143	17	75
g5293	160	216	179	220	213	314	122	276	174	288	429	265
g5294	2427	2889	2745	2787	3074	2958	2235	2935	2142	2973	1843	3900
g5295	511	2372	937	1279	1513	148	2139	1540	529	965	886	4697
g5296	1028	1897	389	1389	2114	4478	1652	2304	2705	545	3289	2470
g5297	6	7	1	3	2	2	0	1	4	2	2	0
g5298	264	278	182	138	244	231	101	265	170	142	396	399
g5299	207	51	24	342	122	174	216	205	95	386	95	19
g5300	901	884	1023	1494	1391	1467	1170	1376	817	623	894	957
g5301	1823	2050	1166	1684	2136	2165	1781	2126	1732	2123	2167	2502
g5302	359	318	349	403	210	237	162	261	440	281	317	498
g5303	605	387	460	283	415	417	278	329	325	343	410	286
g5304	2	1	3	2	0	0	3	3	2	10	3	3
g5305	4	1	4	5	1	6	4	1	3	4	4	2
g5306	9523	23554	15511	11449	11039	2946	26966	8429	18916	15190	29800	4986
g5307	1	0	13	3	5	13	8	3	11	3	4	31
g5308	28	6	29	8	43	28	32	22	101	73	43	44
g5309	135	43	170	34	89	85	218	140	41	84	61	121
g5310	2915	2620	3201	2900	2385	2934	2787	3268	2613	3192	4784	3794
g5311	240	676	442	225	330	324	459	469	451	148	404	569
g5312	36	20	27	13	41	39	54	43	20	80	55	50
g5313	1	8	0	0	35	9	4	16	13	0	9	4
g5314	3	2	3	0	7	7	0	1	5	6	3	1
g5315	744	869	625	668	715	873	507	491	953	620	797	1025
g5316	132	137	105	97	258	114	123	126	127	168	237	138
g5317	53	259	41	143	152	237	86	211	64	50	363	217
g5318	1580	2185	1834	1465	1661	2129	1576	2045	1459	1154	2189	2280
g5319	30	25	33	24	41	58	26	31	38	20	57	33
g5320	143	135	55	70	95	109	78	22	104	60	168	132
g5321	31	35	23	22	22	29	24	34	26	30	34	35
g5322	344	422	346	218	389	424	422	265	491	372	410	342
g5323	9	0	2	0	0	11	0	0	3	0	0	1
g5324	65	69	71	68	145	138	42	46	128	73	56	65
g5325	205	152	172	225	335	280	151	97	209	194	196	133
g5326	6	0	2	5	2	2	1	0	2	0	1	7
g5327	0	0	1	1	0	8	1	2	10	1	8	1
g5328	7721	4320	4970	4443	7520	6418	3056	6521	6182	6342	5220	9070
g5329	4	3	0	8	1	6	0	4	3	16	3	1
g5330	7	31	34	24	55	19	21	26	12	19	8	31
g5331	7	20	4	21	22	15	17	30	48	3	5	49
g5332	1817	1728	2132	2114	2330	2772	1770	3147	2717	2104	2312	1518
g5333	119	255	102	132	203	127	184	14	79	53	183	145
g5334	19	16	0	11	5	3	11	2	0	0	30	40
g5335	0	0	10	0	1	1	4	0	0	3	0	1
g5336	1492	2746	2163	1867	3545	2403	1481	2391	2925	2115	4034	1727
g5337	3	6	3	9	1	12	0	4	3	6	2	3
g5338	105	220	85	7	30	35	52	9	251	133	8	131
g5339	1340	1367	1378	1968	1630	1514	1130	1673	1447	1358	1625	1644
g5340	93	69	27	26	2	49	17	30	17	5	27	15
g5341	7	5	5	8	9	12	8	5	10	8	9	14
g5342	0	19	0	33	30	14	1	0	0	0	0	90
g5343	3	1	2	3	8	7	2	2	1	1	5	3
g5344	104	159	145	109	219	102	92	88	175	80	152	118
g5345	173	190	113	180	261	277	137	221	156	153	280	88
g5346	2	5	1	3	4	5	1	2	4	2	2	2
g5347	650	1068	810	969	889	844	529	954	938	766	954	806
g5348	120	342	156	362	550	278	258	417	256	366	236	178
g5349	210	266	417	453	270	243	316	178	399	276	486	575
g5350	964	1080	511	1029	821	1417	563	643	1258	1186	1032	1188
g5351	374	324	184	250	635	632	393	508	325	445	1017	597
g5352	504	1216	816	1121	939	389	736	1010	772	813	1007	1103
g5353	476	654	345	348	484	533	289	123	248	281	756	420
g5354	269	75	107	87	132	80	50	169	115	256	181	225
g5355	2251	789	945	1863	2067	950	1712	2408	1188	2564	1792	2302
g5356	6	53	42	73	98	23	32	17	61	44	14	10
g5357	99	259	192	914	1409	321	169	458	517	205	182	1107
g5358	45	19	28	24	29	40	27	49	43	56	72	113
g5359	4	8	7	9	7	15	5	2	7	14	7	6
g5360	171	278	412	228	306	219	306	211	286	424	322	384
g5361	3	111	137	139	145	86	125	104	23	109	163	59
g5362	0	0	0	0	0	0	0	0	0	104	0	0
g5363	50	73	43	31	93	54	62	51	31	41	52	50
g5364	217	394	214	227	340	458	447	391	300	396	486	257
g5365	739	776	1428	288	735	932	439	784	791	938	708	795
g5366	12	8	8	0	25	4	9	7	18	9	11	12
g5367	30	87	78	32	17	143	8	26	35	54	76	51
g5368	139	413	598	391	402	251	420	392	432	255	196	354
g5369	18	124	79	134	50	85	99	96	91	128	156	257
g5370	913	881	842	552	1148	1105	800	852	857	867	954	1074
g5371	4	3	6	13	7	7	3	10	1	5	20	12
g5372	1385	1307	1128	834	1170	1631	1164	1420	2015	1073	3093	1786
g5373	1836	1542	765	2176	1959	1507	1056	605	1812	1641	2399	1981
g5374	106	57	85	139	61	128	46	83	121	73	92	148
g5375	61	52	31	45	56	58	149	48	41	45	87	30
g5376	385	491	386	333	588	420	327	362	420	380	509	451
g5377	768	841	1671	257	1194	946	272	830	1330	977	819	659
g5378	3062	3565	3292	3446	3347	4402	4236	3194	3615	5062	7508	5122
g5379	203	259	215	283	366	350	272	232	224	257	317	110
g5380	602	595	393	301	590	883	418	422	542	355	648	386
g5381	2	1	0	5	79	2	10	9	23	0	0	55
g5382	106	25	86	17	44	52	24	66	103	73	23	51
g5383	1451	1330	2096	1348	1211	2258	832	1900	1559	1171	3096	1848
g5384	118	870	465	315	575	482	260	98	165	323	550	558
g5385	46	44	60	114	20	58	22	7	7	31	34	38
g5386	5128	5844	5856	3504	4339	4330	3969	3868	7292	4280	4500	4775
g5387	16	37	28	11	43	8	15	20	25	33	30	46
g5388	3120	2842	2981	1975	2647	3185	3662	2517	3445	2730	4249	3170
g5389	55	11	2	445	13	101	39	19	8	144	127	6
g5390	12	7	15	26	9	22	11	24	10	17	10	17
g5391	74	13	32	45	27	54	42	61	37	27	53	70
g5392	156	118	182	94	126	207	97	189	107	136	265	187
g5393	129	12	40	2	48	44	6	13	12	7	32	50
g5394	0	0	2	0	2	0	12	3	0	4	3	1
g5395	65	34	35	39	27	53	24	50	15	55	54	55
g5396	287	259	198	232	222	351	264	207	338	209	301	237
g5397	633	974	983	736	936	835	390	842	675	974	842	743
g5398	2	5	1	5	2	6	4	3	3	3	5	5
g5399	0	13	0	2	3	5	0	8	1	2	18	5
g5400	2	46	38	4	216	96	0	3	40	2	47	2
g5401	7	16	1	6	15	48	17	1	3	1	4	12
g5402	3	3	13	15	9	14	13	3	16	9	8	10
g5403	447	355	253	101	44	216	265	85	547	140	784	302
g5404	2	1	2	0	1	4	3	1	0	10	1	1
g5405	52	139	65	67	54	77	68	64	119	62	122	91
g5406	708	604	424	520	1330	275	409	442	386	465	520	442
g5407	149	316	277	498	316	372	232	310	579	430	496	624
g5408	52	74	20	8	46	30	33	9	14	15	16	27
g5409	4	2	2	6	2	11	0	1	9	2	1	5
g5410	47	63	67	73	44	75	82	87	68	99	118	87
g5411	256	139	58	180	298	465	387	95	119	66	269	101
g5412	53	33	9	21	489	152	138	37	24	167	33	205
g5413	134	554	725	1543	1234	394	485	1262	1236	339	673	735
g5414	38	32	56	56	24	81	25	81	64	95	71	35
g5415	0	2	0	0	1	2	2	6	0	5	1	1
g5416	2088	2562	1633	2875	1695	1478	2510	892	1862	1934	3071	1672
g5417	854	1146	563	983	805	1320	800	1351	621	986	1304	1907
g5418	33545	30293	30263	26512	27495	27766	24828	19208	15726	31141	54252	27511
g5419	36	39	52	35	40	22	24	30	109	29	80	93
g5420	113	150	100	133	161	152	110	120	121	118	101	129
g5421	3	2	0	0	5	2	3	3	9	2	1	4
g5422	37	45	74	35	27	58	88	33	73	79	48	53
g5423	2277	3405	1960	2921	2130	2705	2965	3068	3740	2684	3750	3261
g5424	244	493	303	440	400	216	241	546	265	377	503	353
g5425	465	486	75	243	323	364	210	382	389	489	519	550
g5426	7	0	15	3	1	15	7	0	11	29	10	5
g5427	3406	3021	3125	3942	3453	4168	2858	3432	3970	3126	4151	4280
g5428	640	834	981	1171	738	1511	519	857	713	671	1152	492
g5429	73	161	100	54	61	81	64	48	79	148	136	82
g5430	1	10	5	0	7	11	0	1	3	2	2	1
g5431	2770	3986	3936	2936	3330	3733	2381	2950	2923	3321	4640	5154
g5432	287	36	263	34	66	137	190	66	28	34	140	36
g5433	77	65	91	90	213	178	37	168	135	50	160	69
g5434	65	111	69	93	86	77	55	70	76	97	133	89
g5435	17	23	22	35	21	19	14	15	17	26	18	15
g5436	13	19	45	3	9	5	1	9	31	11	41	29
g5437	476	698	714	1282	1251	727	600	981	754	1088	363	1549
g5438	1750	2753	2092	2379	3213	1879	2695	2893	3657	3312	3348	4008
g5439	1058	507	189	167	346	336	319	415	470	185	588	588
g5440	780	790	1184	456	636	373	1475	164	1163	704	743	944
g5441	14	11	5	10	28	7	14	2	15	4	10	1
g5442	38	40	50	73	49	68	67	36	57	70	55	82
g5443	21	46	33	40	49	52	11	45	38	18	45	37
g5444	5367	5303	6399	6051	7635	7506	3878	10634	11498	7198	6340	8544
g5445	37	69	48	21	61	29	22	37	74	26	25	102
g5446	52	8	2	5	12	0	11	2	4	16	9	2
g5447	242	102	84	139	99	55	49	68	173	82	80	115
g5448	22	52	65	40	21	22	31	39	35	32	55	38
g5449	2	12	6	23	29	41	36	7	0	5	4	23
g5450	1	23	6	6	24	54	15	0	4	5	71	8
g5451	1475	1147	1224	1422	613	1098	1250	1439	2561	399	1695	1834
g5452	15	22	13	11	15	4	34	6	33	12	27	13
g5453	513	21	99	9	0	0	0	1	36	222	0	56
g5454	58	79	32	27	76	43	85	92	118	72	173	69
g5455	175	95	126	75	142	130	228	102	102	127	172	109
g5456	51	25	51	19	25	45	9	29	76	36	88	44
g5457	3444	2310	2729	2976	2435	3824	2374	1763	2240	2579	2826	2820
g5458	3	5	4	3	5	7	0	3	2	3	5	1
g5459	57	59	47	44	52	55	58	59	48	48	91	78
g5460	39	117	11	68	9	5	12	10	65	1	222	0
g5461	1089	1315	1146	1515	1447	1172	1208	1619	1135	1218	1941	2048
g5462	1337	3445	2387	2157	1995	2671	5192	3548	3011	3041	1490	5793
g5463	13	11	8	3	20	26	20	7	19	25	4	29
g5464	498	898	420	735	1214	582	829	730	940	304	739	1648
g5465	387	1098	759	504	1306	560	357	351	500	1261	1377	1495
g5466	1	3	2	1	4	2	3	12	15	6	3	3
g5467	3317	3564	3878	6521	5401	2482	3266	2812	3200	2479	3257	4776
g5468	0	5	0	0	4	1	8	0	7	0	1	0
g5469	8	7	11	3	3	11	2	7	1	2	6	4
g5470	513	642	422	355	403	365	336	637	324	434	666	458
g5471	1165	1099	1238	905	2051	1527	1152	1330	1337	1124	1408	1082
g5472	32	118	67	58	53	158	35	42	41	102	103	78
g5473	2418	2203	1914	1994	3385	1341	2189	1200	2688	2785	5204	3647
g5474	1843	1249	2528	2525	3341	2430	2490	4396	2197	4042	3135	3202
g5475	58	26	18	12	43	44	27	12	39	16	37	15
g5476	194	132	152	134	90	128	106	137	156	116	182	173
g5477	904	1275	1583	1422	1400	1335	1275	996	1404	1013	2093	1500
g5478	60	19	107	107	70	75	78	100	109	90	107	48
g5479	18	5	2	7	36	34	9	11	13	40	34	71
g5480	231	224	290	314	175	266	272	141	214	325	297	348
g5481	919	501	1086	786	1149	352	1573	520	1081	474	1514	612
g5482	10	3	0	2	6	5	5	0	1	2	0	5
g5483	116	114	60	105	65	101	64	137	107	49	218	271
g5484	317	940	253	283	1174	537	1042	223	501	446	388	239
g5485	1758	1397	1444	1861	1544	1475	1450	1147	1545	1337	1759	1071
g5486	21	11	2	36	5	36	18	31	2	38	19	19
g5487	73	20	212	108	142	167	53	73	64	58	46	72
g5488	584	658	300	427	290	500	588	645	597	960	427	1539
g5489	630	99	72	607	427	1640	1543	508	867	181	4375	957
g5490	528	632	566	408	708	450	356	788	269	471	914	866
g5491	4	3	0	3	2	0	2	29	4	8	0	4
g5492	4441	2922	2501	2379	2838	1522	1104	1669	2028	2743	3970	5245
g5493	3	8	8	1	13	12	4	0	4	7	8	9
g5494	508	469	557	209	559	634	169	630	355	197	724	1099
g5495	68	10	123	71	180	96	187	215	57	71	67	142
g5496	42	6	481	112	18	474	233	455	93	81	0	69
g5497	7	9	13	2	17	16	10	11	20	23	16	29
g5498	6	14	3	6	14	3	2	8	7	11	8	13
g5499	222	229	260	157	128	359	126	235	184	301	284	502
g5500	12	16	27	12	43	18	11	7	19	18	29	19
g5501	310	181	414	260	472	348	190	389	386	416	507	266
g5502	5030	5206	4090	4353	5854	5779	3297	3153	5461	4783	6462	4923
g5503	908	1222	1007	705	960	918	612	1285	1000	1093	1247	1369
g5504	1102	1320	317	549	1111	1782	823	810	1211	1286	902	1245
g5505	745	593	428	880	1073	440	1062	1218	453	1215	845	936
g5506	260	200	294	336	380	383	546	436	725	301	408	497
g5507	17745	19739	19666	18205	21730	22814	14589	11265	16674	18376	26696	31436
g5508	1541	1746	529	1051	758	667	906	470	780	422	645	1398
g5509	25	57	92	39	107	30	53	18	39	27	19	107
g5510	26	108	82	85	78	48	51	108	182	55	77	55
g5511	8	5	12	0	3	5	0	0	2	80	0	17
g5512	784	444	302	816	568	692	460	574	810	441	645	757
g5513	160	28	59	61	70	103	31	70	105	42	33	75
g5514	1217	624	679	710	683	1004	625	335	725	541	1236	1148
g5515	6810	8959	8721	12631	7541	9134	7908	14783	11562	10175	17760	11474
g5516	22	63	31	35	52	44	31	64	47	49	39	82
g5517	16	7	12	10	11	13	13	36	13	32	27	19
g5518	12	50	25	29	18	17	43	26	32	17	19	34
g5519	6	26	9	19	16	14	1	18	3	20	11	19
g5520	2	9	1	6	0	4	8	0	0	5	7	4
g5521	2103	3271	3885	2063	2577	4518	2775	2192	2720	2514	4360	4197
g5522	9	185	13	130	8	128	82	139	1	65	35	45
g5523	3	7	10	11	9	14	16	5	20	5	5	18
g5524	686	713	412	388	1101	752	601	427	497	401	1027	356
g5525	213	278	150	92	201	290	151	251	186	146	384	410
g5526	405	521	580	351	622	392	149	357	408	675	258	327
g5527	34	40	31	44	47	25	39	25	24	36	30	25
g5528	6	6	2	1	3	4	1	0	2	0	2	5
g5529	301	563	371	251	308	293	251	277	390	266	567	316
g5530	1187	1228	1323	1433	920	1230	571	1018	916	1392	988	1428
g5531	198	236	149	196	248	239	201	262	349	218	322	272
g5532	719	831	857	896	1415	931	749	521	663	836	824	1177
g5533	13	29	30	20	34	32	14	20	19	30	54	32
g5534	378	536	376	481	472	526	379	575	371	260	363	538
g5535	343	505	592	540	561	287	389	469	610	721	890	676
g5536	193	161	141	144	214	188	106	153	162	175	225	193
g5537	247	228	189	97	231	190	131	295	178	175	267	222
g5538	17	19	1	1	1	16	11	0	5	2	6	5
g5539	21	98	37	122	51	53	17	80	64	47	80	40
g5540	1063	1152	976	1239	1221	886	1110	865	1185	989	1180	1251
g5541	193	222	254	190	151	170	90	111	235	97	206	84
g5542	2763	3068	1845	2883	1665	2217	1431	2626	2785	1335	4249	2247
g5543	331	437	426	395	758	354	432	383	304	453	581	670
g5544	0	15	1	7	2	0	4	28	5	1	11	4
g5545	1	10	2	3	4	18	3	3	8	6	7	5
g5546	21	62	57	69	53	40	33	27	34	53	82	45
g5547	1174	1957	1709	1325	2177	2984	1592	1886	2163	1384	3028	843
g5548	102	197	109	71	103	166	90	105	150	96	176	181
g5549	309	473	331	468	533	1004	492	410	700	601	872	485
g5550	4411	5341	3072	222	634	1374	562	298	1479	1895	2047	1082
g5551	1	5	0	2	7	2	2	6	16	4	13	0
g5552	600	1467	1233	1515	937	1680	989	830	839	812	567	848
g5553	69	75	208	108	140	124	99	147	173	115	70	75
g5554	11	35	7	11	56	32	7	33	102	47	12	18
g5555	2	0	2	1	5	8	1	4	19	8	3	5
g5556	14	30	18	25	26	29	21	14	19	27	27	29
g5557	7	13	1	6	2	8	3	6	5	1	10	4
g5558	10	16	6	5	10	19	5	2	13	18	20	19
g5559	2276	2851	2288	2142	2793	4372	1944	3760	3125	2837	2473	3047
g5560	199	207	59	93	50	210	120	129	135	98	290	112
g5561	315	566	474	427	704	596	488	472	614	388	600	975
g5562	82	32	88	41	69	37	52	61	54	82	99	72
g5563	467	980	833	1360	546	551	515	782	314	391	227	479
g5564	78	14	15	37	15	32	25	53	57	10	28	59
g5565	0	8	3	2	0	1	1	7	4	9	0	1
g5566	289	284	295	331	385	417	245	373	245	419	506	351
g5567	189	257	258	232	164	360	203	320	239	279	375	385
g5568	24	62	14	37	48	46	24	25	26	15	50	53
g5569	7	3	20	6	5	14	7	43	25	0	1	15
g5570	54	86	64	69	120	61	69	121	66	124	90	146
g5571	111	100	120	126	97	151	89	133	138	63	80	134
g5572	1727	2202	2370	1894	2380	2038	1507	2043	2440	2127	2524	2681
g5573	610	934	389	312	1992	2645	2436	1098	1649	2499	2125	1150
g5574	11	12	14	11	12	13	15	24	10	9	13	18
g5575	2436	3059	2086	2280	2087	2204	2645	2562	5129	2885	3527	4070
g5576	1	19	1	1	0	3	18	0	3	1	0	1
g5577	0	1	3	2	2	1	2	3	0	1	8	2
g5578	763	569	278	391	410	620	339	502	495	397	482	563
g5579	9674	10788	7043	3624	2397	5896	3451	3722	4963	4926	5066	8785
g5580	1276	1433	970	956	1645	1760	1477	1335	1258	1516	2116	1784
g5581	535	412	437	303	508	637	527	507	377	284	923	734
g5582	1252	737	457	995	858	940	955	1104	483	862	917	1073
g5583	4	7	1	12	12	6	22	5	1	19	0	2
g5584	305	558	1112	406	713	446	539	444	489	649	972	614
g5585	777	1350	607	530	875	828	1097	432	686	763	1837	1297
g5586	81	156	107	101	132	92	126	136	106	102	167	167
g5587	4497	6320	6327	7471	1967	11397	5144	5497	2998	7513	18915	14362
g5588	9	16	11	13	4	14	3	20	28	6	17	6
g5589	7	8	5	24	10	6	2	9	15	15	0	1
g5590	0	0	0	5	4	0	4	32	3	2	0	0
g5591	59	30	47	19	41	33	58	33	47	33	94	61
g5592	4	27	11	22	19	6	13	25	31	12	13	13
g5593	1386	1519	1882	1398	1759	1839	1422	1604	1726	1720	2073	2423
g5594	8	11	5	8	6	17	10	12	7	6	9	11
g5595	119	24	35	40	34	26	54	61	19	39	33	21
g5596	1322	1760	1637	1682	1025	1751	1651	1305	1712	1494	1336	1934
g5597	17	32	20	19	20	4	28	64	29	48	48	41
g5598	63	7	41	20	73	11	30	27	79	67	14	82
g5599	2102	1458	1180	1407	1378	1801	2257	1209	1071	1215	1947	2094
g5600	4	134	15	40	33	33	57	98	59	5	26	64
g5601	955	1143	728	1202	1277	1143	772	726	1059	812	1618	1133
g5602	2	11	5	4	8	6	2	9	3	5	7	9
g5603	88	298	163	158	121	416	134	122	343	357	507	463
g5604	10280	17717	16563	6335	8334	17272	10908	21151	10222	5992	23637	6786
g5605	12	2	3	0	2	11	8	4	0	0	0	2
g5606	937	1514	702	974	1011	1220	293	615	715	1764	1120	2482
g5607	79	273	29	16	105	58	65	42	194	8	1	12
g5608	2293	2536	1835	4030	2011	1627	1824	1023	1306	1938	5091	3455
g5609	6	3	3	2	6	5	0	5	10	9	2	10
g5610	9	19	12	11	15	14	20	20	4	18	9	25
g5611	0	24	0	3	0	0	1	9	5	170	5	11
g5612	124	378	269	185	335	372	108	221	141	175	406	512
g5613	212	370	54	146	194	146	201	200	373	143	320	204
g5614	40	15	24	55	8	31	16	68	32	67	8	21
g5615	40	30	50	15	32	57	22	34	47	43	33	24
g5616	51	79	67	126	113	130	81	93	128	80	107	82
g5617	5	44	22	0	18	48	7	16	2	0	32	15
g5618	90	258	106	319	149	209	261	38	127	114	165	96
g5619	1200	999	736	1606	1065	1153	1488	1174	997	2161	1288	1443
g5620	38	16	52	49	7	27	3	41	1	9	11	3
g5621	278	267	104	143	201	215	186	171	283	214	198	355
g5622	47	68	41	100	36	21	83	42	43	18	56	77
g5623	397	654	336	655	270	477	655	258	362	132	734	684
g5624	940	553	672	543	871	507	699	682	367	459	641	748
g5625	273	288	269	278	366	394	355	1089	250	546	266	329
g5626	2	9	0	4	7	6	7	4	7	8	12	4
g5627	47	1	11	21	6	12	5	1	0	11	0	14
g5628	112731	200317	175057	119169	106268	149982	73841	180547	220717	84517	188444	182834
g5629	1174	1604	2201	2282	1343	1911	2294	1268	2372	1586	2762	1103
g5630	1489	2242	1894	1740	2745	2442	2829	2386	1514	2027	2517	3988
g5631	2588	1380	1809	1295	2145	1994	1850	1508	1630	1829	3136	2641
g5632	46	23	23	14	25	18	31	22	33	44	36	29
g5633	3	5	2	2	4	1	2	6	4	5	2	3
g5634	2227	3461	917	1755	2778	1147	1210	2201	2216	2250	2793	2921
g5635	2386	3450	3029	3256	2847	2461	1853	2381	3121	2570	2212	4019
g5636	131	190	80	136	330	41	113	88	142	184	178	122
g5637	378	479	135	166	182	338	210	532	239	220	281	372
g5638	4	3	8	4	6	0	2	1	1	6	3	2
g5639	145	261	267	110	200	286	241	290	169	166	168	234
g5640	1260	1189	2090	2675	1642	1517	1509	1682	2164	2287	1406	1942
g5641	1557	2543	1795	1754	1116	1144	1260	2323	1101	2290	4680	2844
g5642	155	162	289	197	177	302	139	156	108	240	227	152
g5643	322	185	323	205	194	219	271	191	320	253	254	282
g5644	315	151	67	93	121	34	94	103	70	63	223	82
g5645	11	5	16	11	7	8	4	6	10	3	13	3
g5646	6	12	9	4	18	11	7	3	7	6	12	18
g5647	19	6	24	4	15	7	6	17	2	32	6	9
g5648	0	0	2	22	0	17	1	0	0	0	44	6
g5649	189	331	247	185	244	362	300	358	308	296	502	363
g5650	292	818	85	105	131	270	239	14	43	146	39	317
g5651	84	75	53	65	93	20	45	95	54	31	51	79
g5652	419	557	759	537	629	681	437	450	584	1079	920	765
g5653	1041	1370	1445	1442	1921	1015	833	894	1329	1791	1834	985
g5654	80	38	85	36	39	24	56	48	88	34	238	129
g5655	135	133	64	65	55	152	190	18	76	168	140	283
g5656	446	514	299	304	461	350	366	328	459	159	614	410
g5657	583	946	689	892	1076	1174	643	686	894	1138	847	883
g5658	1728	1849	1133	797	1324	881	1138	1213	949	952	1234	1778
g5659	138	153	119	218	202	131	135	148	140	66	253	198
g5660	412	514	271	501	438	687	466	339	582	401	389	464
g5661	1312	1386	776	1116	1412	1985	744	731	1208	883	1306	1499
g5662	10	0	5	11	0	0	4	1	8	4	9	0
g5663	519	513	723	435	596	847	495	703	721	361	687	343
g5664	339	208	215	332	236	292	169	299	346	434	423	201
g5665	11	17	9	12	21	17	16	29	13	32	26	8
g5666	1734	2426	2915	1842	1786	1670	1779	1886	1620	1851	2248	2970
g5667	954	474	984	1146	305	65	1363	1308	1126	1097	794	615
g5668	3	1	7	3	2	2	0	1	4	1	4	0
g5669	780	827	701	545	851	464	620	643	401	561	938	884
g5670	12	24	11	15	16	9	15	23	26	9	15	10
g5671	8	1	14	4	0	0	0	10	0	6	3	9
g5672	47	80	32	42	116	84	49	49	78	86	63	59
g5673	190	306	85	188	146	255	62	141	223	113	82	251
g5674	451	533	340	363	685	654	495	524	404	780	662	583
g5675	3	3	1	2	3	10	2	0	3	1	3	6
g5676	222	464	393	246	254	394	176	130	140	270	431	254
g5677	0	0	48	3	0	0	0	0	0	19	1	0
g5678	2	2	2	0	0	1	1	1	3	1	2	3
g5679	645	1313	1302	274	1519	1321	198	788	642	1102	1661	523
g5680	599	780	403	676	1127	641	594	460	629	480	1694	584
g5681	132	273	323	148	203	292	149	315	166	267	263	220
g5682	11200	12498	6040	6867	9537	13010	7699	10109	8280	12562	10706	14207
g5683	14	21	32	19	31	8	48	25	32	27	53	56
g5684	348	250	588	249	310	301	179	189	376	276	288	765
g5685	160	63	61	56	79	74	40	131	80	58	110	101
g5686	6	15	10	7	15	16	41	35	3	40	3	21
g5687	2	0	2	2	17	10	14	11	14	3	9	35
g5688	1803	2234	1698	1641	3117	1966	1920	2691	2269	1878	2061	2997
g5689	332	200	265	178	192	325	275	145	158	401	640	414
g5690	131	41	8	464	146	6	0	223	136	34	34	3
g5691	64	164	73	104	103	76	67	74	105	98	68	119
g5692	271	114	80	448	455	796	350	303	189	364	73	154
g5693	12	22	13	27	22	26	8	36	28	22	36	44
g5694	5	6	7	5	2	2	8	0	10	1	18	21
g5695	7	4	8	6	15	3	6	7	5	7	4	5
g5696	8446	4789	7868	4658	6729	17038	6753	14144	14810	10864	4177	12430
g5697	13	19	44	12	36	23	19	13	19	43	44	40
g5698	81	101	80	72	76	67	88	71	38	38	90	91
g5699	19	1	0	17	4	3	4	0	0	6	56	1
g5700	400	486	621	544	373	720	555	354	890	608	515	464
g5701	44	497	39	1088	656	1454	419	321	719	455	858	1281
g5702	7	5	4	9	5	10	2	6	32	20	15	12
g5703	2	8	2	5	5	14	10	4	11	3	10	23
g5704	4	9	0	6	2	3	1	0	4	4	14	7
g5705	36	18	11	4	63	40	22	22	7	37	19	11
g5706	6	10	11	3	4	2	7	17	11	9	5	8
g5707	32	37	41	54	54	55	100	52	114	33	72	56
g5708	2186	3866	3402	3938	3781	1626	2453	3608	2564	3048	3795	3026
g5709	33	46	45	129	37	72	65	88	87	61	62	182
g5710	3	2	3	1	3	2	0	3	1	0	2	8
g5711	66	60	8	11	36	1	3	2	10	4	2	15
g5712	50	99	18	21	38	42	128	44	40	60	126	125
g5713	659	1713	536	902	1751	607	628	228	425	331	1293	1141
g5714	150	75	93	44	122	221	186	86	230	129	176	115
g5715	55	83	65	83	83	51	60	87	58	84	88	73
g5716	23	14	6	9	4	22	13	2	12	6	28	38
g5717	146	25	60	70	73	52	168	100	52	76	116	63
g5718	162	195	112	203	189	182	112	89	124	131	111	282
g5719	0	0	0	36	24	6	23	6	27	53	4	1
g5720	45	33	22	13	10	91	29	5	69	8	35	24
g5721	18	137	238	148	137	419	171	74	376	125	242	119
g5722	25	26	14	10	15	37	13	17	9	24	24	18
g5723	9	7	7	1	5	3	9	0	10	4	7	9
g5724	16	5	28	65	194	43	97	25	11	64	9	45
g5725	3	21	0	3	2	0	5	2	4	3	1	0
g5726	6	21	3	5	9	5	10	10	10	5	5	7
g5727	431	248	380	320	324	427	220	243	456	151	262	255
g5728	58	84	17	25	33	30	65	52	44	12	55	79
g5729	212	211	194	345	333	203	215	254	195	150	290	183
