	sample1	sample2	sample3	sample4	sample5	sample6
g5503	32	12	18	16	18	38
g5504	4	4	1	1	7	5
g5505	740	696	1164	446	486	735
g5506	308	762	380	382	299	481
g5507	1428	1636	1162	1079	727	1733
g5508	3	10	2	0	0	0
g5509	441	202	375	364	37	506
g5510	14	27	18	18	7	21
g5511	67	12	35	114	26	21
g5512	100	315	92	60	101	82
g5513	1216	154	592	567	773	267
g5514	291	102	583	108	152	208
g5515	2742	1000	854	1077	375	421
g5516	7	12	17	8	6	16
g5517	441	672	398	667	542	650
g5518	24	26	23	16	18	25
g5519	473	218	300	178	107	139
g5520	434	1010	491	430	267	711
g5521	1287	525	942	1683	89	803
g5522	7	4	2	2	5	4
g5523	106	107	74	74	84	42
g5524	2486	3657	2242	1710	1533	4092
g5525	22	882	55	276	185	95
g5526	3848	3428	2222	2219	2208	3399
g5527	8	27	11	25	5	3
g5528	1256	1206	1063	2471	748	1519
g5529	22	6	21	19	12	11
g5530	106	74	75	130	76	89
g5531	286	198	391	468	184	512
g5532	14206	21083	8690	9156	15281	12255
g5533	462	346	264	305	131	334
g5534	87	137	71	68	89	124
g5535	9	0	3	1	0	3
g5536	992	667	1186	657	320	938
g5537	5	6	3	0	0	0
g5538	58	130	45	10	32	30
g5539	149	211	227	154	121	330
g5540	10	46	53	3	47	37
g5541	8	16	0	3	18	0
g5542	0	9	0	2	6	0
g5543	544	1710	912	98	1069	1121
g5544	1494	1095	1192	835	646	686
g5545	153	133	72	124	279	171
g5546	5	6	2	2	1	2
g5547	5746	7446	3442	4040	1864	3980
g5548	6278	5218	4396	2569	2738	3677
g5549	294	127	342	206	140	235
g5550	4	4	11	10	7	3
g5551	10	4	5	12	8	15
g5552	23	18	303	126	80	168
g5553	4	20	3	0	1	9
g5554	684	631	570	441	694	668
g5555	1285	1169	1153	1544	676	871
g5556	33	1	1	8	0	15
g5557	124	61	26	101	29	57
g5558	26	89	33	46	19	43
g5559	112	91	132	250	77	39
g5560	175	192	133	166	62	113
g5561	0	9	1	0	2	1
g5562	503	76	674	97	187	745
g5563	31	101	145	190	31	130
g5564	2223	1487	1263	1297	891	1654
g5565	103	169	122	67	97	194
g5566	1272	1538	880	1240	1058	2619
g5567	795	1251	1113	1235	719	991
g5568	5377	2597	3701	3522	2763	2953
g5569	116	53	39	19	25	40
g5570	535	421	312	454	314	314
g5571	1771	2287	1674	1473	1089	3228
g5572	15	13	22	5	2	5
g5573	0	2	0	13	0	0
g5574	137	342	255	317	479	172
g5575	4	16	4	3	5	20
g5576	1661	1967	723	1410	724	775
g5577	105	95	76	211	144	196
g5578	1644	1400	1655	1487	1030	1113
g5579	27	77	63	16	4	55
g5580	769	1077	893	691	791	880
g5581	1021	565	1176	437	484	337
g5582	540	777	291	131	429	342
g5583	601	205	244	213	252	152
g5584	268	428	330	204	317	131
g5585	1	6	5	4	0	5
g5586	5439	11158	10104	7439	1781	7470
g5587	2029	1769	1944	1823	1590	3863
g5588	2640	2851	3120	1608	1683	2000
g5589	2	1	15	0	1	3
g5590	3197	1783	2658	1422	1107	2163
g5591	7	468	154	173	84	533
g5592	2156	2160	2849	1839	1218	2565
g5593	632	426	621	434	462	595
g5594	19	6	7	15	4	12
g5595	1405	1747	3589	2145	1644	1798
g5596	6	1	10	1	2	2
g5597	1127	1361	892	1535	502	936
g5598	4998	2737	3044	2218	3007	2686
g5599	1831	1136	926	969	475	460
g5600	32	26	43	31	21	22
g5601	696	45	425	199	341	191
g5602	14	42	45	11	33	20
g5603	17	13	9	19	3	9
g5604	4	13	5	1	0	7
g5605	1	39	77	10	7	0
g5606	1355	1763	1505	1376	874	1399
g5607	193	81	237	160	136	177
g5608	2	2	1	48	2	0
g5609	3353	2306	2438	2345	2166	2491
g5610	13	91	82	27	36	77
g5611	3	1	1	2	7	0
g5612	215	511	312	197	119	271
g5613	97	120	95	93	47	50
g5614	3	10	10	4	0	4
g5615	293	5	91	471	242	26
g5616	580	465	401	223	169	280
g5617	2366	2295	2085	1776	1396	2718
g5618	1160	1394	471	470	164	954
g5619	144	24	17	53	120	77
g5620	434	445	347	302	327	454
g5621	5	2	17	6	2	4
g5622	5	9	9	17	5	0
g5623	946	86	142	344	200	495
g5624	7	7	10	1	4	6
g5625	235	210	45	57	53	106
g5626	27	20	24	25	14	20
g5627	1	16	90	95	30	60
g5628	4912	3536	2749	4456	2367	3543
g5629	660	285	172	332	149	1471
g5630	93	124	398	209	123	405
g5631	2	2	24	10	9	12
g5632	57	39	45	96	35	77
g5633	89	203	6	79	21	25
g5634	1	1	1	9	0	6
g5635	10	15	13	7	7	4
g5636	2	13	5	2	3	8
g5637	95	241	99	38	33	91
g5638	11	6	5	1	14	13
g5639	431	918	979	37	193	419
g5640	3	0	0	44	1	1
g5641	11	13	19	16	12	7
g5642	2540	2288	1822	1691	1278	1269
g5643	71	98	90	37	37	95
g5644	182	157	121	205	150	133
g5645	48	43	23	15	19	31
g5646	791	1544	1542	1230	614	1192
g5647	18	33	37	55	46	36
g5648	198	153	181	176	114	185
g5649	3394	2158	2386	3032	1382	1418
g5650	1716	820	966	258	546	567
g5651	0	2	2	1	0	1
g5652	42	72	47	13	47	23
g5653	5663	4778	5396	5093	2904	5292
g5654	39	51	53	17	28	35
g5655	4545	3767	2462	3243	2389	3685
g5656	34	39	48	34	20	29
g5657	96	65	108	54	30	47
g5658	726	772	845	581	375	794
g5659	18	18	1	17	12	9
g5660	134	125	128	138	61	104
g5661	5367	6718	4994	3981	4331	5168
g5662	7	1	18	0	0	16
g5663	556	434	1147	460	181	107
g5664	87	48	63	125	107	48
g5665	95	56	80	18	89	54
g5666	2	21	4	5	0	5
g5667	2626	1906	2303	2033	1317	2053
g5668	438	272	615	89	245	444
g5669	17	2	20	10	9	8
g5670	11	11	4	1	3	1
g5671	1601	1815	799	1694	562	1232
g5672	429	294	383	278	311	357
g5673	860	632	567	616	541	463
g5674	6	6	4	3	3	3
g5675	2259	3300	1908	1173	1617	5833
g5676	7	5	4	4	0	0
g5677	9	11	10	15	13	1
g5678	36	7	15	9	0	6
g5679	265	406	501	364	168	222
g5680	3	29	3	1	16	28
g5681	2	3	0	3	5	3
g5682	330	358	291	282	263	208
g5683	101	342	394	125	153	75
g5684	627	510	270	271	147	630
g5685	308	164	156	198	80	162
g5686	1	1	5	2	10	9
g5687	61	47	36	24	8	34
g5688	2373	1795	2316	2339	1417	2151
g5689	1045	436	771	504	466	244
g5690	125	141	83	43	111	100
g5691	598	28	40	47	210	623
g5692	6146	4874	7835	7768	6009	7605
g5693	733	417	1173	459	340	308
g5694	72	61	70	105	11	73
g5695	6400	1068	3678	3512	136	260
g5696	8	22	4	6	8	7
g5697	4	1	9	0	5	2
g5698	5745	3327	1683	6896	2873	2648
g5699	988	877	596	474	406	757
g5700	1997	1929	1688	1869	1597	1714
g5701	763	650	622	1799	245	995
g5702	137	115	76	85	45	119
g5703	44	121	132	125	55	90
g5704	4887	5196	2300	3785	4516	4516
g5705	77	306	1478	2420	380	1193
g5706	16	78	54	116	113	21
g5707	1	4	0	0	0	0
g5708	12	21	10	8	8	6
g5709	2	2	0	4	2	4
g5710	249	203	184	253	71	158
g5711	42	101	23	28	28	72
g5712	9446	6616	9876	6585	6524	7143
g5713	445	990	384	249	255	591
g5714	3923	7286	5953	4662	2681	6113
g5715	30	217	3	17	96	13
g5716	0	7	8	1	0	3
g5717	40	64	85	79	67	45
g5718	1458	1318	1565	1032	579	1341
g5719	5	2	11	1	3	2
g5720	1248	1383	1085	899	1103	1032
g5721	26	31	43	24	26	19
g5722	38	52	44	17	21	45
g5723	31063	14300	36592	39714	11211	39882
g5724	16	7	28	5	7	2
g5725	441	358	465	427	231	425
g5726	2241	1060	2333	1698	378	2903
g5727	166	67	204	87	108	138
g5728	404	488	231	194	155	240
g5729	331	492	284	368	299	527
g5730	174	99	56	36	45	80
g5731	83	92	79	38	38	33
g5732	0	28	0	32	1	6
g5733	5	2	4	3	0	9
g5734	115	71	71	88	47	82
g5735	8	11	3	7	0	6
g5736	1204	2193	1400	1501	1408	4661
g5737	602	2647	954	736	656	945
g5738	1	1	7	6	0	0
g5739	57	33	46	36	22	15
g5740	0	2	5	0	0	16
g5741	4363	3139	3243	3392	2840	3963
g5742	26	0	15	7	0	3
g5743	90	44	43	25	43	55
g5744	651	1245	421	640	1378	1146
g5745	1783	1639	2621	1129	963	1996
g5746	225	271	413	188	329	436
g5747	3	7	1	0	0	1
g5748	589	594	886	500	612	649
g5749	0	0	1	0	0	1
g5750	7	16	4	15	5	14
g5751	17	13	23	10	16	13
g5752	2218	3494	2250	1683	1226	2401
g5753	18	22	15	10	9	49
g5754	2	2	5	3	6	2
g5755	9269	6282	7927	8280	6600	6069
g5756	79	211	189	33	8	95
g5757	1	2	2	6	4	11
g5758	167	134	104	92	107	120
g5759	214	484	183	71	81	161
g5760	226	193	132	139	127	108
g5761	14523	3927	7218	6561	8463	9146
g5762	134	340	212	80	155	406
g5763	34	27	35	40	14	12
g5764	3722	3626	3635	4045	2368	3090
g5765	47	235	374	228	17	42
g5766	110	129	109	84	32	59
g5767	31	45	20	21	5	20
g5768	27	24	12	9	1	25
g5769	595	1164	135	323	630	1607
g5770	43	52	67	64	53	57
g5771	20	12	1	15	13	24
g5772	231	178	294	193	152	186
g5773	3	4	2	3	2	3
g5774	2403	2007	2511	1105	473	1998
g5775	1079	1054	746	697	799	555
g5776	162	198	104	82	64	95
g5777	1343	1463	1200	1075	385	1545
g5778	247	97	170	85	66	71
g5779	308	724	883	602	535	554
g5780	1500	847	690	754	1182	889
g5781	1526	1459	1738	1498	1048	1374
g5782	1658	2521	2117	1019	1411	2044
g5783	7848	4548	2700	3848	1648	2088
g5784	1907	1127	1353	2056	847	906
g5785	1902	1152	1968	2429	1448	1557
g5786	1237	1254	953	1550	1187	1007
g5787	103	889	504	52	242	431
g5788	4018	6078	3685	4002	2861	4743
g5789	2820	3188	2358	2345	1631	3673
g5790	538	370	719	453	262	420
g5791	32	35	45	47	45	43
g5792	25	31	33	27	17	28
g5793	211	181	269	96	157	216
g5794	148	101	174	119	91	306
g5795	9	6	7	8	2	7
g5796	3565	2430	1052	1098	1027	1986
g5797	1705	416	560	111	1430	48
g5798	422	903	448	644	370	430
g5799	455	529	323	112	340	471
g5800	1450	1487	1118	798	790	882
g5801	479	425	673	474	392	534
g5802	60	41	50	31	41	13
g5803	1260	1534	1416	1167	505	1968
g5804	163	192	69	206	66	109
g5805	80	47	14	6	17	20
g5806	220	103	16	151	15	355
g5807	12	0	65	1	1	0
g5808	1637	709	1565	1036	807	1242
g5809	18900	25898	13028	15674	14712	24515
g5810	22	3	26	32	18	21
g5811	1073	1711	1324	1282	914	964
g5812	357	336	257	208	260	295
g5813	40	33	31	12	40	34
g5814	0	2	6	1	0	7
g5815	36	82	20	17	21	36
g5816	11888	23760	14826	13635	4479	11127
g5817	19113	22774	8601	14467	17155	9827
g5818	3578	4620	2671	4290	2657	3647
g5819	3	0	4	0	28	0
g5820	14	0	1	0	9	2
g5821	10	5	4	9	4	5
g5822	0	0	1	0	0	1
g5823	4	6	4	10	3	2
g5824	165	272	250	190	101	280
g5825	172	78	82	68	133	10
g5826	17	10	24	24	12	11
g5827	515	472	699	578	185	570
g5828	1036	919	1251	808	602	876
g5829	157	113	105	33	107	131
g5830	10	20	15	14	11	9
g5831	13	7	11	9	4	11
g5832	180	375	179	71	164	161
g5833	2598	2668	3099	2317	1682	2140
g5834	4	11	11	8	7	15
g5835	219	195	50	83	153	226
g5836	115	29	113	307	185	318
g5837	1286	1684	1345	1102	804	1249
g5838	576	813	424	910	210	396
g5839	21	10	19	14	14	11
g5840	122	71	37	62	36	57
g5841	2549	2215	1834	1671	851	1467
g5842	2651	3565	3656	5707	2866	2806
g5843	3	5	2	6	3	6
g5844	0	3	1	1	12	29
g5845	33	88	13	30	7	46
g5846	28	48	44	39	26	50
g5847	327	272	347	325	143	418
g5848	1675	1759	2282	2323	1146	2031
g5849	1	3	3	0	2	2
g5850	252	329	222	196	102	148
g5851	42	26	20	15	18	17
g5852	2064	1347	1555	1316	953	1041
g5853	3799	3258	5205	2897	1975	2512
g5854	1289	2036	1368	889	951	849
g5855	1068	2075	976	1206	947	1530
g5856	2314	2356	1303	1543	1342	2059
g5857	2	2	1	1	2	3
g5858	7	20	8	11	8	11
g5859	102	686	403	59	127	118
g5860	1787	2858	2613	1937	625	1882
g5861	15	5	15	4	5	1
g5862	3877	2828	2185	748	1351	1343
g5863	411	205	230	315	271	376
g5864	222	66	84	87	205	85
g5865	136	207	110	185	119	148
g5866	2	11	8	4	0	4
g5867	89	1597	242	53	352	2893
g5868	629	1021	429	752	903	740
g5869	694	259	167	272	149	153
g5870	304	486	366	183	94	314
g5871	0	3	0	1	0	3
g5872	14914	27924	8476	7955	5831	15148
g5873	439	231	469	186	150	203
g5874	2448	1302	2595	1626	828	2513
g5875	259	79	136	214	83	193
g5876	2169	707	2219	3324	275	1848
g5877	57	92	33	21	30	16
g5878	313	372	246	125	70	392
g5879	6	16	9	4	21	35
g5880	1359	2242	2747	147	1137	1708
g5881	60	130	26	31	31	17
g5882	74	12	13	18	6	48
g5883	12	80	94	29	9	83
g5884	14420	12623	6286	12485	3130	5427
g5885	25	33	57	45	54	31
g5886	0	0	2	0	0	0
g5887	3	4	0	7	8	8
g5888	3683	3770	2004	1446	3073	6196
g5889	123	25	17	21	49	97
g5890	100	81	5	21	0	112
g5891	273	163	155	159	83	108
g5892	53	24	77	31	38	15
g5893	686	664	489	315	228	386
g5894	1388	726	622	644	463	1144
g5895	125	244	93	230	39	87
g5896	11	10	14	12	12	12
g5897	421	89	304	190	197	161
g5898	255	1052	82	8	759	70
g5899	45	65	30	89	22	13
g5900	5	8	17	0	0	0
g5901	2555	2765	2533	2682	1512	1969
g5902	1649	1252	342	1322	1393	1084
g5903	3036	5896	4771	2458	3103	8356
g5904	3	1	86	2	2	0
g5905	273	906	445	718	435	328
g5906	30	7	9	8	0	2
g5907	481	435	577	320	281	446
g5908	136	124	70	74	42	85
g5909	220	43	58	26	80	92
g5910	477	321	153	1049	573	390
g5911	222	30	56	89	95	22
g5912	25	4	1	5	12	1
g5913	484	705	258	308	170	480
g5914	32	17	21	15	16	14
g5915	7132	15620	5247	12609	6156	12930
g5916	195	284	202	125	54	67
g5917	391	196	551	201	327	491
g5918	1458	1694	1064	1093	675	738
g5919	0	116	3	350	0	28
g5920	98	30	149	38	72	64
g5921	0	4	0	5	1	0
g5922	15	2	73	47	2	47
g5923	129	216	117	112	63	104
g5924	41	35	28	19	25	13
g5925	6064	4219	5427	3956	2974	3674
g5926	249	147	115	195	223	157
g5927	38	38	53	23	19	34
g5928	432	367	241	221	199	180
g5929	2241	3177	3464	1756	3007	3138
g5930	9	39	55	0	40	20
g5931	3524	3254	2089	2524	1454	1645
g5932	368	330	315	291	228	401
g5933	7	4	6	4	0	7
g5934	90	49	22	41	11	59
g5935	721	853	988	976	1212	1173
g5936	830	607	743	401	415	463
g5937	12094	6182	4394	2622	2457	871
g5938	1344	1115	1017	1043	590	1224
g5939	20205	11877	8059	9274	8384	6165
g5940	31	5	297	29	51	295
g5941	719	449	460	576	483	794
g5942	420	333	263	109	178	312
g5943	19	30	10	10	5	12
g5944	4	3	9	1	2	2
g5945	2564	3357	3451	2792	2010	2141
g5946	17	30	67	66	27	24
g5947	3	4	5	1	6	6
g5948	137	42	108	112	161	75
g5949	6	14	4	8	0	1
g5950	1285	1548	857	1657	1271	1492
g5951	14	2	0	22	1	6
g5952	2584	2130	1848	3360	1367	1924
g5953	419	310	386	519	379	285
g5954	2348	1862	2382	1442	1265	1362
g5955	3	0	17	27	19	22
g5956	119	66	44	64	59	44
g5957	1112	2152	1552	2248	841	2721
g5958	1646	2048	1108	1436	943	1260
g5959	12	47	48	30	13	7
g5960	2566	1090	1401	1693	1210	2233
g5961	919	995	844	968	496	862
g5962	743	626	246	1424	63	333
g5963	1	39	10	3	1	1
g5964	1971	1967	983	1255	1080	495
g5965	787	752	1003	476	249	558
g5966	42	61	61	48	34	62
g5967	703	1280	1225	666	317	1307
g5968	1	3	3	2	3	4
g5969	679	247	873	469	374	795
g5970	520	356	116	355	415	478
g5971	2207	634	1223	1234	1832	1414
g5972	7757	4500	3430	5345	7724	3182
g5973	632	588	528	216	365	572
g5974	4	15	7	7	3	10
g5975	1	3	3	3	0	5
g5976	114	8	39	0	31	22
g5977	2033	1521	1112	1866	1412	1471
g5978	4	0	0	0	0	124
g5979	19	0	0	1	0	0
g5980	250	244	174	229	167	127
g5981	1418	3153	1732	949	1055	2138
g5982	516	1192	36	1345	38	572
g5983	0	4	2	0	2	14
g5984	243	43	79	41	54	77
g5985	124	1	5	0	22	36
g5986	424	551	164	173	361	634
g5987	300	353	365	232	196	169
g5988	189	311	43	26	10	242
g5989	6	6	19	3	1	0
g5990	56	84	89	45	44	78
g5991	6148	6388	4280	5687	3459	5161
g5992	1	15	47	24	7	19
g5993	173	27	149	629	38	26
g5994	0	24	0	0	0	0
g5995	1618	3805	7841	2259	2056	2308
g5996	1089	1148	799	738	478	710
g5997	27	8	18	17	7	31
g5998	61	37	19	50	31	39
g5999	4	3	15	8	0	8
g6000	19	33	83	30	76	142
g6001	1	6	10	4	8	5
g6002	332	224	21	97	72	53
g6003	44	64	43	46	29	38
g6004	5	22	18	12	7	27
g6005	2336	5254	1568	1609	812	2670
g6006	155	13	55	85	5	56
g6007	3289	1698	2267	3759	3449	5296
g6008	30	21	14	18	10	25
g6009	9	4	0	1	5	0
g6010	494	381	484	285	361	314
g6011	28	104	85	142	140	26
g6012	110	120	42	16	28	54
g6013	93	84	63	51	22	49
g6014	54	56	63	117	52	83
g6015	2	2	3	5	1	5
g6016	641	1211	578	796	440	902
g6017	714	492	524	382	305	642
g6018	1075	1340	1028	932	738	798
g6019	24	77	21	21	28	27
g6020	666	708	446	614	329	396
g6021	423	346	368	544	336	334
g6022	56	10	6	1	4	2
g6023	2110	3102	1948	1759	762	2314
g6024	949	505	590	671	600	712
g6025	83	59	82	67	52	123
g6026	3	15	9	10	9	9
g6027	1712	735	970	1011	1044	1297
g6028	82	71	59	88	39	50
g6029	1617	1697	1292	1603	954	1291
g6030	92	80	275	32	81	198
g6031	398	300	228	227	302	289
g6032	8	63	19	18	2	1
g6033	8	16	29	14	3	8
g6034	46	53	56	42	9	49
g6035	169	132	197	109	87	315
g6036	11	35	536	73	88	442
g6037	1386	1312	1371	994	895	1107
g6038	9	1	4	10	0	5
g6039	2685	3471	1753	1688	1706	3147
g6040	50	10	14	7	1	12
g6041	1745	2133	1996	1016	1081	1081
g6042	91	73	45	42	23	35
g6043	40	39	60	52	12	28
g6044	897	781	638	617	493	564
g6045	1519	1626	1758	927	583	1021
g6046	1647	2309	1942	1169	1023	1154
g6047	27	27	63	2	1	10
g6048	3	3	3	4	1	2
g6049	198	116	134	106	48	27
g6050	489	616	215	134	216	745
g6051	43	9	23	42	17	17
g6052	27	18	25	23	20	19
g6053	3358	4573	1771	2505	3138	2197
g6054	117	8	118	50	23	501
g6055	405	454	351	175	250	338
g6056	14	10	26	13	12	19
g6057	136	123	111	135	165	102
g6058	7674	1348	204	1683	2854	470
g6059	3463	4037	3981	3633	2697	4019
g6060	6219	8288	9167	4613	5538	10283
g6061	14	10	11	9	19	12
g6062	17	5	2	11	7	1
g6063	209	537	287	242	65	259
g6064	1058	1662	1962	612	1052	360
g6065	610	262	458	340	224	392
g6066	890	706	4266	1567	514	1904
g6067	61	25	36	49	26	79
g6068	28	20	19	30	9	20
g6069	4955	4555	10209	4427	5232	4283
g6070	3	121	3	1	1	1
g6071	78	26	90	32	51	43
g6072	1	4	2	2	2	5
g6073	42	244	41	60	67	173
g6074	38	37	88	103	59	48
g6075	0	8	5	7	0	2
g6076	16	23	12	14	3	2
g6077	5	13	5	11	5	1
g6078	2434	1949	886	1155	881	2733
g6079	8	0	0	0	0	2
g6080	69	28	58	52	36	43
g6081	31	25	12	11	9	27
g6082	34159	34917	27078	24165	25488	19416
g6083	259	194	202	169	38	250
g6084	9081	10586	4407	5091	4352	8846
g6085	3661	1976	4550	1887	967	3052
g6086	1042	882	733	503	531	796
g6087	1563	919	833	873	828	849
g6088	824	1318	877	1491	866	1331
g6089	0	0	11	0	0	0
g6090	2	5	4	4	3	4
g6091	2725	2488	2039	2319	1486	2515
g6092	2297	2115	1928	836	1169	2404
g6093	590	95	172	148	16	32
g6094	858	1084	447	397	401	808
g6095	7879	8876	9034	6586	4907	8716
g6096	842	612	751	584	472	595
g6097	5	13	9	20	1	0
g6098	1848	786	859	1012	1144	665
g6099	2271	1878	1838	1146	1330	1906
g6100	664	475	476	338	385	394
g6101	78	51	83	377	140	85
g6102	130	64	88	98	78	125
g6103	117	56	93	30	41	47
g6104	3361	2889	3683	3191	2699	3535
g6105	7	14	8	8	6	3
g6106	1525	2268	1352	1361	1052	2829
g6107	13	32	16	17	26	33
g6108	1736	1230	1716	1482	1040	1517
g6109	18	5	15	6	1	26
g6110	6	4	6	4	0	6
g6111	680	408	326	234	309	389
g6112	937	741	673	283	1191	287
g6113	3825	5853	4422	5078	2509	4936
g6114	1831	2258	1357	1408	1234	1680
g6115	164	154	86	118	105	109
g6116	115	25	8	86	9	61
g6117	37	68	134	41	22	87
g6118	348	240	342	47	136	112
g6119	219	158	368	99	114	44
g6120	66	88	164	55	60	107
g6121	165	166	170	121	98	124
g6122	36	127	66	75	24	63
g6123	24	29	5	37	17	58
g6124	823	1421	578	479	608	730
g6125	1728	1689	1433	1033	927	1470
g6126	262	264	150	141	77	204
g6127	222	449	357	104	174	608
g6128	24	1	0	7	4	3
g6129	528	679	603	614	479	535
g6130	877	1026	621	727	515	669
g6131	8	81	30	10	22	35
g6132	4786	3807	3716	2594	2138	2888
g6133	13295	16169	12414	10387	6441	10337
g6134	355	148	196	139	234	164
g6135	0	0	2	1	5	1
g6136	1211	1216	1915	1093	1041	2095
g6137	103	71	75	78	44	106
g6138	6204	2816	2986	2882	2268	4108
g6139	60	61	56	29	30	35
g6140	20	18	4	21	11	29
g6141	4	4	13	2	7	4
g6142	0	17	1	4	1	0
g6143	86	77	57	34	45	92
g6144	13	36	31	1	109	0
g6145	1538	1782	307	108	1231	702
g6146	8	17	10	19	6	6
g6147	222	125	148	242	139	153
g6148	18	86	149	31	61	47
g6149	12	14	24	31	16	6
g6150	10	1	1	23	7	30
g6151	411	526	403	222	186	397
g6152	80	136	98	103	113	113
g6153	68	162	135	22	63	4
g6154	64	49	36	67	56	29
g6155	103	74	153	45	94	107
g6156	12	18	10	10	8	6
g6157	1738	880	1129	1010	764	883
g6158	1108	836	1154	324	514	462
g6159	40	21	30	39	31	9
g6160	511	301	241	345	190	367
g6161	78	135	96	60	386	44
g6162	9	4	0	2	31	13
g6163	328	545	183	358	219	396
g6164	727	1058	928	630	590	853
g6165	340	141	244	85	67	71
g6166	478	240	51	376	130	191
g6167	41	46	44	24	25	27
g6168	4566	6294	7930	5072	1235	6811
g6169	68	49	52	30	38	46
g6170	64	52	44	43	11	51
g6171	5370	9884	1438	2390	428	3336
g6172	2625	2112	3085	2328	363	2305
g6173	881	943	580	583	428	472
g6174	44	38	37	15	28	28
g6175	3865	8763	6424	2265	6750	4421
g6176	77	100	112	36	54	78
g6177	573	418	727	516	318	466
g6178	22	762	5	151	1	7
g6179	240	140	34	30	38	14
g6180	0	3	11	1	3	0
g6181	1930	536	447	405	1739	157
g6182	13	8	15	1	0	23
g6183	99	32	44	111	38	68
g6184	24	77	26	13	21	26
g6185	2970	1294	396	1784	3708	1081
g6186	24	38	49	25	10	15
g6187	281	201	224	208	131	236
g6188	603	72	209	139	86	221
g6189	4	14	3	2	0	12
g6190	35	18	16	37	28	20
g6191	541	1505	788	511	525	699
g6192	2689	6239	4279	3981	6062	6065
g6193	421	116	243	282	175	529
g6194	32	43	39	30	12	30
g6195	2	0	2	1	0	0
g6196	33	53	13	17	28	18
g6197	165	32	95	71	65	37
g6198	95	72	69	21	30	48
g6199	168	314	137	184	189	152
g6200	4143	4465	5193	5679	3779	4225
g6201	105	74	76	125	72	115
g6202	160	202	134	88	83	238
g6203	200	231	155	303	160	274
g6204	264	144	307	219	146	145
g6205	688	410	322	173	137	168
g6206	35	33	0	7	1	0
g6207	945	618	903	1410	1191	1979
g6208	2177	3259	4174	3685	2447	2890
g6209	54	7	0	30	8	287
g6210	29	45	8	30	18	37
g6211	10	9	5	8	3	5
g6212	188	424	194	274	67	493
g6213	281	242	232	241	111	459
g6214	155	2	34	1	43	9
g6215	13	105	60	14	53	71
g6216	1191	663	1524	915	639	1020
g6217	921	1055	1968	1374	835	1162
g6218	10450	7235	7477	4588	11727	4857
g6219	6	1	22	3	2	6
g6220	35	76	40	29	34	42
g6221	310	1519	34	567	301	549
g6222	38	27	19	7	30	2
g6223	320	672	207	32	489	793
g6224	19	18	13	28	7	8
g6225	3792	4098	4363	3475	3287	4329
g6226	17	652	53	12	204	72
g6227	27	76	75	47	19	9
g6228	23	7	2	14	2	8
g6229	10	32	7	5	3	14
g6230	0	407	21	4	109	2
g6231	84	44	68	36	29	66
g6232	2250	2420	2749	2236	1634	2794
g6233	19	17	29	17	33	4
g6234	89	132	90	36	36	98
g6235	19	30	6	11	5	7
g6236	507	828	219	357	203	240
g6237	2253	816	993	1016	737	849
g6238	2932	1600	1413	1070	803	1589
g6239	342	253	131	186	117	269
g6240	129	102	115	115	67	114
g6241	262	345	144	169	64	268
g6242	477	312	436	188	204	375
g6243	1221	729	847	969	205	839
g6244	219	314	111	179	126	249
g6245	1	30	21	7	0	1
g6246	35	46	75	78	43	42
g6247	767	738	453	592	521	814
g6248	738	2064	1422	924	860	1679
g6249	277	144	339	192	224	152
g6250	77	37	48	59	37	40
g6251	7	4	9	0	19	3
g6252	20	220	18	90	57	178
g6253	67	167	113	132	16	78
g6254	98	21	60	58	46	30
g6255	1190	2054	857	636	641	1155
g6256	55	41	16	5	0	17
g6257	820	393	319	481	766	555
g6258	8703	4331	1191	3207	2386	7664
g6259	72	79	18	9	2	49
g6260	2189	2617	2611	1017	2073	1327
g6261	18	2	1	1	2	0
g6262	532	804	974	1869	747	725
g6263	53	631	394	217	180	625
g6264	678	972	527	551	393	627
g6265	3716	2906	2885	2194	1902	3191
g6266	21	28	28	58	36	16
g6267	84	357	363	228	191	271
g6268	661	688	778	335	760	1023
g6269	23	36	80	31	15	15
g6270	2	13	2	3	1	8
g6271	25	25	42	9	32	67
g6272	1916	2138	1251	680	647	1282
g6273	101	64	50	20	19	32
g6274	936	905	885	971	569	982
g6275	963	2006	390	684	591	942
g6276	68	64	21	45	23	36
g6277	521	182	347	420	195	481
g6278	27	18	24	18	16	20
g6279	550	166	391	661	373	257
g6280	0	1	11	0	4	2
g6281	1	24	2	3	0	0
g6282	343	306	51	140	311	181
g6283	100	61	44	84	26	88
g6284	1189	315	160	737	55	314
g6285	293	472	345	335	631	541
g6286	0	8	1	0	0	36
g6287	859	848	1154	1240	921	1484
g6288	16	102	137	79	23	54
g6289	82	90	125	90	49	80
g6290	654	466	606	495	506	598
g6291	44	0	1	0	0	21
g6292	1850	1811	2592	1636	712	2493
g6293	2	2	9	6	3	1
g6294	819	752	395	464	381	460
g6295	2200	2224	1910	1262	1427	2617
g6296	1550	472	1382	696	270	425
g6297	6	35	3	6	4	12
g6298	15	49	11	16	10	14
g6299	197	151	205	155	128	140
g6300	1994	1438	1047	1676	1246	1370
g6301	1375	1215	1455	1137	539	829
g6302	126	212	135	128	96	104
g6303	0	6	9	8	5	5
g6304	31	20	23	27	8	16
g6305	296	361	220	345	271	180
g6306	1387	3399	1231	939	362	676
g6307	2	2	30	33	28	18
g6308	81	5	526	65	24	255
g6309	186	350	94	459	204	300
