	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g5139	11	104	177	53	67	125	27	73	95	47	63	36
g5140	4	6	22	4	8	13	12	5	16	13	6	13
g5141	69	356	311	486	360	198	135	234	494	422	69	295
g5142	0	25	31	43	61	54	45	68	62	69	157	58
g5143	65	96	79	198	102	144	70	73	76	57	114	50
g5144	18	4	6	54	16	16	15	1	1	0	0	10
g5145	671	348	687	562	652	1201	905	720	672	171	1039	425
g5146	56	28	38	48	57	32	27	42	62	33	36	32
g5147	972	671	419	681	752	395	1198	368	1234	1040	534	406
g5148	1701	9255	9480	6064	15849	15816	11946	3783	9123	5161	9858	8407
g5149	2251	1455	1413	2598	1832	1702	2963	2439	1549	1820	786	1286
g5150	2	2	6	4	5	1	5	1	2	3	4	7
g5151	235	106	119	141	31	421	55	162	7	181	102	69
g5152	18	4	13	22	12	0	15	3	0	10	6	9
g5153	199	238	119	236	181	149	266	240	97	91	96	65
g5154	3118	3585	1880	4729	4912	2412	1810	2658	3248	2483	1849	1488
g5155	1940	1215	1605	1877	2089	1463	2261	1408	1407	827	1884	1081
g5156	16	40	11	35	23	39	15	21	53	69	20	37
g5157	1	3	107	1	9	0	1	5	27	10	0	52
g5158	696	811	774	606	535	612	1049	94	1600	1230	527	450
g5159	12124	21219	13660	40757	27674	16358	18548	10698	12183	19100	11091	4341
g5160	415	683	896	1039	770	828	675	1093	646	894	833	556
g5161	3190	1239	4062	2995	3115	2723	2409	1743	2196	794	2564	1357
g5162	4	5	2	16	10	1	11	5	4	2	4	2
g5163	3254	2070	1811	2762	1516	2820	1083	1453	1439	1999	988	861
g5164	44	70	80	93	78	72	58	45	95	88	47	50
g5165	1481	1269	1243	1676	900	1442	1269	1526	1117	1378	813	579
g5166	103	397	154	169	122	203	56	33	135	199	177	110
g5167	1579	1664	2090	3595	730	1712	1503	1837	2051	1186	756	1066
g5168	18	45	11	65	49	17	46	58	18	37	11	22
g5169	56	13	8	137	27	146	50	48	160	79	27	55
g5170	101	120	36	40	34	61	29	18	32	34	43	30
g5171	23	12	3	15	10	2	8	5	14	19	5	3
g5172	347	331	397	880	395	408	219	387	262	357	143	233
g5173	74	82	89	278	117	113	103	70	135	137	81	65
g5174	1171	1896	1445	2884	798	1653	863	1109	1226	1284	564	864
g5175	86	91	54	61	33	76	136	74	38	34	61	115
g5176	54	57	51	112	38	94	66	34	70	69	69	56
g5177	9416	12342	8910	15972	5783	12127	10645	8330	11367	19212	9238	4393
g5178	65	182	488	331	177	247	0	184	86	246	323	1219
g5179	970	1049	804	1340	706	918	943	1076	1277	1105	600	525
g5180	180	192	383	516	379	230	298	265	453	271	166	232
g5181	6945	6204	7568	13780	4754	1948	3210	1975	7938	4769	6482	2431
g5182	28	33	24	37	34	82	47	74	23	32	55	12
g5183	8	10	16	16	14	15	16	34	18	25	6	17
g5184	173	363	413	490	307	578	291	312	662	411	398	366
g5185	724	719	683	1508	694	1132	799	612	796	699	472	588
g5186	60	96	71	110	111	120	140	78	91	96	41	129
g5187	554	528	386	105	484	340	422	1241	358	666	66	52
g5188	1660	1960	2280	2588	2386	1606	1758	1553	2439	1842	950	1382
g5189	17	8	13	5	8	9	5	3	2	10	3	8
g5190	1	5	0	0	15	17	25	0	28	9	3	15
g5191	671	330	714	492	619	443	931	250	461	556	477	424
g5192	0	3	12	0	14	0	2	33	0	0	0	0
g5193	45	109	61	2	275	0	141	68	36	208	85	187
g5194	285	370	27	209	302	149	777	366	912	708	526	8
g5195	7578	1728	1083	5183	3020	877	1754	2314	1717	960	1965	1818
g5196	10063	6831	10674	13309	5822	7859	6743	14393	14765	16813	7149	13346
g5197	2	7	0	0	6	11	1	0	3	1	1	3
g5198	643	650	828	1105	754	558	335	451	584	691	723	531
g5199	123	41	47	99	58	39	98	47	99	32	64	80
g5200	83	129	102	133	91	143	133	81	190	235	97	52
g5201	48	51	35	112	95	36	69	68	52	74	46	113
g5202	25	28	37	41	24	73	10	25	35	35	21	13
g5203	0	0	1	0	18	0	0	0	0	0	0	0
g5204	282	182	291	300	396	277	174	321	211	382	137	78
g5205	36	1	23	3	4	9	22	3	3	42	7	4
g5206	44	86	20	80	122	79	76	84	101	93	19	68
g5207	38	22	26	42	34	30	24	15	51	28	16	19
g5208	228	92	280	168	288	209	128	178	154	191	106	61
g5209	1575	1528	876	2516	778	2183	3816	2102	1267	1026	1132	853
g5210	5	4	1	0	0	4	3	0	1	2	3	3
g5211	212	201	403	171	13	350	620	332	379	197	293	154
g5212	3	4	0	2	4	1	0	1	1	3	8	1
g5213	511	281	321	377	420	617	475	331	391	348	297	436
g5214	31	61	100	33	46	63	27	22	19	34	6	16
g5215	2744	1758	1675	3258	2418	2793	2661	2526	2891	1179	1049	1779
g5216	3	0	199	45	0	138	44	13	2	3	89	32
g5217	45	50	342	8	17	205	125	6	107	30	27	27
g5218	11	16	10	23	30	3	38	70	56	24	23	8
g5219	849	820	1186	1438	1206	1043	471	852	761	600	628	535
g5220	155	148	59	57	86	171	132	93	185	102	53	57
g5221	305	275	334	486	365	448	203	295	536	273	261	151
g5222	561	779	615	919	528	686	446	627	755	385	322	667
g5223	0	6	1	1	0	0	3	7	3	0	4	1
g5224	1336	2242	2066	1254	1950	1520	2624	2620	1885	2740	1242	2377
g5225	669	652	743	937	486	441	784	763	563	597	365	713
g5226	652	84	301	374	79	285	186	514	281	963	108	88
g5227	82	673	332	2074	1889	270	530	1127	1510	2272	1361	400
g5228	2600	3474	4436	3276	3893	4161	1703	3578	3161	1961	1749	1885
g5229	48	59	111	106	51	112	116	87	68	31	59	20
g5230	396	938	492	1077	698	658	1175	698	512	423	542	421
g5231	3	10	8	11	3	10	17	3	1	4	8	2
g5232	25	57	64	23	74	57	2	82	92	40	39	27
g5233	28	18	21	19	21	19	35	7	38	19	13	28
g5234	15	1	9	8	5	11	7	2	3	19	3	7
g5235	1472	707	1129	2370	1555	3194	1915	1480	1794	2587	2248	929
g5236	8	4	5	12	1	6	9	9	0	12	7	16
g5237	54	31	58	86	70	53	190	44	38	25	83	20
g5238	14	3	1	5	0	8	1	0	0	2	3	3
g5239	1	3	9	12	30	46	12	7	5	19	6	13
g5240	246	175	191	144	68	344	201	140	162	140	111	142
g5241	2406	1663	782	4554	3917	2581	1522	845	1242	1552	337	760
g5242	413	326	439	1062	471	665	462	451	667	433	433	313
g5243	5007	2330	7021	10458	10090	7250	5657	8348	12725	6029	7862	3707
g5244	3	4	6	1	5	2	0	1	6	3	5	2
g5245	229	285	86	399	297	413	18	72	370	275	96	252
g5246	238	939	360	712	431	343	119	248	850	319	337	140
g5247	3	6	5	3	8	4	4	5	4	4	7	5
g5248	845	1507	496	686	823	555	1249	1286	827	784	876	340
g5249	471	573	798	548	358	637	671	329	446	986	347	536
g5250	91	243	54	196	183	87	419	155	67	258	104	70
g5251	158	275	197	298	190	294	262	173	190	267	176	192
g5252	574	166	134	415	448	530	650	193	590	272	440	249
g5253	244	577	138	428	283	225	347	268	579	383	347	303
g5254	63	42	35	35	61	51	16	18	28	98	46	27
g5255	10	10	17	18	8	10	18	3	1	23	11	1
g5256	2307	2193	2093	2689	1620	2328	2279	1963	1811	2183	1634	1028
g5257	63	49	68	86	68	80	79	56	70	28	61	41
g5258	1893	1960	2172	2555	2403	2264	1860	1964	2350	2380	2389	1316
g5259	53	76	68	57	56	84	50	67	67	128	60	36
g5260	40	105	116	54	76	75	75	62	163	145	81	44
g5261	335	227	308	485	320	372	236	232	268	335	76	210
g5262	7506	8394	7300	14527	7519	8112	15712	8680	9790	12650	6408	6552
g5263	56	61	71	114	97	43	122	68	83	68	41	50
g5264	2078	415	1391	1645	786	1277	1193	2121	2366	683	1277	273
g5265	1	0	25	17	36	14	12	42	44	17	12	6
g5266	2813	1580	1308	1888	2686	1411	2924	1698	1777	1429	1902	1082
g5267	104	88	92	77	98	84	69	43	60	56	87	39
g5268	2	7	4	0	9	7	0	2	18	10	0	0
g5269	126	109	33	121	107	192	77	100	209	122	59	50
g5270	260	899	429	29	177	615	163	563	258	259	743	236
g5271	2162	1411	2289	2420	3768	5510	1764	1809	4290	2997	2241	970
g5272	14	15	11	8	5	3	1	8	1	12	4	4
g5273	326	397	484	454	346	302	347	253	457	574	169	292
g5274	630	212	3107	788	621	2263	1498	509	1710	910	1509	1154
g5275	158	191	407	553	408	291	149	274	353	235	79	110
g5276	1013	1094	784	2108	681	785	1392	1532	1985	1268	793	795
g5277	10	16	17	20	6	15	29	12	2	17	8	8
g5278	10	27	18	37	23	16	13	10	48	25	21	8
g5279	672	905	657	841	776	891	680	706	845	1016	463	406
g5280	96	72	92	124	36	256	122	88	107	58	77	91
g5281	1	2	3	4	5	5	5	2	2	4	3	4
g5282	27	31	36	29	35	30	40	22	43	31	15	23
g5283	546	1377	408	728	592	1369	1396	484	406	1175	518	437
g5284	13	0	3	8	8	0	0	0	49	0	1	0
g5285	17	5	3	17	11	5	3	10	11	25	7	8
g5286	684	565	642	488	646	503	606	678	538	700	518	317
g5287	2	12	18	21	22	13	15	19	11	18	5	7
g5288	8	1	1	3	3	2	3	6	2	3	1	2
g5289	3134	2581	3141	3356	3697	2731	1982	2466	3260	2803	2760	1452
g5290	874	710	1431	1167	1220	813	776	1625	478	884	945	861
g5291	1941	2199	2810	4719	2860	2279	2209	3166	3440	3255	1255	2309
g5292	151	130	461	503	277	146	229	102	411	173	406	89
g5293	451	218	383	406	271	151	388	260	424	295	337	108
g5294	178	272	241	300	190	239	126	172	189	363	277	159
g5295	7	1	8	7	4	6	9	11	5	6	2	11
g5296	9	20	9	11	2	17	2	7	30	9	1	13
g5297	188	63	133	148	71	198	127	116	125	95	98	33
g5298	62	60	23	122	25	42	33	9	46	32	43	29
g5299	21	3	19	32	14	8	14	11	26	18	2	11
g5300	1462	1266	2010	2064	1454	2436	1538	1638	1665	1045	1241	1256
g5301	20	31	17	20	10	7	29	14	22	57	18	6
g5302	3976	3476	4408	5127	3009	3752	3666	3598	3582	3655	1802	2184
g5303	226	97	179	156	103	119	141	113	359	69	82	60
g5304	8	3	2	7	9	6	4	8	8	5	2	0
g5305	46	35	40	9	6	60	56	24	41	19	18	15
g5306	6805	4263	3903	3933	4498	3965	4820	4798	4468	3826	3661	2971
g5307	11	5	11	0	0	8	14	24	0	0	4	6
g5308	220	791	1004	551	68	767	437	226	979	1026	503	357
g5309	513	406	400	357	542	346	503	264	309	628	338	287
g5310	12	5	12	19	22	11	15	14	13	20	16	8
g5311	277	265	201	334	234	148	457	249	291	222	225	208
g5312	496	433	187	669	389	814	532	570	457	860	537	550
g5313	150	137	208	221	66	172	87	117	82	46	77	85
g5314	3	3	0	2	0	7	3	7	2	5	1	3
g5315	1151	759	3111	1565	1013	1505	2029	2264	1398	1060	1049	551
g5316	107	84	60	179	165	43	98	45	134	103	56	89
g5317	148	511	129	2596	10	204	233	75	110	140	451	417
g5318	12	21	8	22	16	22	20	38	29	8	11	17
g5319	4701	7480	8991	3563	6607	6874	4567	375	6160	12788	3164	3613
g5320	366	371	48	222	203	447	293	445	212	297	255	194
g5321	4112	3716	2915	4826	5622	3432	4017	5347	6250	7322	3525	2695
g5322	173	237	142	287	300	346	112	352	112	527	173	218
g5323	491	433	532	710	526	480	446	420	584	400	466	317
g5324	1638	997	1693	2452	1607	1407	1080	1330	2359	1111	1553	768
g5325	20	14	8	16	22	10	20	12	14	13	13	5
g5326	220	86	177	232	79	128	104	122	117	55	112	75
g5327	18115	15986	17965	22986	19183	12303	29187	25423	24425	8714	24652	17914
g5328	6	3	0	3	0	0	1	6	11	9	0	0
g5329	578	324	212	684	344	511	314	364	408	190	443	461
g5330	334	400	76	166	36	239	92	40	258	125	64	35
g5331	21	21	17	29	12	23	18	13	13	18	5	4
g5332	18	39	35	23	16	25	14	14	40	12	21	7
g5333	2	2	16	18	7	7	20	9	11	3	2	6
g5334	2279	1208	1477	1814	1941	891	2551	700	1721	1222	1603	2006
g5335	105	84	64	145	123	94	71	46	91	120	41	31
g5336	1	6	0	0	22	105	154	1	0	0	0	0
g5337	183	243	203	375	117	212	309	160	143	83	250	184
g5338	5802	4361	4890	8198	5066	3963	8198	3542	5876	3382	3956	4932
g5339	433	275	418	706	243	377	576	601	360	290	173	485
g5340	301	160	168	515	267	198	205	178	142	202	165	300
g5341	1391	2175	1974	1947	534	1859	1372	1391	1515	916	813	1445
g5342	347	107	198	125	182	136	120	68	84	173	213	120
g5343	149	142	167	231	134	207	114	211	96	190	83	219
g5344	1596	2984	2857	2827	2032	2780	2371	2498	2989	4389	1526	993
g5345	1134	2674	1745	5043	2143	3312	1854	1618	4810	1797	1926	1473
g5346	106	60	80	96	101	112	77	96	66	150	47	35
g5347	420	509	612	766	306	306	762	409	336	472	512	589
g5348	1733	1645	2356	3740	4190	3928	2654	2098	3285	1809	1189	2602
g5349	7	11	4	5	3	1	0	0	4	0	0	2
g5350	820	821	677	2020	1226	1410	1671	1776	995	1785	838	1204
g5351	1925	2174	1423	2875	1758	1366	2899	2484	4246	1002	1462	2462
g5352	0	2	1	6	6	1	1	2	4	3	3	3
g5353	1327	1180	2728	1936	1251	1455	1576	1523	1427	1897	453	1423
g5354	4	0	3	1	6	6	4	8	6	6	0	0
g5355	1206	659	471	2513	2079	1683	1740	3269	1649	634	398	730
g5356	407	371	308	439	283	358	463	400	665	548	307	191
g5357	6	13	5	10	5	9	8	1	2	12	16	5
g5358	614	671	705	685	794	467	510	646	530	727	552	595
g5359	634	1104	1101	1365	919	987	1340	832	1737	1789	629	570
g5360	122	95	86	162	83	96	89	43	100	101	55	36
g5361	684	658	498	246	409	779	856	682	479	654	155	127
g5362	4	11	14	45	1	26	83	45	58	4	17	1
g5363	74	121	144	175	165	168	96	161	118	120	63	183
g5364	49	8	15	28	10	31	12	7	25	34	13	3
g5365	189	165	160	268	177	209	208	146	124	190	82	127
g5366	2667	2004	2533	1903	2037	2804	1639	2077	2907	1990	1697	1975
g5367	508	495	478	882	559	593	556	458	518	391	297	390
g5368	1724	1491	1094	1648	1571	1465	1632	1524	1689	1911	910	1275
g5369	16	5	6	0	4	4	20	2	2	3	1	5
g5370	1723	1825	1843	2818	1037	1494	1505	1224	1843	808	1745	1603
g5371	21	10	27	26	28	23	31	18	25	25	21	14
g5372	16	5	11	23	11	21	18	10	14	4	13	14
g5373	201	218	221	300	213	200	244	193	169	237	154	162
g5374	5470	6188	8740	9807	5920	6155	7617	6199	8343	8790	5062	5836
g5375	298	295	124	694	238	345	279	261	305	408	283	155
g5376	46	62	159	80	35	41	54	47	125	139	47	53
g5377	34	5	30	22	0	9	18	2	50	0	28	1
g5378	4	7	9	7	5	12	15	7	10	15	6	2
g5379	2351	6790	3925	4856	2100	2472	2806	1650	4682	5237	4226	3917
g5380	656	539	866	804	625	1031	1471	620	805	847	370	433
g5381	1	2	7	5	6	1	0	1	4	4	2	0
g5382	670	1202	1529	1128	1434	1199	1117	1323	473	1736	1320	584
g5383	1	6	8	42	88	86	7	28	51	24	63	17
g5384	1377	3396	3530	6464	4147	5567	7429	2885	5930	5490	4380	2544
g5385	1085	1722	1689	1830	1541	1049	1076	1780	2119	896	1465	847
g5386	41	28	19	32	33	68	82	14	112	13	74	12
g5387	39	185	56	56	36	63	33	19	161	200	20	3
g5388	4003	1830	3370	6822	3415	2064	2065	2085	4749	3045	2661	2388
g5389	0	0	1	85	68	0	26	4	7	0	34	2
g5390	25	9	46	33	20	47	31	40	37	29	18	17
g5391	0	4	1	1	4	1	5	5	1	1	1	0
g5392	168	33	79	84	81	94	348	262	297	81	159	40
g5393	14	1	5	5	16	1	3	9	13	2	3	1
g5394	299	673	965	2311	581	104	1308	36	155	164	134	1950
g5395	43	29	81	98	47	50	34	38	63	54	42	51
g5396	123	358	224	429	112	206	216	217	116	356	87	68
g5397	36	17	146	18	42	73	57	26	72	34	44	2
g5398	546	877	944	1132	745	536	457	1060	460	1225	760	677
g5399	297	315	380	612	495	270	366	225	550	87	429	628
g5400	2	2	0	0	21	37	0	0	5	0	0	0
g5401	334	206	128	266	120	262	67	74	290	124	215	34
g5402	53	88	59	131	70	76	125	50	53	69	38	44
g5403	11	5	0	2	3	2	7	5	11	13	3	1
g5404	60	15	55	46	24	25	17	33	27	40	20	5
g5405	2992	2305	2175	2599	1804	2489	2129	1849	2134	1767	2440	1965
g5406	401	461	552	361	497	330	452	402	852	703	232	449
g5407	931	702	1432	960	1413	746	899	145	1479	764	1268	484
g5408	0	32	5	1	46	0	0	14	0	1	0	0
g5409	391	803	280	602	444	283	269	104	476	376	453	322
g5410	74	103	33	31	5	14	17	39	98	56	63	63
g5411	1	7	9	2	2	8	2	5	10	6	1	4
g5412	1648	1010	1534	946	567	1099	1087	1686	945	910	814	341
g5413	461	568	638	664	997	724	575	550	945	861	210	580
g5414	6832	8813	13104	14364	9861	9800	11782	6156	13416	11412	9531	7768
g5415	92	89	118	169	117	67	128	252	258	146	41	51
g5416	19	14	9	21	28	48	3	3	1	21	2	0
g5417	58	2	125	1	72	0	12	1	210	36	35	119
g5418	21827	27494	14084	22107	14924	23454	7407	21395	13470	15595	28164	16266
g5419	616	485	177	784	875	603	527	550	398	975	417	763
g5420	881	1071	891	1233	1008	853	978	844	1049	830	794	626
g5421	1178	1302	1632	2821	2127	1354	1877	1181	3589	1290	1796	652
g5422	9	7	16	3	5	16	3	18	3	9	3	13
g5423	2344	2393	1338	2728	1516	1080	3144	1368	2045	2865	1670	1455
g5424	146	335	560	406	282	553	386	303	200	78	37	175
g5425	934	2144	2239	4964	1169	3301	3837	2287	1550	2582	577	1540
g5426	15	10	6	6	12	6	30	19	15	25	4	27
g5427	30	13	17	44	18	12	60	19	48	16	66	15
g5428	2207	5060	3312	1543	2325	2493	2795	2794	3556	2693	1905	1331
g5429	196	267	466	272	84	142	324	435	440	287	226	227
g5430	432	446	514	559	538	741	222	458	271	338	404	341
g5431	188	218	116	332	576	331	357	213	268	510	183	232
g5432	2792	1436	857	2527	1904	2992	686	1259	3000	808	544	1142
g5433	3	1	6	1	5	3	0	0	5	0	0	3
g5434	121	43	128	116	64	65	57	87	40	28	48	35
g5435	3756	4560	4497	6101	5303	5618	5134	3582	6133	4424	4354	4322
g5436	412	541	667	1149	894	671	1595	696	1245	868	676	594
g5437	4374	8742	1738	8381	6381	5259	8713	7186	5633	6719	5118	3080
g5438	0	0	1	0	64	47	100	80	12	0	77	0
g5439	214	183	177	362	192	180	189	256	70	103	139	128
g5440	0	0	1	0	2	2	3	0	0	2	1	0
g5441	54	109	183	285	96	141	225	170	53	127	127	267
g5442	47	104	156	153	88	132	164	82	85	148	195	137
g5443	1331	1138	1838	1717	1389	1289	1637	966	1886	1951	970	719
g5444	1611	1480	1342	1907	914	2156	1633	1259	1732	1241	569	880
g5445	14	0	0	0	4	28	0	17	4	0	7	0
g5446	1641	776	532	765	1154	498	338	440	1466	251	1272	570
g5447	179	572	259	576	391	374	327	483	261	325	459	288
g5448	3065	4546	2461	2960	3347	3085	4008	2877	4966	3932	2601	3008
g5449	25	64	47	120	25	64	80	33	72	82	39	29
g5450	169	423	342	361	436	1011	803	243	1001	551	198	652
g5451	9458	11762	11317	9489	7241	12507	12781	10417	4197	10808	4368	9720
g5452	9	10	2	23	15	22	46	27	30	13	25	6
g5453	15	12	17	16	13	11	8	8	14	10	11	11
g5454	183	101	130	71	333	115	55	147	220	176	171	136
g5455	513	351	417	898	559	611	426	428	350	440	467	320
g5456	310	207	328	216	421	454	307	516	345	188	282	266
g5457	3	29	7	2	5	4	0	7	4	19	4	1
g5458	137	113	150	217	85	114	106	57	142	122	72	36
g5459	629	147	421	1140	552	359	448	580	397	621	339	214
g5460	1326	1040	1471	1452	993	1673	1148	667	1510	1052	813	644
g5461	4	3	16	40	27	47	42	15	29	13	11	9
g5462	1437	1273	1515	2377	1655	1546	1425	1385	1004	1183	1159	1497
g5463	9	4	5	0	2	17	4	33	45	3	10	2
g5464	2384	1016	1641	1322	1387	3435	1641	2731	2133	3490	1664	727
g5465	157	61	106	190	115	129	111	92	164	99	59	96
g5466	278	151	286	521	199	750	476	482	360	252	549	234
g5467	3707	3655	3619	3471	3182	3595	2725	2696	3435	2680	2654	1833
g5468	37	38	25	156	51	114	28	53	74	128	46	39
g5469	2776	2815	3183	1860	2837	2329	3454	3773	5131	4387	1845	1741
g5470	1275	780	563	485	103	1073	391	523	1088	435	583	806
g5471	564	443	686	844	884	1136	763	758	604	447	535	354
g5472	28	1	0	26	8	43	3	10	4	0	0	20
g5473	1440	1139	2070	1521	1856	1454	2454	1478	2006	1625	1205	1060
g5474	112	380	220	807	387	236	69	117	241	286	49	136
g5475	1296	1750	1695	3437	2020	2682	1746	1795	1520	1435	1542	1788
g5476	1036	1372	1077	1710	1641	1309	2269	1369	1997	2552	1055	1053
g5477	96	42	60	79	40	83	98	98	96	151	54	58
g5478	287	252	315	312	367	423	263	331	402	481	239	202
g5479	804	256	162	470	525	298	458	386	197	538	367	357
g5480	63	52	8	113	31	119	139	113	77	84	20	36
g5481	11	19	2	20	47	2	27	16	19	14	8	10
g5482	483	456	816	396	226	805	527	625	898	679	500	614
g5483	1439	1161	1066	1349	1097	1718	1576	1594	1054	1791	939	692
g5484	1421	350	541	387	937	339	1209	891	731	515	1196	236
g5485	204	365	342	349	441	330	255	236	123	250	156	343
g5486	7	17	4	6	16	3	14	5	6	8	15	21
g5487	107	190	145	112	178	224	182	151	169	228	93	85
g5488	6	2	2	28	1	6	1	6	5	1	2	1
g5489	880	2243	1232	1909	993	680	1537	1480	1591	1036	1007	1043
g5490	87	132	401	188	51	282	378	480	61	479	105	127
g5491	737	973	1192	1214	516	1042	787	782	702	621	776	652
g5492	3	19	4	1	8	6	4	4	26	11	6	0
g5493	221	164	377	380	242	687	271	347	827	421	310	173
g5494	7	2	2	22	5	3	4	3	6	8	1	5
g5495	205	366	192	447	298	172	603	257	373	250	932	140
g5496	191	52	113	101	71	150	75	55	35	59	105	53
g5497	1584	1348	1752	2768	1388	1500	2216	1807	1877	1805	1121	1551
g5498	0	2	9	1	9	0	6	0	5	2	3	1
g5499	1	1	10	3	2	4	3	2	1	1	2	4
g5500	199	242	182	227	273	216	188	172	173	186	168	104
g5501	938	413	313	536	656	732	855	479	725	804	618	331
g5502	1	3	5	3	5	6	3	4	5	1	17	0
g5503	45	10	15	61	31	57	54	23	28	57	43	0
g5504	6	12	10	22	15	12	15	25	10	15	8	9
g5505	1545	1549	3193	3566	2868	2059	2213	2003	2858	1939	1781	1250
g5506	0	1	26	5	11	0	0	23	3	3	4	49
g5507	307	352	546	428	487	360	372	319	299	119	304	182
g5508	10546	10406	17019	13117	35450	20723	12218	10489	18846	24810	18968	8949
g5509	7294	11492	5924	13606	4594	8334	5452	8440	13493	9598	5082	7040
g5510	1	3	5	3	3	14	2	3	0	8	1	6
g5511	2393	3011	2474	4940	4412	2937	4436	2400	4635	3923	2130	3165
g5512	75	12	21	47	7	16	10	103	79	99	44	28
g5513	124	87	91	77	52	69	41	108	55	57	60	17
g5514	0	19	6	2	5	15	0	0	2	18	0	4
g5515	603	702	777	564	390	821	1418	526	1125	906	255	298
g5516	3863	3592	4499	6467	4053	6445	2968	4346	2604	4424	3349	2046
g5517	3	10	0	6	6	4	2	8	13	2	2	5
g5518	135	269	147	271	169	227	234	230	290	196	113	114
g5519	52	105	64	104	44	85	64	82	82	33	45	62
g5520	163	346	108	246	270	273	627	112	168	135	97	160
g5521	484	617	386	466	434	401	633	386	445	611	338	253
g5522	9	9	38	0	10	0	17	15	94	0	0	34
g5523	277	90	5	282	306	62	306	56	447	493	92	191
g5524	18	54	23	14	9	15	55	89	29	18	3	15
g5525	1	16	0	15	2	8	3	7	7	4	1	13
g5526	402	95	338	311	172	42	46	62	51	183	15	5
g5527	0	7	5	10	3	14	0	0	0	2	0	0
g5528	57	47	49	138	96	51	55	24	25	79	43	42
g5529	389	438	644	400	181	362	458	666	628	447	259	261
g5530	5	0	2	10	9	5	0	2	8	12	6	0
g5531	556	489	718	608	979	542	566	480	579	591	464	653
g5532	982	702	637	815	394	577	470	571	418	521	483	593
g5533	1008	906	1190	1269	992	891	908	940	1061	1023	756	579
g5534	6	6	6	6	4	7	7	7	7	9	13	6
g5535	3514	3150	4053	4823	3938	6685	3112	3921	11554	5245	5757	4945
g5536	14	3	3	3	3	3	10	21	14	0	7	9
g5537	10	21	49	30	23	20	38	26	41	58	18	19
g5538	0	0	16	12	10	0	6	4	15	6	10	1
g5539	3628	8788	3401	6048	3179	4957	10396	7971	2925	6585	6239	3767
g5540	407	575	399	583	635	639	334	463	666	576	319	304
g5541	4044	3099	4318	6085	3886	4831	2979	2426	5179	3552	3428	1849
g5542	663	298	403	510	636	446	653	743	546	426	111	249
g5543	2	3	5	0	1	5	4	5	2	3	2	5
g5544	40	56	56	52	44	55	40	78	69	59	10	56
g5545	3	9	7	23	14	34	30	69	19	18	16	63
g5546	1561	1159	1445	2222	1722	1933	758	1320	1467	1956	1258	1724
g5547	32	13	6	52	154	23	39	42	14	50	240	8
g5548	110	18	21	14	30	41	0	30	34	7	2	16
g5549	32	24	29	17	33	45	16	34	44	34	32	12
g5550	2478	6035	5069	4766	2998	4879	3647	4221	10546	4516	4987	3469
g5551	11438	9671	8792	19745	10341	15091	8445	12288	11090	9673	5791	2181
g5552	6997	5243	7868	6950	7953	14898	7720	5532	7556	7622	6680	4194
g5553	251	0	80	2	0	0	36	41	135	76	8	2
g5554	68	52	145	306	162	233	206	170	278	129	92	29
g5555	5123	7646	4856	11185	6733	4978	5893	4844	5761	6552	3549	3723
g5556	23	233	56	43	35	48	81	60	34	85	111	54
g5557	7	26	39	18	12	19	18	10	2	29	3	4
g5558	254	40	239	180	133	170	161	266	141	219	53	147
g5559	33	31	23	32	33	31	28	14	9	22	12	16
g5560	1378	539	1270	1034	777	1945	785	912	1709	1025	930	728
g5561	64	80	79	69	69	31	101	37	107	45	37	33
g5562	895	1578	914	3660	765	1469	2059	902	1380	1602	894	1543
g5563	307	566	457	985	297	413	803	170	395	445	370	301
g5564	4545	3873	4936	6204	2853	4801	4857	2767	5095	4030	2198	2600
g5565	365	473	406	567	356	272	167	533	450	246	553	211
g5566	1	57	68	53	5	54	8	16	5	122	2	34
g5567	41	31	36	140	60	25	5	72	15	43	30	25
g5568	1709	1360	1369	1783	926	985	961	884	1290	1743	857	1364
g5569	3572	2433	2762	2897	3521	2349	4316	2582	3411	2671	2217	1839
g5570	993	1258	3116	1560	1587	1943	2118	1136	1865	2035	1162	1221
g5571	0	7	0	20	1	11	0	0	0	2	0	3
g5572	845	530	1737	821	1438	683	972	496	598	571	305	252
g5573	558	415	401	593	502	398	221	766	497	332	121	349
g5574	34	137	62	109	120	79	124	64	57	165	97	157
g5575	8	8	5	5	3	2	1	13	9	2	2	1
g5576	3399	2166	3565	2281	2141	3840	2924	2580	3219	3330	1831	2008
g5577	207	199	149	183	218	281	251	177	343	204	101	111
g5578	487	42	2022	37	2	2923	6	170	19	66	1016	480
g5579	425	579	645	990	562	605	560	568	704	720	418	476
g5580	49	123	71	146	542	44	133	138	124	3	40	69
g5581	230	404	445	905	448	422	1222	421	766	803	507	568
g5582	9	18	12	22	10	37	11	7	6	25	5	3
g5583	73	150	79	148	57	94	150	48	80	130	149	47
g5584	779	885	1551	1871	1082	673	1010	1267	967	707	401	1059
g5585	3937	5788	6512	5571	5876	6798	5859	6675	5211	1661	5137	2109
g5586	516	1959	619	1066	795	501	615	1021	1583	1017	719	441
g5587	853	913	893	820	536	638	1429	1500	992	808	833	381
g5588	3	9	7	7	6	8	3	3	8	5	3	3
g5589	76	89	96	80	118	54	84	69	79	88	64	40
g5590	30	24	21	49	37	56	52	17	43	17	9	20
