	sample1	sample2	sample3	sample4	sample5	sample6
g4893	513	310	256	73	154	316
g4894	768	664	213	197	624	314
g4895	559	565	539	419	547	590
g4896	210	64	171	218	175	250
g4897	2	9	6	1	9	117
g4898	7	6	0	20	17	7
g4899	493	498	469	137	251	260
g4900	1250	1180	2508	1218	750	1989
g4901	1	21	18	9	19	8
g4902	2426	357	944	368	471	715
g4903	20	22	56	18	13	10
g4904	81	157	121	49	184	185
g4905	15422	10379	6855	6909	9726	14193
g4906	474	22	582	174	39	49
g4907	628	604	1264	743	580	576
g4908	4673	3430	3350	4054	4225	2537
g4909	418	325	920	364	300	334
g4910	51	1	6	5	36	24
g4911	1604	482	1191	691	2192	642
g4912	31	28	35	25	25	11
g4913	6417	12035	11110	1974	5592	3347
g4914	355	370	188	142	84	160
g4915	18	66	80	63	40	84
g4916	2048	1611	2364	878	2021	1191
g4917	53	4	15	4	21	0
g4918	1158	1356	1215	207	905	620
g4919	7587	4246	3381	1402	3836	3824
g4920	504	913	887	645	648	686
g4921	33	30	42	30	49	24
g4922	170	42	133	49	174	232
g4923	2284	2486	2193	1482	2254	1633
g4924	4813	2949	5492	2049	2699	2469
g4925	116	48	63	63	69	68
g4926	5	9	11	2	29	19
g4927	1537	941	1801	544	1369	694
g4928	61	39	94	49	63	55
g4929	436	290	388	212	410	136
g4930	636	696	310	296	235	308
g4931	593	666	1057	630	830	728
g4932	395	574	337	398	568	948
g4933	2474	3780	4237	1805	3503	3013
g4934	515	852	395	692	377	1993
g4935	5	9	4	2	2	2
g4936	447	468	662	294	539	395
g4937	3529	4270	6647	3940	3528	4311
g4938	251	440	446	184	400	282
g4939	17	12	118	195	240	24
g4940	415	629	843	242	1224	20
g4941	16	25	16	14	35	15
g4942	7	10	5	0	6	15
g4943	29	10	29	21	79	26
g4944	594	920	1346	718	921	793
g4945	4635	5024	4699	3323	3917	5273
g4946	12	5	0	0	1	2
g4947	909	1190	1417	974	1158	1076
g4948	250	196	163	165	229	135
g4949	336	470	1858	223	1205	77
g4950	164	186	69	68	192	17
g4951	5	8	1	5	7	1
g4952	173	382	196	209	168	246
g4953	14	8	11	11	13	15
g4954	209	320	437	282	189	30
g4955	552	900	1031	467	800	609
g4956	3528	1279	450	1369	1386	1339
g4957	7	6	2	6	7	4
g4958	3	0	5	9	1	4
g4959	121	69	15	8	10	5
g4960	169	94	155	68	49	58
g4961	764	833	943	631	1490	942
g4962	8	5	7	6	4	5
g4963	40319	38823	38163	32423	34114	21804
g4964	800	848	628	393	597	1100
g4965	30	194	62	42	97	51
g4966	60	64	81	44	61	53
g4967	135	182	205	227	293	213
g4968	2247	778	1241	984	1978	1317
g4969	0	9	0	0	1	0
g4970	0	0	16	0	0	0
g4971	709	391	810	340	369	505
g4972	9	19	19	11	26	14
g4973	107	212	114	104	118	197
g4974	4	5	5	6	7	13
g4975	1746	2314	1379	372	1509	678
g4976	768	1681	1639	616	1139	1827
g4977	13083	6745	9860	7144	6487	14586
g4978	61	53	75	25	28	50
g4979	3	5	2	16	5	0
g4980	2286	974	3268	346	1280	1128
g4981	6	2	4	8	2	2
g4982	5	7	7	7	10	2
g4983	7	64	14	53	20	14
g4984	0	3	0	3	1	14
g4985	19	46	14	4	36	83
g4986	14	26	6	7	21	12
g4987	79	62	36	18	17	20
g4988	2	10	7	3	5	8
g4989	70	48	56	41	109	24
g4990	10	5	34	3	26	13
g4991	545	150	180	72	278	291
g4992	138	87	100	47	33	30
g4993	185	123	130	249	658	273
g4994	0	0	0	3	17	0
g4995	4	8	6	3	11	9
g4996	8368	8579	9323	5687	5643	7631
g4997	26	25	33	9	10	18
g4998	277	428	106	353	195	265
g4999	186	93	158	56	104	93
g5000	244	250	324	161	494	171
g5001	6	5	5	3	7	5
g5002	279	307	464	234	400	249
g5003	44	104	128	61	49	94
g5004	7349	6745	6735	3471	7150	6333
g5005	27	29	38	1	49	66
g5006	37	29	2	5	3	2
g5007	0	10	0	1	4	9
g5008	36	77	84	10	17	21
g5009	48	19	34	27	30	8
g5010	838	1278	610	711	544	1300
g5011	142	216	131	135	155	126
g5012	330	452	592	392	1099	343
g5013	39	18	22	4	5	10
g5014	5401	3508	3844	3340	3193	2366
g5015	3180	3627	2683	2188	2196	1772
g5016	736	685	737	361	509	493
g5017	200	222	1607	144	308	97
g5018	915	840	434	429	670	547
g5019	898	518	652	553	1591	806
g5020	203	69	174	101	75	100
g5021	134	251	394	163	74	157
g5022	230	397	738	1	5	757
g5023	30	57	7	36	84	27
g5024	1856	1924	2184	2151	2154	1978
g5025	15642	7563	10163	5961	9643	5744
g5026	865	1359	1000	1004	884	660
g5027	1712	1256	893	528	3816	1177
g5028	5	17	13	4	6	8
g5029	56	142	60	42	73	73
g5030	8	9	8	4	8	4
g5031	62	68	41	33	37	59
g5032	5	15	20	6	0	5
g5033	0	0	1	0	0	0
g5034	6	8	7	3	5	1
g5035	27	46	40	6	9	17
g5036	135	164	169	70	90	136
g5037	56977	62518	45464	71033	31579	47917
g5038	9	1	8	7	3	1
g5039	1291	1012	770	894	1274	573
g5040	501	437	475	358	506	299
g5041	1035	1025	1274	631	2298	653
g5042	282	338	248	109	151	414
g5043	2708	921	1063	1322	2361	1455
g5044	15	7	10	13	8	17
g5045	37	68	20	28	28	13
g5046	1302	1048	1191	1061	1170	1055
g5047	14	13	15	16	3	18
g5048	100	454	191	101	98	69
g5049	59	23	23	27	44	29
g5050	4	3	49	0	0	0
g5051	1432	1166	1978	1204	1743	941
g5052	954	899	1096	676	741	420
g5053	839	783	737	483	733	614
g5054	1651	3200	1865	1675	2544	1765
g5055	99	45	73	5	22	30
g5056	81	83	150	52	79	106
g5057	4222	2637	3516	2377	3712	3135
g5058	14719	12139	14117	10043	12275	12387
g5059	132	83	19	107	63	146
g5060	4	161	0	14	68	0
g5061	26	42	35	10	1	19
g5062	1	16	13	2	22	83
g5063	107	268	136	101	40	89
g5064	78	66	122	81	73	105
g5065	7	70	32	172	97	108
g5066	1	2	3	0	1	0
g5067	14	31	8	5	11	13
g5068	973	912	905	769	299	810
g5069	123	279	111	255	246	304
g5070	68	85	58	49	125	82
g5071	8402	7059	9447	4795	10912	6017
g5072	1958	1638	2783	1234	1575	931
g5073	111	177	110	97	112	86
g5074	0	1	0	9	5	0
g5075	543	947	987	261	773	377
g5076	8	24	13	2	11	6
g5077	39	90	69	18	59	49
g5078	3	9	36	14	0	1
g5079	48152	34962	31895	17953	37747	29974
g5080	682	932	1076	463	827	796
g5081	37	31	35	64	37	37
g5082	54	171	34	53	189	101
g5083	4	2	4	4	2	4
g5084	897	1531	1101	822	1448	1278
g5085	723	1965	1407	903	1970	860
g5086	232	586	83	347	195	290
g5087	2747	3799	5167	3271	4827	3046
g5088	235	574	563	291	840	333
g5089	13	4	10	21	8	25
g5090	1	5	14	0	1	7
g5091	3443	1230	4984	1735	6155	6307
g5092	152	176	167	134	182	128
g5093	0	0	0	3	0	9
g5094	782	405	727	376	583	471
g5095	399	444	678	314	518	323
g5096	96	321	220	134	187	145
g5097	414	619	569	252	408	316
g5098	2628	3099	2577	1012	2319	2370
g5099	77	26	67	53	54	72
g5100	3350	5470	3920	3548	3000	3513
g5101	0	0	16	1	6	7
g5102	2	0	6	7	7	2
g5103	2512	1974	2187	1138	1167	2117
g5104	127	282	263	106	236	204
g5105	126	123	163	121	118	118
g5106	13	18	19	17	34	26
g5107	2552	3500	4550	2397	3476	2756
g5108	17690	13437	22303	5008	14825	11317
g5109	1361	1424	1326	939	670	1554
g5110	782	910	2071	502	382	1172
g5111	68	46	151	41	70	22
g5112	1632	3037	4180	1506	3949	2097
g5113	2	6	12	0	3	5
g5114	81	225	78	79	79	49
g5115	378	429	314	210	956	294
g5116	456	401	754	352	389	497
g5117	3651	5399	6177	2431	3927	3499
g5118	0	2	1	5	7	0
g5119	55	150	121	1	196	15
g5120	1127	900	777	341	649	682
g5121	130	220	283	178	327	136
g5122	957	866	1250	1025	1793	394
g5123	218	158	113	79	125	122
g5124	3	5	6	5	3	2
g5125	33	220	60	21	17	69
g5126	0	5	6	10	4	1
g5127	2	2	3	8	1	2
g5128	1291	2239	2835	1826	1788	2578
g5129	173	78	98	53	127	59
g5130	49	73	71	33	79	61
g5131	14	11	11	4	16	14
g5132	18	11	5	0	4	2
g5133	8	13	20	19	13	14
g5134	0	0	10	0	3	0
g5135	2793	5276	3537	3118	2247	2505
g5136	468	475	732	341	786	588
g5137	541	372	523	323	494	304
g5138	435	100	560	200	206	478
g5139	216	159	388	52	462	213
g5140	422	279	562	215	244	274
g5141	1215	3041	1450	457	372	1563
g5142	170	151	234	135	189	119
g5143	6190	4054	6462	2836	3473	5461
g5144	9842	18289	13673	9855	7685	11893
g5145	2	4	5	1	9	3
g5146	530	195	157	124	251	211
g5147	426	303	292	180	519	298
g5148	27	86	16	49	68	33
g5149	566	514	349	232	667	565
g5150	1680	1370	1392	1390	1225	1274
g5151	140	112	148	83	117	71
g5152	456	704	794	1005	22	178
g5153	2511	3212	2307	1961	3258	2452
g5154	71	62	35	157	28	12
g5155	44	1	0	12	15	0
g5156	9	12	11	7	5	19
g5157	1372	573	1245	916	261	433
g5158	7	2	3	7	13	1
g5159	531	302	502	282	801	420
g5160	70	171	308	137	103	100
g5161	899	655	499	436	423	357
g5162	39	17	10	6	42	7
g5163	15	0	0	0	0	0
g5164	2	0	23	0	0	1
g5165	281	164	200	121	165	171
g5166	6	16	27	19	16	2
g5167	345	340	151	292	594	265
g5168	1459	2458	2432	1842	2823	1142
g5169	418	246	688	87	376	140
g5170	524	710	506	430	203	638
g5171	488	628	439	197	554	563
g5172	584	1014	436	573	420	379
g5173	1084	1322	2005	1410	1949	1217
g5174	327	590	756	351	681	360
g5175	3	4	1	6	3	1
g5176	10333	7716	5988	5392	6913	8150
g5177	40	104	3	1	36	77
g5178	71	42	115	40	101	53
g5179	1305	1150	896	921	1278	874
g5180	0	13	41	41	0	20
g5181	142	263	177	140	137	107
g5182	835	165	1091	479	417	260
g5183	106	87	203	155	128	100
g5184	1755	1284	1686	746	1683	1876
g5185	7	6	2	5	9	8
g5186	75	102	153	49	122	65
g5187	1389	1787	1287	716	1871	972
g5188	956	889	1083	1055	2605	1403
g5189	540	342	580	329	239	474
g5190	1548	1357	1880	924	1231	861
g5191	2738	1228	2478	804	2296	412
g5192	201	181	226	22	307	309
g5193	3605	3813	5462	3706	3586	3339
g5194	549	507	493	228	520	411
g5195	644	707	535	391	527	259
g5196	806	700	679	534	513	617
g5197	1376	1265	3638	925	1608	469
g5198	6429	10372	4988	1526	7622	6635
g5199	1066	937	1295	393	737	574
g5200	11	3	4	0	0	1
g5201	3407	3317	2250	957	2678	2137
g5202	84	54	110	60	98	20
g5203	29	14	21	17	5	36
g5204	830	845	1051	938	698	967
g5205	4182	5297	5518	4371	3575	5724
g5206	10	18	18	2	16	7
g5207	959	939	600	570	531	518
g5208	1432	1863	2071	672	1278	2758
g5209	481	359	304	173	205	291
g5210	14	3	7	17	3	10
g5211	102	347	79	51	115	185
g5212	19	5	18	35	71	16
g5213	2720	1584	1920	1282	2037	1782
g5214	85	65	78	102	107	87
g5215	1000	934	975	348	835	666
g5216	18	11	11	2	3	1
g5217	1957	1873	1418	1326	2028	2308
g5218	312	395	170	214	375	133
g5219	556	19	89	44	31	10
g5220	2307	6146	6017	1956	3221	3368
g5221	3396	2658	4230	2591	2955	2893
g5222	3	1	4	5	26	1
g5223	149	64	92	45	106	37
g5224	2	3	1	1	4	0
g5225	2	3	6	1	3	2
g5226	122	81	83	79	104	69
g5227	1078	1263	1387	1011	1164	1030
g5228	3	5	0	3	7	9
g5229	611	472	402	200	546	350
g5230	4	9	11	1	1	6
g5231	15	51	70	46	58	64
g5232	691	907	1007	584	699	1143
g5233	22	3	17	6	47	8
g5234	1047	428	500	898	1367	316
g5235	37	13	39	12	22	22
g5236	42	7	6	1	110	88
g5237	1	18	28	2	8	1
g5238	815	402	518	357	588	230
g5239	1646	1530	1550	1080	1577	1060
g5240	1188	970	1040	738	695	911
g5241	213	155	94	76	171	243
g5242	1183	2188	1752	2323	1710	1975
g5243	6	49	42	5	11	16
g5244	3100	2827	2727	623	1174	2004
g5245	338	526	754	443	543	523
g5246	8	14	73	21	39	64
g5247	26	17	29	34	21	10
g5248	414	230	308	242	278	147
g5249	129	71	230	62	106	37
g5250	4146	3791	4121	2403	5311	2508
g5251	26	24	18	12	13	15
g5252	7	0	8	0	0	1
g5253	34	18	31	4	53	19
g5254	9	9	4	6	18	10
g5255	305	219	302	184	302	205
g5256	95	30	92	32	61	17
g5257	45	52	219	119	21	33
g5258	18	14	21	12	25	9
g5259	82	137	19	54	20	130
g5260	19	18	2	11	46	3
g5261	266	215	184	116	149	190
g5262	1	0	1	14	4	7
g5263	16	50	14	15	17	10
g5264	2	6	6	6	4	3
g5265	87	113	113	90	116	98
g5266	142	341	528	125	371	706
g5267	20	87	222	42	221	171
g5268	403	545	553	417	290	238
g5269	40	60	61	18	77	37
g5270	750	873	737	500	708	365
g5271	330	551	479	143	524	352
g5272	611	517	681	583	577	353
g5273	48	128	156	115	75	118
g5274	0	20	2	13	25	39
g5275	6	7	5	4	5	5
g5276	0	1	0	0	0	1
g5277	6	19	3	6	0	3
g5278	7	18	13	16	3	18
g5279	1669	1130	1565	701	1276	1109
g5280	187	641	503	23	348	1095
g5281	446	348	453	276	469	354
g5282	501	539	726	210	539	605
g5283	1983	1771	1255	2069	3412	1801
g5284	25	93	18	23	80	55
g5285	5805	5229	5371	2567	4480	3274
g5286	1639	2328	1991	1199	1563	1730
g5287	1	2	2	3	1	9
g5288	490	509	713	436	417	515
g5289	65	60	30	16	75	22
g5290	56	50	63	21	8	37
g5291	68	70	61	27	64	129
g5292	5854	4807	4137	2691	5970	3490
g5293	1440	1163	2376	799	2297	1518
g5294	23	51	27	19	11	23
g5295	168	111	106	20	25	51
g5296	800	365	285	408	308	577
g5297	318	563	386	94	119	179
g5298	268	93	236	121	181	152
g5299	741	168	944	346	319	357
g5300	395	248	247	156	342	236
g5301	12	97	64	25	50	40
g5302	84	51	108	13	11	22
g5303	490	486	714	394	451	902
g5304	702	874	736	505	377	983
g5305	40	145	7	1	0	11
g5306	2965	2640	1616	858	1796	4634
g5307	405	145	316	272	212	203
g5308	163	55	65	123	83	76
g5309	586	677	841	442	408	677
g5310	187	137	169	111	167	137
g5311	54	52	33	38	39	58
g5312	5	2	1	7	6	2
g5313	152	114	69	84	72	184
g5314	44	20	46	33	65	20
g5315	20	1	1	0	1	1
g5316	1856	937	2272	1796	2209	1455
g5317	126	87	62	1	138	60
g5318	54	40	37	48	63	35
g5319	2688	1631	2007	606	1144	881
g5320	59	14	114	42	80	62
g5321	61	107	49	85	99	112
g5322	2530	1515	2240	2200	2505	2158
g5323	1481	1268	1221	961	1297	960
g5324	720	902	740	291	1097	609
g5325	23	7	30	9	21	14
g5326	17	324	219	318	83	2
g5327	2543	1489	3079	2779	1839	2032
g5328	186	58	89	73	95	74
g5329	789	523	556	233	538	241
g5330	7	1	11	2	6	3
g5331	234	102	82	10	152	33
g5332	926	805	689	859	572	398
g5333	649	1379	1354	550	1333	789
g5334	772	298	864	578	1100	182
g5335	10	11	10	14	5	10
g5336	226	181	182	195	288	250
g5337	20	34	114	27	66	105
g5338	1267	639	424	364	797	632
g5339	1946	1298	1747	834	1788	1333
g5340	949	1485	1179	893	944	1028
g5341	2945	3111	4594	1497	3167	2756
g5342	144	71	22	45	339	66
g5343	9	12	8	9	9	8
g5344	76	190	20	89	98	13
g5345	5210	4263	4792	2260	4208	4293
g5346	2867	2200	2684	1630	1869	1733
g5347	548	308	781	427	326	582
g5348	1979	2135	2282	2631	3207	1742
g5349	451	355	265	110	201	193
g5350	135	61	1	42	177	9
g5351	0	0	0	0	19	2
g5352	453	612	1324	562	973	457
g5353	223	127	200	125	60	56
g5354	72	125	151	54	102	86
g5355	276	272	454	153	243	327
g5356	18	3	6	2	5	4
g5357	1408	2642	1464	916	2395	1744
g5358	381	1015	952	518	556	221
g5359	15	16	24	11	11	24
g5360	63	4	32	21	21	58
g5361	2	4	0	2	3	8
g5362	7058	4833	9623	5719	8412	7355
g5363	26	32	123	30	2	14
g5364	512	680	797	359	306	465
g5365	14	17	15	9	12	9
g5366	0	5	16	3	14	1
g5367	1299	1397	1555	1010	1495	1274
g5368	22	17	26	5	26	23
g5369	471	785	215	386	563	384
g5370	922	588	867	519	817	1133
g5371	350	392	291	193	226	365
g5372	1052	694	519	308	886	416
g5373	2	1	1	6	1	2
g5374	1	1	1	12	1	1
g5375	5	3	6	1	0	4
g5376	8	14	26	8	12	7
g5377	1449	781	1716	928	1427	1318
g5378	4	9	6	6	4	3
g5379	167	194	417	243	408	258
g5380	1323	1540	2200	943	1982	1918
g5381	3	0	7	0	6	1
g5382	1718	956	757	1265	1663	1711
g5383	9	4	11	1	4	2
g5384	300	636	552	435	592	459
g5385	346	325	335	264	395	212
g5386	2124	6184	3528	1010	3506	2701
g5387	31	71	23	29	31	43
g5388	71	49	23	58	57	70
g5389	70	24	5	115	59	29
g5390	4	9	13	11	11	13
g5391	167	264	261	135	326	180
g5392	1145	1154	1012	690	1135	737
g5393	48	20	32	17	22	14
g5394	76	17	69	26	50	44
g5395	3378	2042	1903	951	1414	1635
g5396	381	300	577	393	275	345
g5397	2689	1913	2730	1476	2519	1892
g5398	2586	4850	3943	3070	3802	3426
g5399	35	87	41	27	57	44
g5400	1475	1052	1122	1071	1366	1434
g5401	1	0	0	1	2	2
g5402	8	3	8	9	7	7
g5403	4981	4142	4347	2261	4477	3328
g5404	31	16	47	8	7	23
g5405	4	14	6	3	24	0
g5406	436	590	470	166	405	964
g5407	4	1	2	2	4	4
g5408	28	23	52	22	27	39
g5409	1751	1606	2274	1127	1673	1541
g5410	344	45	165	103	92	77
g5411	77	30	84	29	57	19
g5412	1025	1186	937	494	886	824
g5413	1	6	6	6	2	3
g5414	2180	1734	3994	1838	592	2157
g5415	152	195	220	193	192	255
g5416	400	230	261	273	241	244
g5417	12533	16409	8258	7751	10912	12364
g5418	432	427	273	148	394	132
g5419	164	264	203	340	488	141
g5420	112	103	92	359	3	8
g5421	2392	448	709	1207	6801	434
g5422	25	14	17	14	22	17
g5423	1029	110	211	57	304	63
g5424	437	1900	1080	164	601	907
g5425	1241	960	1962	136	810	1428
g5426	0	0	8	4	0	0
g5427	7641	5129	5581	5789	9523	6859
g5428	294	378	389	478	239	247
g5429	13	33	23	0	2	3
g5430	14	19	107	3	248	155
g5431	19	3	105	1	12	1
g5432	812	638	361	361	301	171
g5433	20	19	25	26	22	25
g5434	1485	1273	1278	550	833	1001
g5435	2502	2276	4238	2858	2496	2276
g5436	2922	2388	3990	1802	5666	4060
g5437	1960	1830	1908	1113	1031	1364
g5438	106	123	115	75	107	83
g5439	2691	1168	2166	1299	906	2244
g5440	45244	37534	50375	27729	48514	33764
g5441	0	0	0	1	0	0
g5442	5255	4605	6188	2545	4519	4507
g5443	5153	2148	5864	2158	2086	2744
g5444	212	50	51	111	612	630
g5445	235	150	224	383	44	52
g5446	319	354	1119	622	706	266
g5447	4	1	1	1	3	1
g5448	109	120	106	134	131	235
g5449	15	17	17	5	13	20
g5450	36	88	119	54	72	38
g5451	184	194	210	102	103	134
g5452	142	10	17	15	2	87
g5453	618	405	535	332	547	455
g5454	196	1139	627	38	186	22
g5455	198	189	145	97	198	73
g5456	35	21	28	4	30	27
g5457	5	8	25	22	20	10
g5458	1840	2346	1532	511	1333	1556
g5459	5189	4490	4402	3505	5642	4511
g5460	2	0	3	28	14	9
g5461	1441	1274	2156	382	609	810
g5462	3792	3129	3033	2590	3357	3450
g5463	1	7	3	4	9	3
g5464	3	14	0	4	19	2
g5465	1421	996	1024	786	968	1229
g5466	3568	3110	3638	2445	3226	2860
g5467	687	507	574	185	208	929
g5468	838	870	513	299	523	433
g5469	0	276	169	1	0	125
g5470	3506	4135	3144	2367	4705	2721
g5471	4213	2576	3507	2140	4061	1427
g5472	3	1	6	4	2	2
g5473	866	401	505	758	646	411
g5474	903	869	950	648	1064	603
g5475	4330	2485	3713	3435	3767	3458
g5476	80	14	20	14	40	22
g5477	1	1	3	5	6	4
g5478	982	1166	1079	699	472	562
g5479	11	16	18	7	9	15
g5480	1166	2062	1433	1197	2512	971
g5481	6427	7511	12777	6998	12799	7857
g5482	512	857	826	581	583	714
g5483	735	415	518	285	395	389
g5484	2389	1676	1912	713	1983	1060
g5485	945	831	807	561	623	518
g5486	1905	7	637	94	1404	595
g5487	1656	1124	1242	689	1282	1273
g5488	3	11	60	47	44	13
g5489	1265	1591	1940	1449	1157	865
g5490	17	8	8	1	8	8
g5491	893	1123	1046	431	1167	1234
g5492	58	328	277	88	110	149
g5493	644	431	595	446	522	301
g5494	1720	636	2170	602	1457	835
g5495	48	61	48	22	20	14
g5496	3118	2754	3205	1014	2570	2317
g5497	8	8	3	12	17	3
g5498	392	346	407	189	299	256
g5499	466	392	357	289	372	428
g5500	29	18	32	14	17	14
g5501	233	245	245	531	496	327
g5502	45	26	104	19	36	9
g5503	242	88	453	190	497	210
g5504	624	817	572	510	419	738
g5505	0	4	9	5	1	2
g5506	216	72	207	85	143	61
g5507	2356	4618	2511	1569	1791	859
g5508	54	47	74	19	80	27
g5509	714	680	975	784	437	640
g5510	428	754	745	362	520	805
g5511	5	4	5	2	2	5
g5512	8	29	21	12	22	5
g5513	42	88	171	323	75	20
g5514	13342	14388	16958	11752	13923	14039
g5515	19	23	45	23	78	32
g5516	5197	4978	5479	3777	5247	3443
g5517	283	220	388	257	361	395
g5518	9	34	44	67	31	3
g5519	294	414	358	216	690	120
g5520	3708	4803	4878	2876	4859	2014
g5521	4	1	0	3	1	0
g5522	0	19	0	109	89	187
g5523	19	12	69	33	42	22
g5524	41	47	43	11	42	38
g5525	99	51	128	111	86	47
g5526	1342	1395	931	774	1029	891
g5527	405	194	326	152	203	438
g5528	24	28	9	8	25	8
g5529	18	0	1	31	0	52
g5530	7388	9360	13327	5527	5895	6026
g5531	1721	740	1222	521	230	408
g5532	830	613	1057	1019	1769	944
g5533	3437	2456	2469	1490	2955	2255
g5534	354	408	920	172	1043	614
g5535	378	328	168	89	54	77
g5536	6	22	14	2	8	1
g5537	1021	737	1555	831	855	991
g5538	21272	27096	32282	11701	25269	24435
g5539	1659	2848	2261	1994	1032	2389
g5540	1940	1796	1944	326	432	894
g5541	0	0	6	0	0	1
g5542	1342	729	876	383	1231	689
g5543	19	17	14	12	14	10
g5544	66	67	186	33	61	68
g5545	205	240	380	116	512	140
g5546	89	314	114	129	272	467
g5547	18	1	45	49	47	0
g5548	2416	2195	4694	1621	2008	2752
g5549	1222	1252	1801	827	1377	1148
g5550	160	270	228	184	269	190
g5551	181	350	108	156	190	114
g5552	20798	22835	18700	8305	22750	9023
g5553	152	117	34	72	135	155
g5554	1	3	37	6	11	17
g5555	157	266	287	106	141	217
g5556	459	417	286	144	481	191
g5557	557	401	625	360	433	377
g5558	459	321	401	184	317	349
g5559	33	23	54	29	48	26
g5560	4	7	2	1	1	4
g5561	116	241	107	98	190	91
g5562	567	1281	1038	626	1441	1061
g5563	21	53	90	27	44	15
g5564	240	330	348	233	422	267
g5565	115	735	1046	380	1172	321
g5566	133	187	266	47	195	255
g5567	334	362	305	242	311	251
g5568	50	40	36	17	44	9
g5569	1571	2286	2037	1599	2386	2064
g5570	142	116	124	51	51	130
g5571	20	1	0	0	19	5
g5572	3	1	4	6	10	2
g5573	298	72	313	113	335	189
g5574	0	1	0	1	1	3
g5575	68	38	30	41	78	87
g5576	325	335	346	265	439	196
g5577	564	227	458	232	330	391
g5578	4620	4402	3211	1995	2559	2508
g5579	588	694	1101	494	647	692
g5580	96	158	130	44	208	198
g5581	1137	214	883	80	683	289
g5582	53	62	34	38	73	46
g5583	11850	14537	10863	13410	14108	16149
g5584	2	6	3	3	6	6
g5585	886	906	927	683	838	651
g5586	8	112	0	14	4	49
g5587	261	208	183	200	231	146
g5588	512	398	793	374	308	218
g5589	344	905	1629	644	573	1192
g5590	290	224	307	288	455	106
g5591	1	0	1	1	5	0
g5592	287	422	359	199	312	333
g5593	195	207	140	179	154	136
g5594	151	88	59	41	108	69
g5595	796	1053	1060	831	1584	618
g5596	17518	31588	26959	14151	21273	14076
g5597	66	31	19	35	69	43
g5598	514	454	734	392	291	279
g5599	167	100	123	100	177	128
g5600	2267	4336	2599	2714	2032	2772
g5601	25	41	141	50	218	28
g5602	462	661	447	354	569	86
g5603	54	2	152	106	97	8
g5604	1416	1677	1927	1230	1356	2280
g5605	111	97	196	65	132	109
g5606	3185	2687	1867	1801	1987	1032
g5607	15460	12377	9854	4684	9992	8762
g5608	876	537	591	401	635	433
g5609	77	24	61	29	49	41
g5610	1	0	0	5	0	0
g5611	13	9	11	10	4	6
g5612	13	54	1	15	5	30
g5613	1188	1428	1312	921	1992	958
g5614	2626	3441	2364	1016	1885	3359
g5615	76	123	603	368	521	530
g5616	51	153	60	0	32	25
g5617	6	3	3	1	3	4
g5618	121	20	98	18	93	50
g5619	14627	12227	18762	7394	14821	15919
g5620	167	11	43	6	31	107
g5621	614	648	724	320	518	627
g5622	14	16	32	37	142	40
g5623	77	64	57	37	150	63
g5624	4285	2814	6189	1084	2600	1586
g5625	1822	2940	2381	2173	3679	2964
g5626	497	784	845	562	691	452
g5627	101	123	126	85	57	99
g5628	25	25	12	15	46	54
g5629	3389	4688	3354	1959	4012	2761
g5630	109	135	106	74	95	47
g5631	18520	11828	33678	9169	12251	4791
g5632	17	112	97	255	41	249
g5633	327	264	232	183	285	276
g5634	11	0	2	4	0	3
g5635	8	11	13	12	5	5
g5636	470	37	687	19	231	256
g5637	18398	7300	23430	7696	9782	12240
g5638	34	27	98	43	64	34
g5639	107	96	114	80	44	7
g5640	445	858	1115	506	261	773
g5641	1617	842	1470	1070	1540	1270
g5642	36	13	24	16	20	21
g5643	2	3	1	0	2	0
g5644	11	21	15	12	6	8
g5645	488	773	485	340	540	607
g5646	12	2	7	4	2	1
g5647	216	27	0	39	0	23
g5648	303	449	729	430	498	241
g5649	178	162	139	190	227	191
g5650	23	29	30	13	15	12
g5651	105	130	221	106	97	57
g5652	241	272	316	227	313	342
g5653	18	3	31	7	21	16
g5654	71	63	32	27	27	6
g5655	3428	3729	2384	2000	3071	2421
g5656	71	45	88	50	39	35
g5657	131	86	72	114	78	45
g5658	1619	900	668	610	2092	382
g5659	3	4	5	1	5	0
g5660	5	5	5	2	1	5
g5661	1232	1154	1480	863	1485	816
g5662	23	26	17	13	22	14
g5663	12	58	24	31	13	55
g5664	115	134	200	74	164	352
g5665	90	60	35	45	24	31
g5666	26	18	18	9	20	18
g5667	6019	5425	7582	4516	3666	4211
g5668	1128	1382	1109	716	877	825
g5669	1098	726	597	448	854	999
g5670	10	1	42	33	117	41
g5671	11	2	1	0	1	1
g5672	143	225	122	152	164	247
g5673	486	364	278	113	441	139
g5674	6	9	7	2	5	1
g5675	8831	5065	6821	6260	6078	5606
g5676	758	253	516	178	741	120
g5677	0	0	1	0	0	0
g5678	2789	1542	2270	1693	2201	1478
g5679	3	0	5	1	4	1
g5680	301	512	230	837	470	32
g5681	4176	1362	4136	407	1174	2141
g5682	289	98	311	95	288	99
g5683	2053	3328	1833	994	1141	813
g5684	45	24	77	5	8	21
g5685	124	107	61	90	102	75
g5686	10	34	29	31	19	44
g5687	644	175	155	154	407	87
g5688	2067	2787	2736	1724	2672	715
g5689	264	301	248	199	152	126
g5690	14	17	31	4	21	2
g5691	118	171	124	104	126	95
g5692	3279	2645	3597	2002	3151	2672
g5693	195	202	137	75	155	135
g5694	9	138	22	28	140	246
g5695	19	6	8	4	13	10
g5696	22245	7559	6648	7678	11269	12980
g5697	320	424	602	282	163	319
