	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g4436	105	58	30	63	108	177	43	112	67	70	63	45
g4437	1	0	4	174	24	6	1	44	96	62	12	3
g4438	14	9	37	19	28	48	28	13	15	33	13	18
g4439	3039	2556	2513	3705	3748	2114	2264	1942	2007	3019	3586	1567
g4440	13	21	26	18	13	14	12	11	7	14	6	9
g4441	283	233	232	249	168	234	147	239	250	65	143	73
g4442	2	6	7	2	0	12	2	5	6	7	0	4
g4443	89	111	36	80	76	62	93	69	49	121	125	54
g4444	12	29	23	10	10	0	8	17	30	4	4	19
g4445	3704	5161	5951	5702	3534	4333	3798	3057	3169	2786	3937	2581
g4446	713	368	611	476	326	343	257	587	205	455	256	143
g4447	273	195	180	149	269	55	214	178	80	170	247	118
g4448	335	427	725	829	634	1027	742	845	587	788	935	343
g4449	504	611	464	526	252	615	234	447	253	428	512	243
g4450	526	385	111	601	222	1260	288	323	198	523	258	408
g4451	208	311	221	255	209	308	256	151	249	273	396	186
g4452	7	2	10	8	15	1	6	13	5	7	5	1
g4453	53	6	3	44	5	32	34	0	1	5	97	4
g4454	21	18	20	36	23	49	18	23	14	37	25	12
g4455	1088	1477	1193	1638	1512	1653	1641	1660	1161	2294	1825	724
g4456	16	17	47	13	19	38	24	22	62	29	65	11
g4457	6285	8274	9936	9450	10129	8355	11770	8284	7634	11619	12056	6354
g4458	6	12	11	21	7	7	6	6	7	23	10	9
g4459	163	275	185	174	265	232	191	201	86	568	227	48
g4460	80	36	53	38	32	13	103	48	62	23	11	20
g4461	417	399	451	474	235	627	601	364	482	931	591	318
g4462	374	653	1541	212	692	2617	422	583	755	1236	1302	272
g4463	121	96	194	297	128	320	100	181	115	345	146	79
g4464	21	79	44	22	27	41	13	67	24	71	14	13
g4465	816	860	711	823	946	821	700	933	830	1217	1077	336
g4466	1962	2004	2679	4276	1365	5460	2301	1055	1022	2283	3546	1227
g4467	313	319	376	359	321	375	252	405	294	278	301	211
g4468	13	16	23	24	18	31	67	33	12	39	19	20
g4469	110	185	55	26	83	59	79	48	47	124	129	81
g4470	149	277	193	240	106	398	382	262	154	361	455	106
g4471	153	1039	942	31	318	244	400	648	473	205	411	251
g4472	71	78	30	63	66	119	69	101	44	76	93	67
g4473	14	1	5	0	9	10	0	10	2	7	3	2
g4474	286	207	241	185	159	276	263	284	301	328	356	179
g4475	229	208	202	236	102	239	164	202	190	255	241	108
g4476	142	309	203	24	340	309	82	150	241	50	191	57
g4477	636	600	859	546	945	1073	846	440	642	1125	1022	621
g4478	20	60	102	96	64	54	101	24	66	77	69	42
g4479	1510	1836	2457	1457	1011	2120	748	1689	1034	1949	1562	1364
g4480	38	51	15	14	139	14	31	74	76	78	17	65
g4481	1571	2084	2712	3105	1777	4909	3008	1660	1572	2331	3026	2299
g4482	233	160	368	673	124	108	401	611	145	467	419	115
g4483	20	26	16	70	52	46	48	22	35	55	76	17
g4484	4	1	4	6	56	0	0	1	4	15	5	0
g4485	25305	23849	33712	30468	28092	36053	33625	27443	27021	39025	35293	13686
g4486	50	160	164	146	121	241	138	167	59	130	45	83
g4487	171	217	382	89	508	679	485	281	296	222	390	164
g4488	793	1134	1059	640	453	1518	516	351	1166	804	337	1110
g4489	7100	16372	32845	14256	15632	13109	19490	13328	11316	26045	12749	8548
g4490	1368	1670	2289	2441	2139	2385	1804	1012	650	1704	1700	936
g4491	135	66	282	604	559	873	206	64	78	382	458	139
g4492	704	517	418	964	602	853	605	895	733	790	752	508
g4493	499	746	272	478	637	798	1023	660	661	579	761	405
g4494	24	34	7	34	36	34	34	13	12	15	93	28
g4495	23	12	1	21	3	7	1	0	37	5	39	5
g4496	2921	4614	2723	3351	3033	3760	3333	3017	2999	4595	4069	1901
g4497	2774	2985	4190	2752	2840	6042	3416	2526	2511	3077	5068	1986
g4498	121	188	72	203	137	172	115	213	96	150	157	142
g4499	1	22	3	5	5	15	8	1	2	4	7	12
g4500	844	624	1086	1648	1325	1081	852	1207	1353	1436	1511	265
g4501	29	43	31	41	49	33	30	34	43	21	29	21
g4502	90	42	351	907	808	502	254	1594	251	793	628	317
g4503	4424	2390	5993	4465	5480	3392	5099	3731	4956	5590	4726	1942
g4504	0	1	0	4	3	14	0	0	3	2	1	12
g4505	921	1677	1114	1561	713	1349	1658	911	854	1237	655	753
g4506	4	4	36	50	93	452	29	0	41	192	72	46
g4507	4546	2346	2433	8627	6545	6840	4667	6223	3871	7695	3170	3853
g4508	491	404	283	411	227	525	206	382	322	190	347	200
g4509	1238	1324	679	1533	3524	2178	1222	2023	2378	1601	1462	1572
g4510	285	200	467	404	115	101	270	350	143	177	624	193
g4511	6	5	1	2	5	11	7	6	3	11	3	1
g4512	1283	1276	1395	1782	967	1670	834	684	913	1058	1451	566
g4513	118	109	108	197	76	92	150	153	138	138	189	46
g4514	360	290	174	433	325	485	542	258	262	281	325	154
g4515	334	364	337	147	613	398	491	389	201	496	218	246
g4516	1	0	5	4	3	3	0	1	4	0	4	2
g4517	449	503	2760	547	286	949	1265	831	283	2774	488	201
g4518	4173	2775	6315	3418	5033	3809	5849	4083	5382	6439	4360	2823
g4519	60	59	238	145	56	256	116	243	102	118	260	85
g4520	124	80	119	143	43	77	126	91	159	262	145	43
g4521	26	27	33	47	39	44	44	18	42	86	15	37
g4522	772	1293	1032	1565	1322	959	1129	649	509	1015	1130	739
g4523	348	565	268	1238	777	788	267	377	498	451	651	384
g4524	998	631	1408	1007	496	2205	1535	1182	1017	1401	1592	960
g4525	1945	1680	1225	1333	1728	2956	1514	1586	689	1936	2252	734
g4526	5	8	15	5	17	4	23	4	6	14	13	3
g4527	25	90	84	66	47	40	80	51	84	80	66	65
g4528	1982	1797	1771	2527	1857	2683	1731	2600	2039	3766	2978	931
g4529	14	5	6	11	0	6	2	4	3	7	8	1
g4530	190	181	154	210	217	201	79	183	142	353	223	98
g4531	40	9	36	0	20	22	14	65	26	42	18	0
g4532	92	81	92	105	79	97	49	84	52	94	119	48
g4533	153	122	364	107	574	73	89	441	401	2288	1010	96
g4534	272	244	389	310	246	256	385	272	123	381	286	167
g4535	0	0	2	0	6	0	1	0	0	0	0	0
g4536	220	440	257	315	250	302	246	165	112	472	338	53
g4537	11247	11714	20024	16830	6941	27958	15804	14593	13357	25512	18522	7497
g4538	837	1111	709	632	835	1151	551	935	256	1168	688	544
g4539	2247	2757	2532	2275	2239	3384	3177	2352	2763	3236	2688	1745
g4540	2622	4371	3596	3000	324	1440	1403	493	873	1650	3736	181
g4541	3660	3150	3733	1520	718	2902	4108	4067	955	4478	3397	1279
g4542	10	5	11	13	9	7	9	6	7	1	13	5
g4543	5	5	5	19	5	12	1	10	4	4	21	4
g4544	11	2	2	14	1	15	8	3	1	12	6	4
g4545	585	576	749	871	796	774	708	789	596	729	607	341
g4546	50	13	1	29	383	35	8	12	0	1	19	5
g4547	2790	1729	1125	1408	2351	641	1784	2495	807	1972	3585	920
g4548	5	0	6	5	5	6	2	1	4	1	4	1
g4549	13	62	90	84	2	51	18	31	17	1	0	19
g4550	2279	3411	2314	3385	2339	2594	1668	2172	1954	2453	1481	1359
g4551	3	2	13	16	20	3	12	15	9	13	14	5
g4552	24	46	44	90	87	113	66	62	72	82	123	32
g4553	597	954	793	551	585	758	654	394	969	1340	1019	517
g4554	761	533	555	805	759	1029	956	561	497	583	755	585
g4555	9	8	14	17	15	18	15	15	18	17	16	6
g4556	24	101	35	22	11	33	41	71	39	26	75	26
g4557	34	46	50	38	41	39	90	53	46	60	89	32
g4558	2445	3626	2652	2551	2236	3253	2613	5395	4477	1349	5461	2111
g4559	877	824	740	952	903	1126	658	1039	985	1196	1242	638
g4560	337	351	364	373	468	451	459	391	320	423	416	185
g4561	660	363	288	581	312	602	358	412	254	332	232	353
g4562	25	44	43	45	45	61	43	27	31	18	40	22
g4563	3	0	0	10	13	25	0	0	0	0	4	0
g4564	136	62	87	115	138	142	100	148	94	134	184	35
g4565	30	19	32	25	49	47	18	26	34	46	16	29
g4566	516	187	413	761	267	494	324	227	296	526	854	296
g4567	117	84	110	58	69	166	96	121	49	119	90	56
g4568	1603	2765	10413	2157	2999	8042	6251	5230	2136	5420	265	3290
g4569	19	106	100	52	102	89	126	92	100	194	3	9
g4570	0	0	0	0	1	9	5	0	0	1	6	0
g4571	9409	9994	4574	12325	15356	13028	6350	4795	11596	6719	11071	7345
g4572	8784	8717	7189	11632	14588	6626	7821	7965	3111	7144	4358	11857
g4573	669	375	997	476	741	880	861	417	384	807	818	398
g4574	1	0	1	0	13	2	2	0	1	1	13	0
g4575	392	316	436	552	413	446	409	351	308	421	537	230
g4576	2553	2760	2791	3716	3187	5103	3276	3374	3330	3815	3145	1955
g4577	416	280	317	271	433	584	325	358	266	275	283	117
g4578	177	446	677	772	698	273	360	1595	64	1113	1140	228
g4579	23	9	18	20	73	53	57	17	22	22	37	17
g4580	1	1	0	0	1	2	0	0	27	0	3	0
g4581	252	399	722	1656	1346	1757	817	489	2106	455	1661	181
g4582	8	34	7	4	29	14	8	10	6	38	48	15
g4583	57	76	6	76	11	148	6	12	91	43	151	13
g4584	8	5	1	33	26	18	38	0	0	0	11	0
g4585	4310	3119	3810	3620	4599	3863	3917	4227	2765	2214	6297	3935
g4586	341	70	153	93	349	600	81	7	325	325	965	265
g4587	1	3	9	5	3	3	6	1	4	20	3	5
g4588	11	44	191	122	428	101	72	382	236	316	53	135
g4589	19	17	21	22	19	31	19	24	23	19	25	10
g4590	2	14	5	11	43	1	8	22	0	1	17	13
g4591	90	201	100	119	216	171	138	190	171	172	118	96
g4592	614	721	831	880	881	812	891	751	644	782	1041	484
g4593	1659	1226	1810	1933	2738	614	1449	901	1292	1697	1888	519
g4594	104	56	55	226	48	116	55	134	105	203	154	72
g4595	12	10	7	14	7	7	10	1	2	12	9	1
g4596	1	3	2	66	10	26	55	0	0	0	0	35
g4597	54	29	34	103	92	43	101	40	42	112	85	32
g4598	0	2	3	1	1	4	10	0	2	1	5	0
g4599	3428	3108	2179	3521	4362	3797	3961	3957	2923	3169	4448	2068
g4600	231	2573	2019	1325	2057	2884	1191	736	1292	1197	1487	909
g4601	508	131	861	664	666	366	216	639	106	346	770	136
g4602	23	40	9	33	36	34	15	41	14	25	50	7
g4603	695	975	910	1420	895	371	1526	772	587	654	1445	825
g4604	1425	1789	1899	1194	493	1030	1798	2060	837	1606	1719	987
g4605	5	14	0	1	2	27	0	0	3	1	0	0
g4606	292	454	624	505	463	643	295	347	381	651	411	300
g4607	57	167	157	100	188	129	191	156	268	134	115	85
g4608	887	1895	1642	714	1197	4318	987	602	1139	1466	3031	224
g4609	98	137	68	157	139	276	201	238	96	64	157	105
g4610	51	22	84	35	74	77	42	44	90	86	58	46
g4611	1904	3432	2187	2764	2953	2572	2415	1828	2116	2464	2694	1291
g4612	8836	6753	7713	11920	8704	15902	7496	18153	9062	12347	18640	4281
g4613	618	323	304	486	394	505	439	530	319	432	391	217
g4614	1827	2471	2465	2485	2249	3400	2049	1963	1997	3867	3299	1398
g4615	17124	18110	24862	30720	27382	31310	19539	20635	16886	17533	23823	11863
g4616	1511	1240	881	1416	1042	1438	897	745	1073	736	829	414
g4617	821	535	628	1001	842	651	383	1101	997	1159	1350	435
g4618	1905	711	2190	1017	1520	1926	1090	1345	804	1468	2053	1037
g4619	38	107	97	83	56	77	81	58	76	75	71	69
g4620	1697	2199	2276	2396	2904	2518	2271	2158	2156	1825	2920	1132
g4621	4	2	2	11	22	12	3	8	13	6	5	7
g4622	4217	2038	2516	628	6019	6506	4987	1892	2066	5260	3851	2070
g4623	1	17	0	5	7	9	2	1	5	1	20	1
g4624	57	55	38	73	40	70	58	36	66	31	85	24
g4625	2306	1084	1348	228	474	370	1443	549	2383	1841	1404	1052
g4626	1	0	6	1	5	1	2	1	1	5	5	0
g4627	8	22	3	13	14	8	4	8	4	17	7	1
g4628	646	698	844	847	771	881	524	1028	611	970	925	484
g4629	1471	1525	1185	1601	938	1915	1789	1379	1305	1322	1002	803
g4630	126	95	147	49	139	40	35	214	98	133	56	46
g4631	128	169	182	202	155	206	168	185	159	206	174	100
g4632	35	19	41	42	12	14	34	32	41	35	35	13
g4633	74	90	78	189	87	68	53	73	93	92	54	78
g4634	2662	3892	2053	6253	3153	6087	4146	3111	3421	5315	3281	1277
g4635	616	578	614	672	168	1121	440	752	608	774	659	338
g4636	373	403	414	307	344	506	269	359	318	491	209	257
g4637	96	128	102	191	108	254	158	242	80	127	241	57
g4638	2292	1670	1939	1945	2302	1194	1277	1721	1474	2515	2200	1244
g4639	1	0	0	7	5	0	0	0	10	3	6	4
g4640	67	92	206	248	81	154	137	82	48	252	108	139
g4641	213	487	452	424	150	162	500	404	434	78	167	242
g4642	36	80	42	64	59	92	41	62	42	50	52	15
g4643	194	176	155	451	351	326	246	278	131	208	161	149
g4644	1095	829	1189	969	1447	1378	1032	964	883	1429	1252	639
g4645	3	33	24	34	7	7	13	44	23	58	11	14
g4646	239	52	262	112	49	279	31	43	189	165	279	9
g4647	14	9	36	5	7	26	12	14	1	52	3	13
g4648	54	67	128	124	46	99	58	126	20	82	53	16
g4649	224	208	30	47	143	99	33	113	31	121	79	65
g4650	810	1951	705	406	642	1025	935	269	575	502	411	539
g4651	248	71	83	433	313	77	141	325	69	184	308	110
g4652	1359	1104	1468	830	3614	1620	848	2495	1201	2444	1622	1036
g4653	196	201	90	256	338	181	134	244	115	206	272	114
g4654	5992	6880	6467	9516	6440	5221	7875	10965	5346	13111	7584	4589
g4655	6	39	30	51	22	53	15	32	11	9	41	19
g4656	288	155	67	386	454	457	38	171	321	344	95	395
g4657	2561	1751	2295	3302	2947	2033	2452	1870	3190	2565	4891	2171
g4658	8	2	1	1	3	0	3	15	1	15	14	1
g4659	4	0	23	7	2	13	2	11	18	9	3	5
g4660	39	40	83	38	60	42	24	24	16	41	16	17
g4661	1106	1422	1077	2488	1450	2647	2226	1007	1734	1789	2389	847
g4662	118	22	136	37	101	50	39	131	41	129	214	25
g4663	27	43	42	26	28	40	30	29	19	35	26	9
g4664	0	1	14	13	8	20	7	13	1	12	16	0
g4665	4	4	1	1	3	8	2	5	2	4	1	1
g4666	85	163	142	235	83	152	144	243	333	620	219	373
g4667	0	2	1	3	1	1	6	0	5	1	4	0
g4668	1	5	6	0	0	5	0	0	3	1	1	3
g4669	1967	2044	2979	3454	3378	3146	2012	3601	1861	2595	3635	2440
g4670	325	30	351	203	13	66	28	157	61	349	323	203
g4671	93	86	65	133	35	79	97	192	104	225	87	66
g4672	327	308	405	722	227	366	485	556	425	474	273	123
g4673	54	64	57	61	47	76	45	67	42	60	79	36
g4674	313	265	300	439	474	350	627	256	226	254	339	139
g4675	1065	1195	1260	1409	1328	1298	1188	1385	1035	1184	1373	618
g4676	419	697	556	691	967	799	594	593	519	505	1245	317
g4677	2	4	1	7	4	2	2	11	7	1	1	1
g4678	8	7	4	31	31	26	28	5	12	4	6	5
g4679	3326	4219	4167	6198	2341	4184	3029	3109	1940	3214	3412	2265
g4680	351	260	128	334	92	110	174	377	344	432	406	151
g4681	57	248	404	111	200	116	109	109	74	301	104	26
g4682	27	32	48	89	81	118	60	18	79	10	25	101
g4683	246	371	367	328	259	704	290	413	327	413	363	196
g4684	490	630	658	828	976	1283	553	876	545	1125	680	351
g4685	4	0	9	2	0	80	6	0	2	0	7	0
g4686	210	574	282	668	400	196	282	641	265	249	348	181
g4687	2625	3105	4448	1599	1474	3695	2758	2467	1859	2016	4262	948
g4688	306	176	180	102	169	234	169	201	130	149	335	113
g4689	430	343	433	452	263	844	399	423	404	506	641	326
g4690	673	512	427	356	767	1230	377	384	873	208	623	432
g4691	574	524	665	638	588	761	651	649	561	711	659	312
g4692	647	609	1345	1004	1696	669	1069	433	1163	1064	992	415
g4693	115	143	124	110	50	116	116	188	103	108	105	84
g4694	1	5	69	53	92	24	33	35	25	32	48	36
g4695	480	737	653	699	1052	739	871	454	489	847	306	402
g4696	5662	5983	7271	7246	6257	7562	5885	5791	6296	7203	6381	3746
g4697	916	1012	663	678	1021	1538	1477	1156	886	595	832	704
g4698	2903	5163	2203	4356	3586	2905	4910	3036	3146	3537	4410	1317
g4699	306	279	391	510	251	370	500	390	582	216	409	222
g4700	19	43	31	35	37	28	82	75	34	28	65	23
g4701	1527	3197	532	1781	6827	2701	2680	4092	4209	6386	1975	935
g4702	0	4	0	0	2	0	1	0	0	5	0	16
g4703	1857	2770	1566	3846	2818	1902	2345	2455	930	4093	2163	970
g4704	2	25	94	57	149	133	76	31	68	53	79	46
g4705	52	19	10	33	10	11	2	28	46	21	18	16
g4706	9	18	16	15	8	5	15	25	10	13	11	2
g4707	3	16	0	21	2	0	4	5	0	5	0	13
g4708	29	9	14	68	39	24	8	19	32	172	123	12
g4709	2	7	4	10	6	9	0	9	7	6	14	6
g4710	99	121	127	142	91	97	130	128	146	168	87	70
g4711	121	137	31	37	74	55	81	171	22	105	79	66
g4712	30	34	31	21	52	30	11	24	49	26	37	48
g4713	6	10	5	9	8	4	4	4	3	4	5	3
g4714	0	0	5	6	5	6	1	1	0	0	0	0
g4715	11	0	5	6	1	2	5	3	2	2	8	1
g4716	816	1392	879	1011	937	1187	1304	673	800	855	1671	664
g4717	168	237	214	305	221	319	228	231	216	191	246	123
g4718	1183	965	1000	1508	1891	1408	981	1463	1347	1250	1280	882
g4719	485	1068	1014	861	643	685	828	856	755	1077	900	581
g4720	2	9	3	0	3	4	2	3	5	7	4	0
g4721	3	4	2	9	5	7	2	8	10	7	4	6
g4722	510	69	605	3	16	9	117	155	175	138	821	443
g4723	6	6	8	4	4	10	9	6	6	5	10	5
g4724	293	370	473	474	785	498	445	268	503	703	532	303
g4725	219	222	206	235	170	272	155	234	101	253	402	104
g4726	3703	2503	3858	3000	3603	2338	4234	3344	2796	3371	5092	2030
g4727	0	1	2	1	4	1	8	1	0	3	1	6
g4728	118	173	106	213	398	159	167	96	226	36	207	43
g4729	4	9	2	17	11	31	19	9	2	6	6	22
g4730	1336	1456	1453	1798	1671	2072	1908	1721	1557	1902	1422	693
g4731	13	34	115	65	42	9	16	40	85	31	34	3
g4732	10	18	3	22	19	17	37	2	12	26	7	10
g4733	84	48	133	125	164	203	179	92	165	135	122	98
g4734	32	72	101	89	49	24	112	35	14	24	122	30
g4735	5	10	2	0	6	6	20	14	0	12	7	0
g4736	1467	1332	1954	1559	1501	2145	2360	1577	1671	1855	1798	755
g4737	15	5	8	11	4	8	9	5	2	12	6	2
g4738	0	0	1	7	1	2	1	2	3	0	2	2
g4739	56	48	28	135	84	49	44	57	50	58	77	11
g4740	0	6	36	13	7	15	1	3	6	2	1	1
g4741	259	419	214	373	228	316	264	297	258	191	316	210
g4742	1619	5715	3271	3399	7066	2636	3504	5732	4590	5381	8718	3268
g4743	293	425	274	548	883	1207	203	205	472	443	481	306
g4744	13	12	2	0	20	33	52	0	6	26	30	3
g4745	56	31	5	35	5	29	3	0	13	0	26	1
g4746	7	8	2	10	48	33	38	65	4	39	48	8
g4747	1033	456	1392	780	1686	328	296	808	713	1115	587	288
g4748	62	57	58	73	105	70	17	122	73	45	86	67
g4749	970	1092	758	1409	1370	1334	1110	1048	577	1948	1128	918
g4750	356	480	1156	623	1587	1245	1415	971	379	1213	1082	404
g4751	23	37	36	32	41	42	37	37	51	44	28	16
g4752	51	84	75	37	26	39	51	45	28	86	32	55
g4753	788	828	912	1007	816	1183	1013	855	972	831	1598	587
g4754	0	4	0	0	1	0	17	0	6	2	0	0
g4755	66	82	94	15	26	0	212	25	52	54	8	47
g4756	113	158	46	146	61	238	81	125	77	56	139	80
g4757	6	114	16	0	0	17	6	70	3	19	0	30
g4758	2086	2693	3136	2355	1394	3004	1791	2316	1823	2423	2611	1409
g4759	78	121	89	140	106	121	96	114	45	60	123	119
g4760	3209	2234	3531	4082	4303	3030	2694	3501	2973	2645	3272	3014
g4761	25563	7222	6646	8807	8539	9610	15767	8801	11149	10092	22011	8077
g4762	175	378	249	304	446	464	320	219	256	344	349	179
g4763	4	3	2	1	1	5	4	2	1	2	5	4
g4764	436	461	604	378	300	675	367	364	416	290	363	322
g4765	70	67	67	92	106	79	85	88	58	114	91	75
g4766	4189	2458	4569	4610	6505	4271	3536	3547	3180	3642	4635	3370
g4767	3	1	10	11	7	10	5	6	0	4	2	3
g4768	5	10	2	18	6	4	4	2	7	2	11	4
g4769	32706	24697	28666	3933	29259	73217	37643	29885	13556	12631	38398	11827
g4770	49	85	43	51	98	120	14	101	42	80	29	59
g4771	3581	3379	2735	1900	4473	8482	9002	2776	7010	2196	7229	3279
g4772	5	10	10	12	9	9	8	10	9	15	10	4
g4773	388	424	383	438	642	517	611	381	472	349	290	297
g4774	169	17	84	81	248	395	100	185	46	25	385	42
g4775	95	19	42	12	22	48	56	35	11	33	44	27
g4776	696	828	399	1148	698	1052	890	1122	608	1028	504	1023
g4777	350	504	464	677	618	643	354	532	578	652	665	326
g4778	202	391	250	315	325	292	285	244	178	113	348	359
g4779	10	14	15	10	17	16	12	14	9	20	12	11
g4780	3	1	9	7	11	25	2	7	10	2	8	4
g4781	182	1239	893	991	890	1401	1132	814	278	1572	2711	145
g4782	8	41	33	24	62	44	47	42	9	26	41	22
g4783	1	6	2	0	1	4	0	2	6	9	3	2
g4784	311	239	277	70	19	231	433	231	357	395	231	77
g4785	356	944	842	952	368	511	255	238	478	963	820	150
g4786	43	64	64	75	74	107	71	54	65	52	52	40
g4787	296	51	47	43	74	237	36	10	47	15	3	102
g4788	0	22	6	3	18	27	22	2	14	10	18	32
g4789	189	27	180	77	150	219	27	9	19	126	131	44
g4790	2217	2388	4175	3303	3935	3458	2238	3332	2138	2998	4677	1849
g4791	1007	848	788	893	688	1209	804	1071	672	883	1187	577
g4792	321	358	414	387	326	363	211	298	362	251	406	232
g4793	347	120	191	488	66	64	210	71	128	26	182	27
g4794	5391	1689	1899	1118	3020	5654	6936	951	3414	4024	4645	1028
g4795	6227	5477	5185	5604	6614	8010	7150	6023	5360	6894	7161	4333
g4796	247	235	292	327	344	220	297	182	268	265	182	167
g4797	19	7	3	4	6	1	1	10	5	4	31	8
g4798	21	14	16	15	13	19	23	19	14	18	30	0
g4799	13	5	21	9	11	2	2	3	10	1	2	0
g4800	394	233	424	431	250	441	519	855	421	445	485	194
g4801	441	90	81	118	233	84	81	95	180	284	418	293
g4802	7	5	37	37	42	15	12	8	96	57	98	52
g4803	1260	1464	1318	1393	1883	2355	1501	2003	1331	1838	2546	1106
g4804	73	97	136	67	128	215	92	116	126	144	136	68
g4805	714	1144	1422	710	868	978	727	1108	1032	1350	907	642
g4806	3	4	4	4	1	4	3	2	5	6	3	1
g4807	7512	3296	13880	5537	6064	8950	7166	5408	3267	5442	10031	4644
g4808	9	8	12	15	8	11	9	10	5	12	19	8
g4809	905	813	718	1244	729	671	784	893	1041	565	1002	413
g4810	3	3	1	2	5	0	5	1	3	3	4	3
g4811	5879	7574	1792	2644	7421	10076	9102	1168	9898	21991	907	5400
g4812	3	4	9	5	4	2	6	5	5	4	2	2
g4813	1434	2177	784	687	982	2501	325	2795	978	3048	1408	974
g4814	224	1116	329	535	1031	213	444	1029	1834	788	545	689
g4815	15	5	52	20	31	29	11	19	21	21	13	19
g4816	1355	1112	1248	2074	2193	1518	1468	1452	1606	2432	1633	1201
g4817	2	2	6	14	6	42	47	32	8	13	49	2
g4818	66	72	5	9	65	46	14	11	89	13	36	19
g4819	6	4	0	10	6	10	2	5	7	6	11	3
g4820	1669	1838	2111	2866	2388	3506	2591	3645	1571	1978	1643	1243
g4821	332	253	213	423	175	273	587	630	294	174	408	395
g4822	48	9	3	27	26	0	9	78	25	13	85	27
g4823	11	9	3	20	11	11	3	26	10	24	15	37
g4824	8	12	5	4	7	17	9	6	3	3	7	5
g4825	644	1090	1785	1294	775	1093	1889	1605	1661	1328	1786	1257
g4826	245	385	899	584	636	396	317	459	256	409	547	239
g4827	20	21	20	17	19	12	18	17	15	20	25	3
g4828	31	18	8	8	7	20	18	17	9	5	18	7
g4829	39	57	24	7	73	56	76	70	59	83	69	44
g4830	7	2	2	19	2	5	6	0	18	8	14	3
g4831	4	13	0	66	0	26	0	0	15	151	111	125
g4832	885	877	628	1217	1617	1657	704	949	1192	1427	1246	611
g4833	268	164	143	177	596	175	28	175	62	163	69	54
g4834	211	443	308	192	480	381	448	174	356	538	344	125
g4835	7	0	4	2	9	2	8	0	6	1	2	3
g4836	243	433	377	308	606	408	356	531	575	536	323	256
g4837	631	1507	1007	631	560	1067	677	641	926	1270	1252	409
g4838	603	578	494	614	420	760	578	364	426	742	678	372
g4839	3002	2215	2606	2383	2046	3294	2588	3147	1867	2413	3542	1793
g4840	272	275	426	252	280	323	208	403	488	311	163	202
g4841	492	212	807	683	381	834	451	190	434	829	595	116
g4842	3	245	197	14	690	1252	2612	14	172	131	2035	102
g4843	4	3	7	2	2	3	4	2	4	3	5	2
g4844	125	189	252	185	228	159	326	99	192	167	147	148
g4845	76	266	363	290	66	276	69	11	37	124	100	94
g4846	6	11	7	5	9	13	7	8	8	7	12	8
g4847	2339	1066	1988	3149	2920	2026	909	1174	2765	902	1987	1222
g4848	1592	2184	2667	3085	3198	4080	2557	2913	3775	4140	4001	1628
g4849	4	1	5	2	4	6	5	1	3	2	4	0
g4850	134	215	277	143	188	291	297	175	170	293	184	109
g4851	915	439	519	314	766	911	608	526	394	425	593	324
g4852	76	88	219	172	243	298	273	91	131	78	120	65
g4853	26	14	35	27	20	37	19	47	14	25	24	20
g4854	6440	744	87	64	4280	3359	153	580	866	2118	901	553
g4855	0	4	6	10	2	21	3	2	1	4	1	18
g4856	1330	1835	2429	2423	1588	2113	2245	2607	1699	1874	2364	1019
g4857	3432	4166	1907	3174	2310	1202	2824	3896	2763	2206	2794	1244
g4858	5427	5073	5579	5446	5650	9185	6002	6421	4661	5893	6626	3853
g4859	237	324	350	407	493	456	201	355	328	255	369	213
g4860	1218	1840	1421	1521	1632	2138	1161	1579	1568	1162	1627	1092
g4861	16	11	13	16	16	8	13	30	14	12	17	8
g4862	532	611	47	606	463	566	641	603	274	80	197	13
g4863	5888	10677	6389	6823	6896	9151	8251	5957	6869	7503	11655	5662
g4864	244	446	595	489	480	673	360	359	305	386	345	116
g4865	171	190	587	371	637	304	290	658	445	774	785	194
g4866	32	23	8	19	30	13	20	6	2	17	42	26
g4867	35	38	6	19	0	0	14	1	9	0	0	7
g4868	1842	1059	2420	2251	2847	2452	2021	1480	1603	1972	1870	1435
g4869	6471	3853	6566	5773	4047	5724	5879	4519	4863	4913	5215	2483
g4870	9	9	8	6	2	9	7	8	9	17	9	7
g4871	584	504	350	487	204	566	304	294	168	437	584	298
g4872	23	26	23	40	31	28	17	40	41	16	23	6
g4873	191	437	247	120	555	350	96	221	443	462	305	84
g4874	368	535	445	880	517	584	783	715	451	581	819	314
g4875	1	14	6	0	43	0	0	8	32	0	2	4
g4876	4032	3163	3127	5107	3416	2458	2103	5368	1393	2628	5134	1720
g4877	2379	2731	3592	2680	3080	3988	3594	3100	3613	3538	4026	2340
g4878	15	100	15	37	14	140	58	108	27	219	2	23
g4879	59659	70253	68838	63600	41992	62210	88264	64070	63046	61035	115065	40890
g4880	18	6	21	27	22	40	64	44	7	73	19	50
g4881	129	185	120	95	147	126	183	157	86	101	123	79
g4882	2	1	5	4	4	0	2	2	0	0	5	0
g4883	812	517	526	685	844	621	832	928	661	800	643	446
g4884	5	20	3	23	9	48	4	17	11	28	45	1
g4885	284	336	244	358	170	294	338	213	121	256	227	242
g4886	507	1145	1260	1135	1739	2654	2553	2073	2100	1776	1186	1029
g4887	0	3	3	2	4	4	2	3	3	2	2	2
g4888	3	1	0	2	5	19	6	2	1	2	2	0
