	sample1	sample2	sample3	sample4	sample5	sample6
g4694	107	109	84	46	32	47
g4695	4	8	9	1	8	3
g4696	1747	24	660	218	140	295
g4697	17	32	0	7	2	5
g4698	486	548	522	376	757	277
g4699	1630	3148	2488	1328	2301	1228
g4700	292	337	259	195	306	159
g4701	196	278	109	90	103	80
g4702	12	63	8	16	14	3
g4703	28	12	8	13	4	1
g4704	10	21	15	13	12	2
g4705	1528	453	549	974	1746	1693
g4706	129	143	94	54	165	49
g4707	1218	1377	1305	977	1581	425
g4708	805	583	424	496	1023	244
g4709	221	424	152	211	304	294
g4710	2004	6094	4743	2599	3883	2576
g4711	4444	3568	7852	1308	4458	2827
g4712	15	6	9	6	7	2
g4713	13	47	23	6	2	40
g4714	853	1422	1128	448	957	965
g4715	1846	3033	553	1335	767	932
g4716	9	6	0	10	5	16
g4717	35951	54153	36668	14919	22890	17511
g4718	53	17	46	13	46	18
g4719	501	310	304	425	442	323
g4720	760	614	490	374	748	357
g4721	1047	447	1150	437	816	420
g4722	203	1214	1208	354	427	454
g4723	22	4	0	0	14	0
g4724	2	5	4	3	7	6
g4725	518	1106	787	985	588	305
g4726	20	18	1	5	2	9
g4727	1	4	6	0	4	3
g4728	404	685	452	252	861	298
g4729	3413	3541	1522	2837	1387	998
g4730	36	61	61	21	33	64
g4731	847	1525	1111	826	1383	656
g4732	124	500	126	59	257	137
g4733	718	1867	1239	518	750	569
g4734	76	74	32	64	96	51
g4735	1113	3237	1996	1292	3424	1954
g4736	3068	5685	4422	2524	3421	2016
g4737	1315	1128	743	1100	1657	822
g4738	507	337	518	453	139	74
g4739	857	876	664	418	901	541
g4740	8	18	13	10	6	11
g4741	587	703	812	459	638	327
g4742	26	5	21	8	19	3
g4743	644	555	554	276	428	224
g4744	1	37	17	0	41	26
g4745	576	593	929	342	835	356
g4746	6	19	1	12	9	5
g4747	13	19	9	15	8	10
g4748	208	182	198	187	336	137
g4749	1160	2159	1649	1311	2207	671
g4750	318	408	440	217	159	97
g4751	54	91	145	48	34	41
g4752	19	7	25	28	27	17
g4753	82	60	74	34	90	21
g4754	647	920	615	685	678	956
g4755	199	97	231	149	312	48
g4756	14	15	17	10	26	12
g4757	3	3	2	1	3	1
g4758	1719	2606	3977	1215	1638	1629
g4759	1585	2157	2022	1179	1754	975
g4760	1360	1658	1269	859	1545	896
g4761	1357	1716	1345	898	2052	704
g4762	2422	3028	3215	1395	2940	1420
g4763	4570	5772	4466	3128	4880	4910
g4764	13	18	15	11	9	5
g4765	379	139	184	198	273	197
g4766	67	45	46	46	70	31
g4767	3	16	7	4	22	3
g4768	1668	3126	4690	1432	2492	1490
g4769	9	30	151	2	55	4
g4770	301	296	849	400	584	304
g4771	18195	19903	19695	12616	17172	9881
g4772	668	573	540	303	901	381
g4773	189	106	333	77	48	55
g4774	214	119	185	146	205	218
g4775	0	0	0	10	0	1
g4776	4070	2851	1572	1957	3789	1495
g4777	5512	4053	4088	2625	5601	2993
g4778	853	1179	496	644	734	171
g4779	0	4	12	2	5	0
g4780	136	94	116	88	158	105
g4781	503	389	458	348	410	395
g4782	728	1749	1332	856	1103	634
g4783	700	1269	915	786	774	486
g4784	2	5	1	0	6	2
g4785	60	45	7	25	254	108
g4786	40	0	3	0	0	2
g4787	4748	2682	3146	1160	4329	2391
g4788	59	285	193	93	353	113
g4789	2776	4598	2092	1888	2791	1422
g4790	3362	4246	4761	2005	4407	2460
g4791	740	1042	733	878	966	576
g4792	2	13	10	12	5	0
g4793	2690	2644	2476	2107	2303	1661
g4794	103	202	172	78	195	106
g4795	115	355	445	330	212	216
g4796	1	34	36	7	27	5
g4797	187	167	5	39	9	79
g4798	474	575	704	472	452	553
g4799	4955	7263	5186	4605	5928	3133
g4800	101	84	103	110	169	79
g4801	1084	646	639	511	762	341
g4802	0	1	0	2	0	2
g4803	24	97	10	37	16	27
g4804	140	205	88	131	91	77
g4805	15994	16155	8776	20802	20637	8054
g4806	114	482	3	70	18	30
g4807	28	49	272	14	73	64
g4808	1	2	1	1	2	1
g4809	1286	1619	792	1127	1216	724
g4810	2103	4563	13900	6645	10942	1378
g4811	745	772	672	438	699	320
g4812	38	36	96	31	30	7
g4813	8	7	11	6	7	6
g4814	42	37	76	27	44	24
g4815	33	102	17	71	22	23
g4816	12	44	75	35	32	8
g4817	305	322	239	224	264	163
g4818	10	9	12	7	10	4
g4819	4709	5373	4054	4847	6801	4652
g4820	1321	1473	959	959	1586	516
g4821	55	88	158	132	155	164
g4822	190	249	49	128	138	105
g4823	276	374	120	353	792	222
g4824	70	56	136	88	329	42
g4825	137	90	318	271	149	79
g4826	132	91	102	73	37	54
g4827	69	7	5	3	41	50
g4828	140	167	80	43	189	62
g4829	835	415	1191	187	814	262
g4830	168	115	266	287	133	106
g4831	65	59	27	22	25	13
g4832	4	79	0	116	24	4
g4833	40	69	40	36	31	27
g4834	0	0	0	1	0	1
g4835	418	37	360	47	237	273
g4836	0	0	2	0	3	0
g4837	36	33	53	45	32	19
g4838	8905	21900	13554	12385	11689	6843
g4839	2	97	0	7	0	38
g4840	352	684	472	502	833	397
g4841	736	1001	839	569	766	309
g4842	1752	1457	996	2467	2903	590
g4843	0	6	4	0	5	3
g4844	19	22	18	15	56	19
g4845	6	7	2	3	9	3
g4846	16	47	44	22	26	39
g4847	7657	13863	9271	9407	5463	10462
g4848	3058	1505	2806	1377	4727	817
g4849	207	276	227	121	405	160
g4850	7	0	6	10	5	6
g4851	8	21	7	7	5	8
g4852	17	9	4	6	12	3
g4853	144	132	95	63	79	47
g4854	7	13	9	0	6	1
g4855	2520	4297	2857	2124	2342	1395
g4856	375	456	356	287	236	111
g4857	0	0	78	0	20	2
g4858	1261	1489	1356	1129	989	802
g4859	20536	25510	15522	14572	14472	7546
g4860	1000	2463	1337	928	1603	727
g4861	36	44	108	52	55	10
g4862	24429	12840	34032	13447	3614	7739
g4863	4	7	2	6	11	0
g4864	0	0	3	0	0	11
g4865	0	81	23	1	24	8
g4866	245	145	138	189	366	229
g4867	6	0	1	2	1	2
g4868	1141	1627	839	958	978	895
g4869	3386	7425	2539	3767	5126	4511
g4870	3	13	4	7	1	1
g4871	59	8	4	9	6	6
g4872	0	1	6	0	5	2
g4873	446	506	434	412	349	254
g4874	82	96	81	48	86	29
g4875	3	1	1	1	0	2
g4876	58	52	89	23	62	70
g4877	12	16	16	2	13	2
g4878	4557	4722	3912	1983	2445	2452
g4879	16	2	24	7	10	2
g4880	18	30	55	5	96	10
g4881	23	25	6	7	6	1
g4882	17	10	38	4	4	4
g4883	8323	16765	6979	12089	9437	5462
g4884	1658	1281	1140	1432	1127	1092
g4885	145	208	148	58	131	36
g4886	11	3	23	0	25	23
g4887	3	8	6	4	9	1
g4888	248	472	596	164	489	76
g4889	164	223	108	138	130	80
g4890	875	1608	501	416	973	464
g4891	2403	4499	3261	3316	5586	2620
g4892	25	42	31	11	23	10
g4893	33	20	33	44	23	22
g4894	557	559	455	179	360	412
g4895	39	61	72	28	30	64
g4896	1220	1275	903	810	1214	769
g4897	23	20	10	24	13	12
g4898	930	1139	739	999	736	775
g4899	0	0	5	8	0	0
g4900	633	4578	2719	3476	1386	2001
g4901	536	1385	1012	1000	1703	1222
g4902	1610	2973	1702	2723	6960	1147
g4903	0	2	0	0	0	0
g4904	8	42	11	28	0	16
g4905	659	534	469	232	464	431
g4906	885	923	721	753	1155	466
g4907	2925	15425	11181	8281	6167	5722
g4908	400	293	604	430	199	243
g4909	28	23	11	11	8	20
g4910	1110	1239	1580	510	608	662
g4911	4864	3469	3319	2335	5402	2946
g4912	5	5	8	3	5	4
g4913	340	319	461	256	241	109
g4914	198	266	213	172	316	117
g4915	189	348	165	256	306	102
g4916	1	2	3	2	2	6
g4917	1189	732	656	2048	1157	262
g4918	0	8	0	13	9	0
g4919	1971	2993	1783	1356	2472	1468
g4920	27	56	30	27	28	26
g4921	774	969	576	829	522	599
g4922	8	13	15	7	18	10
g4923	161	420	243	180	298	113
g4924	18	18	17	33	34	7
g4925	595	338	888	454	419	828
g4926	982	1199	963	449	1150	543
g4927	299	210	586	252	240	366
g4928	193	255	154	139	259	131
g4929	1986	1961	3079	1857	2815	827
g4930	300	285	293	200	246	214
g4931	58	73	60	44	41	47
g4932	100	160	141	94	107	54
g4933	2	3	11	14	8	10
g4934	2215	2083	1070	1475	664	523
g4935	9880	9030	2915	2902	3400	1085
g4936	42	87	17	11	32	26
g4937	2808	1363	1748	1288	1129	543
g4938	910	1647	1479	1587	2724	1190
g4939	3	17	13	7	7	9
g4940	3479	4151	2687	2437	4100	1908
g4941	7	5	16	7	3	18
g4942	1842	3679	2959	1571	2619	1684
g4943	26	45	36	14	38	17
g4944	1787	2204	2265	1331	2013	1242
g4945	63	101	86	60	134	37
g4946	1126	1119	1237	1362	1619	462
g4947	340	210	353	261	575	146
g4948	4036	3664	6483	2622	5742	3691
g4949	155	133	257	168	357	130
g4950	1300	806	1667	722	1001	692
g4951	1	25	2	1	6	6
g4952	3379	4744	2758	3690	3998	1549
g4953	1120	1131	1725	1091	909	895
g4954	12	50	19	22	37	32
g4955	57	95	145	39	178	30
g4956	2	14	3	2	5	4
g4957	312	208	322	189	396	173
g4958	1097	945	207	1364	592	262
g4959	32	135	13	85	23	23
g4960	9	7	9	16	26	6
g4961	51	57	79	43	73	20
g4962	0	26	1	4	7	11
g4963	7103	8084	6127	4954	8090	2789
g4964	5	35	21	0	20	13
g4965	0	12	1	13	3	16
g4966	5171	6765	5568	4749	5853	2125
g4967	0	4	2	2	3	0
g4968	0	4	2	18	8	2
g4969	53	16	10	5	19	9
g4970	222	299	332	179	258	134
g4971	2128	1860	388	2312	1982	1291
g4972	18	17	23	6	16	13
g4973	370	504	341	409	446	232
g4974	7	13	13	12	31	8
g4975	2104	3193	2153	1739	1599	1348
g4976	925	748	460	536	698	548
g4977	3672	5541	3724	3893	3737	3251
g4978	323	664	508	360	594	437
g4979	1	2	7	5	9	2
g4980	155	252	74	76	156	77
g4981	107	775	465	148	211	137
g4982	323	138	389	453	163	242
g4983	4269	4559	4788	1136	3192	1895
g4984	962	2391	2737	1607	2932	1569
g4985	605	1038	667	683	1128	548
g4986	5	7	6	3	17	6
g4987	545	1015	782	540	964	480
g4988	50	69	23	60	62	46
g4989	271	241	214	30	460	131
g4990	1827	2826	3175	1285	2234	1659
g4991	12	57	39	35	29	19
g4992	16	3	7	2	1	10
g4993	10	16	8	0	7	3
g4994	86	111	53	92	125	53
g4995	15	476	441	122	259	92
g4996	13	0	31	12	0	202
g4997	1	4	5	2	0	1
g4998	739	1328	967	640	807	1099
g4999	25	2	1	326	60	41
g5000	4	8	23	8	5	19
g5001	230	270	256	309	332	114
g5002	14	23	34	8	24	18
g5003	310	1700	285	92	386	827
g5004	105	195	161	160	150	194
g5005	205	689	799	212	412	133
g5006	199	370	353	180	90	75
g5007	17	4	23	20	16	24
g5008	56	48	66	40	55	40
g5009	35	43	15	24	18	12
g5010	36	18	56	25	41	64
g5011	1322	2050	2997	1681	2399	1352
g5012	24	20	6	18	62	20
g5013	2220	1340	2474	1312	2143	1213
g5014	264	464	303	162	158	118
g5015	0	15	0	0	0	2
g5016	1801	1908	1833	1091	1545	1112
g5017	232	530	539	467	415	331
g5018	6	5	0	8	5	2
g5019	20	76	117	36	73	39
g5020	2568	3207	3319	2508	3883	1832
g5021	3	18	16	10	1	2
g5022	115	105	106	70	79	80
g5023	9	14	83	21	17	27
g5024	515	632	440	541	625	253
g5025	3500	3666	2114	2114	3571	1192
g5026	73	492	273	223	429	214
g5027	1240	1031	1495	926	1300	823
g5028	1406	1555	1989	1096	1131	938
g5029	50	63	12	14	49	15
g5030	179	99	0	96	661	1123
g5031	91	228	109	167	210	56
g5032	22	108	18	26	18	31
g5033	566	1059	479	1208	427	436
g5034	38	5	21	5	29	24
g5035	804	1491	1158	1149	815	818
g5036	49	28	17	2	24	9
g5037	0	5	4	2	10	3
g5038	20	45	30	30	33	26
g5039	511	379	302	177	221	138
g5040	1730	6303	5551	2003	3994	2338
g5041	2388	3269	2809	1234	2728	1342
g5042	118	619	896	151	299	457
g5043	15	11	17	29	25	24
g5044	210	319	163	107	93	83
g5045	7071	9482	3579	4828	5567	1224
g5046	189	615	242	182	277	266
g5047	1880	2012	1129	1240	2384	1038
g5048	4	0	12	5	0	1
g5049	218	2078	156	118	551	447
g5050	19	159	116	13	25	76
g5051	206	93	204	104	233	218
g5052	31	86	58	44	69	27
g5053	4	35	29	4	13	1
g5054	20	34	29	15	26	16
g5055	32	10	47	10	21	30
g5056	6	0	0	1	9	3
g5057	204	202	175	153	130	67
g5058	2173	3340	2417	1783	1250	1598
g5059	3	9	4	4	10	2
g5060	897	1628	1839	1569	1398	1660
g5061	4245	3043	4135	1732	2844	1444
g5062	15	9	5	8	7	5
g5063	187	166	145	77	90	203
g5064	1203	3055	1725	699	2710	735
g5065	2671	2104	1761	1532	2294	1386
g5066	66	71	71	41	38	98
g5067	736	490	511	380	877	382
g5068	1451	1836	1392	1220	1750	1030
g5069	25	34	37	20	36	63
g5070	4773	6266	4330	1578	4793	3324
g5071	34	31	5	30	57	27
g5072	273	262	153	133	117	91
g5073	1759	2126	2472	1137	2315	1511
g5074	4	0	3	2	4	2
g5075	827	468	1136	427	1144	510
g5076	201	384	138	133	180	130
g5077	391	335	323	116	340	223
g5078	1989	3802	2417	1337	3443	1906
g5079	808	1003	2068	897	1467	843
g5080	3	14	3	4	1	0
g5081	9	5	10	6	11	3
g5082	311	687	843	469	713	204
g5083	153	105	149	50	105	79
g5084	11	4	12	6	36	11
g5085	0	9	0	2	0	0
g5086	280	399	312	416	547	282
g5087	2294	2967	4390	2576	3760	1390
g5088	9	42	26	18	13	19
g5089	46	13	11	21	15	23
g5090	3461	3971	4063	3043	4039	1737
g5091	65	7	0	11	64	11
g5092	0	0	1	1	10	0
g5093	16	23	10	15	13	5
g5094	427	535	252	232	677	285
g5095	227	326	147	327	324	216
g5096	17	27	16	4	9	10
g5097	7	11	21	7	14	10
g5098	27	82	40	30	14	20
g5099	779	1800	1383	1050	1400	528
g5100	62	122	30	120	40	53
g5101	11	59	39	237	1	6
g5102	11	14	11	12	16	15
g5103	29	67	55	37	24	9
g5104	17	31	6	10	22	9
g5105	956	1447	1146	764	1314	750
g5106	999	1263	660	566	934	403
g5107	289	445	287	229	352	557
g5108	1261	1274	999	993	1150	629
g5109	0	0	3	2	1	2
g5110	7	1	0	3	7	7
g5111	156	313	45	333	357	94
g5112	12	23	14	10	16	14
g5113	30	51	100	45	30	10
g5114	5775	4308	7536	6711	6110	3214
g5115	2922	2950	2520	2230	3140	2002
g5116	74	81	978	148	46	131
g5117	6	21	8	14	9	6
g5118	5578	8001	3926	4843	4379	6235
g5119	453	660	749	255	540	577
g5120	823	1089	1095	713	840	634
g5121	495	902	1315	466	925	506
g5122	3	5	13	4	1	5
g5123	210	131	53	96	127	352
g5124	713	1217	1443	594	1697	485
g5125	57	45	2	25	48	29
g5126	360	979	824	180	243	377
g5127	428	1028	765	2235	1492	290
g5128	2086	3264	1864	1254	1498	1212
g5129	0	2	0	4	6	0
g5130	39	53	29	46	43	23
g5131	8239	16793	11691	13650	8006	7902
g5132	122	58	99	64	176	34
g5133	669	1716	1413	803	1405	970
g5134	7600	11122	8068	5991	8936	5812
g5135	222	343	441	221	562	181
g5136	83	46	79	46	86	25
g5137	2	3	3	2	0	3
g5138	832	2063	914	1457	1310	951
g5139	1907	2824	2288	1666	2803	1433
g5140	18	10	11	3	9	2
g5141	294	239	348	493	200	835
g5142	229	450	207	186	238	263
g5143	734	582	647	447	680	475
g5144	804	972	643	647	1025	522
g5145	2	3	2	3	10	0
g5146	1630	1921	1735	1175	1581	787
g5147	2393	4270	1666	904	2853	1758
g5148	3	1	7	6	0	0
g5149	1547	1282	2261	1551	2039	1028
g5150	20	55	23	8	14	23
g5151	130	244	212	127	222	142
g5152	38	16	55	12	33	35
g5153	141	28	49	36	29	70
g5154	279	181	9	13	68	342
g5155	96	180	105	81	144	110
g5156	129	209	3154	192	781	140
g5157	67	155	131	93	109	65
g5158	2	19	15	2	6	5
g5159	1369	1347	1132	1224	1431	654
g5160	171	157	227	190	285	201
g5161	3	20	42	6	16	41
g5162	27	20	256	80	76	4
g5163	199	207	149	99	141	117
g5164	53	34	32	22	10	25
g5165	124	150	182	129	262	79
g5166	75	24	36	99	72	60
g5167	64	194	140	84	104	110
g5168	116	116	285	331	179	158
g5169	10	17	9	6	27	13
g5170	17	36	5	0	3	6
g5171	929	624	462	541	849	417
g5172	419	697	655	596	2220	815
g5173	412	1184	770	364	529	292
g5174	8	5	22	2	1	13
g5175	1607	2385	1989	1122	1661	331
g5176	2877	6161	4070	6327	5894	2394
g5177	1	3	12	7	23	33
g5178	106	195	119	69	116	45
g5179	305	509	428	314	501	229
g5180	1179	4962	2573	2481	4753	826
g5181	143	157	144	135	239	51
g5182	68	24	52	23	70	37
g5183	811	1097	1262	887	1353	940
g5184	25	49	91	77	37	26
g5185	60	138	161	88	175	84
g5186	133	257	302	134	175	137
g5187	0	0	6	0	0	0
g5188	72	183	174	94	256	105
g5189	2261	3655	885	886	2821	1096
g5190	2	3	3	2	4	3
g5191	50	92	146	35	119	77
g5192	9	9	9	5	9	7
g5193	685	789	607	319	757	344
g5194	125	130	157	151	279	120
g5195	15	24	17	8	27	13
g5196	369	1607	107	816	791	319
g5197	26	22	5	20	12	3
g5198	13	32	14	18	39	26
g5199	70	53	90	65	399	22
g5200	1248	1818	1605	1222	2225	1076
g5201	61	66	77	17	75	32
g5202	1253	549	1892	920	203	744
g5203	2055	3636	2786	1090	2367	1508
g5204	48	59	118	48	89	7
g5205	625	848	1384	667	764	666
g5206	390	468	386	248	329	381
g5207	82	58	83	42	112	86
g5208	1701	2382	1640	1508	1417	916
g5209	27	26	60	51	35	23
g5210	13	36	14	7	23	4
g5211	18	48	6	9	4	14
g5212	11	16	4	4	20	2
g5213	0	7	5	0	4	1
g5214	202	394	309	305	349	237
g5215	3	0	4	2	17	0
g5216	165	82	42	87	96	36
g5217	165	189	281	115	296	84
g5218	1	0	9	15	0	17
g5219	1097	1097	1505	1757	3026	500
g5220	1672	2047	2384	2159	3399	1337
g5221	16	108	62	106	120	34
g5222	24	37	33	44	61	43
g5223	2	5	1	1	16	7
g5224	26	12	22	21	36	19
g5225	1517	1370	959	1559	1208	910
g5226	22	34	15	24	25	20
g5227	14	7	29	8	14	5
g5228	697	957	1365	459	1040	868
g5229	60	70	63	79	13	69
g5230	14	38	8	3	34	6
g5231	92	47	1	46	15	22
g5232	0	35	1	0	108	2
g5233	8	10	8	16	14	8
g5234	524	448	680	279	437	311
g5235	4122	7328	4923	4087	7929	3370
g5236	289	528	493	206	539	212
g5237	863	1965	1008	1342	1862	870
g5238	1327	1972	650	218	916	975
g5239	2309	4233	2727	2574	4591	2924
g5240	20	5	23	18	18	15
g5241	709	1309	1351	791	1172	638
g5242	12735	17256	7171	12141	11361	9601
g5243	345	323	458	240	344	348
g5244	40	60	19	6	139	42
g5245	274	222	165	108	152	87
g5246	546	2062	520	1075	147	357
g5247	88	134	234	5	8	58
g5248	2954	3122	2563	1550	2287	1289
g5249	161	153	270	207	187	64
g5250	147	194	120	83	163	100
g5251	79	177	141	122	129	115
g5252	535	311	507	293	509	270
g5253	91	19	137	69	253	38
g5254	298	52	72	16	42	67
g5255	963	3444	339	389	1059	758
g5256	29	27	19	18	22	15
g5257	25	34	19	40	3	5
g5258	440	242	387	95	57	223
g5259	3	4	4	4	4	5
g5260	168	446	259	120	145	161
g5261	462	438	425	120	252	248
g5262	545	712	561	440	737	324
g5263	5712	6354	5793	2839	5003	2361
g5264	1558	3045	2301	2448	2499	1980
g5265	669	887	983	478	1140	386
g5266	1613	1085	1790	647	2430	899
g5267	1	48	7	16	5	23
g5268	1	0	3	4	12	0
g5269	3	6	2	2	4	3
g5270	126	1321	477	130	604	170
g5271	228	333	108	20	98	184
g5272	2831	4232	3173	3385	4613	2826
g5273	315	363	276	181	98	121
g5274	151	79	182	96	122	180
g5275	4	15	10	0	15	0
g5276	319	269	282	301	468	331
g5277	224	394	372	340	432	151
g5278	34	39	26	15	63	18
g5279	16	5	15	34	7	14
g5280	1	4	5	0	6	0
g5281	216	537	621	307	236	264
g5282	1121	1371	1569	733	1279	835
g5283	117	174	219	184	194	110
g5284	1397	1575	995	1287	1682	755
g5285	1011	1337	1556	904	1293	511
g5286	0	0	0	2	8	16
g5287	77	6	29	2	91	11
g5288	92	150	43	128	116	101
g5289	68	82	79	55	92	66
g5290	97	100	72	98	104	49
g5291	29	19	33	25	38	8
g5292	1005	15779	2227	1165	930	3493
g5293	52	76	35	29	77	26
g5294	191	366	124	141	346	123
g5295	12	20	7	7	60	16
g5296	55	30	17	21	21	11
g5297	407	683	771	291	411	267
g5298	113	209	68	71	77	120
g5299	2	4	32	4	5	3
g5300	1981	2817	3985	432	2476	559
g5301	99	77	19	22	29	69
g5302	2833	3291	2631	3445	1917	1237
g5303	26	4	4	14	14	14
g5304	2616	6596	2683	4165	4243	1443
g5305	5	11	7	4	5	13
g5306	624	522	675	433	560	268
g5307	160	257	317	203	299	128
g5308	17	22	18	17	19	19
g5309	10	3	6	6	7	4
g5310	0	2	0	0	1	6
g5311	1460	2027	1631	1366	1667	966
g5312	158	158	139	56	124	52
g5313	171	37	3	44	94	23
g5314	3166	2872	2498	3217	3039	1768
g5315	4	17	9	5	1	0
g5316	7	12	70	49	50	58
g5317	3173	3579	1584	2527	2399	1418
g5318	297	365	246	137	448	116
g5319	1299	733	1039	677	1019	811
g5320	6	8	21	4	24	0
g5321	203	172	135	70	114	32
g5322	581	357	497	344	480	227
g5323	27	16	47	8	30	13
g5324	43	57	30	35	21	29
g5325	561	915	690	523	1061	444
g5326	1418	1663	672	1136	1282	636
g5327	40	29	41	18	14	17
g5328	19	25	41	11	41	23
g5329	18	15	15	1	11	4
g5330	109	194	110	96	63	23
g5331	5114	7797	6479	5300	5332	3804
g5332	251	200	318	203	259	150
g5333	1014	1925	1042	1531	1010	1339
g5334	1003	1457	687	547	667	260
g5335	471	472	926	321	799	380
g5336	183	233	116	111	123	57
g5337	8841	11854	11451	17229	17925	11818
g5338	47	65	31	30	28	45
g5339	619	1803	1330	677	1149	460
g5340	0	27	0	0	5	2
g5341	1135	1308	950	835	888	713
g5342	6	38	4	6	6	0
g5343	71	121	101	89	127	98
g5344	394	544	810	751	771	417
g5345	78	72	176	39	54	30
g5346	619	607	816	348	747	342
g5347	289	341	188	159	278	89
g5348	349	507	251	245	539	232
g5349	1606	3046	1499	1563	1984	1405
g5350	1237	2558	1240	1399	1489	688
g5351	269	359	522	461	492	342
g5352	7	40	5	5	26	1
g5353	115	65	47	29	111	54
g5354	1018	2049	2587	1356	2098	1281
g5355	3044	3656	3922	2499	5896	2402
g5356	2174	3753	3187	2204	2374	1119
g5357	2	6	5	6	15	2
g5358	130	144	35	145	179	81
g5359	41	10	54	18	22	15
g5360	14	16	22	9	2	6
g5361	178	237	502	316	176	89
g5362	446	587	346	321	1006	210
g5363	3853	3281	4196	2152	3882	2496
g5364	19	20	0	0	0	0
g5365	2193	4208	4289	3673	2868	1801
g5366	14	47	36	29	34	18
g5367	20	11	40	11	2	14
g5368	12	9	9	10	17	2
g5369	5	7	9	3	5	5
g5370	8	10	0	4	0	1
g5371	133	160	46	84	193	38
g5372	3	0	2	2	0	0
g5373	487	623	634	1001	954	875
g5374	1252	833	238	136	383	375
g5375	85	93	64	5	57	60
g5376	94	89	88	79	90	51
g5377	132	117	88	58	135	87
g5378	631	681	287	236	271	88
g5379	2	7	3	3	4	3
g5380	2727	2799	1902	2250	3408	1659
g5381	2277	2047	3326	2692	3947	2076
g5382	1699	2179	3296	1356	2088	624
g5383	0	14	7	10	0	0
g5384	17	19	18	23	14	24
g5385	201	230	222	129	179	182
g5386	3	3	5	5	2	4
g5387	372	679	1762	161	2260	691
g5388	8	2	4	0	0	7
g5389	659	1907	1070	665	1709	397
g5390	201	350	472	407	365	196
g5391	16	73	131	10	26	26
g5392	242	2701	3189	1674	1560	2190
g5393	6	5	3	0	1	1
g5394	9807	12798	11640	7019	16150	9186
g5395	24	1	145	30	177	7
g5396	8690	13032	12732	23055	13227	3796
g5397	129	574	133	299	256	117
g5398	186	1183	969	531	914	538
g5399	2977	2821	2529	1530	2858	2751
g5400	116	209	144	48	105	33
g5401	30	64	45	35	53	36
g5402	53	86	75	32	69	25
g5403	817	1777	525	860	1326	709
g5404	2370	11694	8588	4349	4340	3782
g5405	44	81	57	54	58	6
g5406	53	55	18	26	17	19
g5407	27	101	33	33	49	38
g5408	284	363	367	188	276	288
g5409	356	675	516	317	404	544
g5410	271	285	282	440	612	49
g5411	964	507	2206	825	1509	561
g5412	3362	4950	3795	2612	3647	2358
g5413	711	912	1560	1273	1593	539
g5414	2849	3720	3013	892	1704	2120
g5415	526	373	519	274	395	108
g5416	6	0	0	0	0	0
g5417	1526	1320	1530	1269	1688	1240
g5418	3554	5353	4698	3368	3775	1807
g5419	3	6	12	2	3	9
g5420	418	339	650	473	1086	616
g5421	6	6	11	8	7	5
g5422	37	67	142	58	137	27
g5423	3	7	2	17	20	9
g5424	404	315	581	293	288	152
g5425	2971	19703	6561	3251	3444	3135
g5426	2	2	7	0	14	3
g5427	482	1289	598	574	958	586
g5428	612	687	573	543	990	416
g5429	895	1141	1043	847	893	614
g5430	36	31	29	53	76	12
g5431	745	1281	968	1052	886	591
g5432	16	15	21	22	11	4
g5433	179	328	163	225	390	181
g5434	5660	20480	10897	8768	9097	5406
g5435	541	572	427	623	699	243
g5436	888	984	603	407	1158	711
g5437	1858	1273	1565	1165	1592	1014
g5438	74	70	17	64	34	13
g5439	14	51	12	13	65	36
g5440	239	646	546	252	745	369
g5441	53	60	63	61	52	35
g5442	1208	1680	1222	1021	1661	902
g5443	10	84	1	2	234	18
g5444	31	31	42	30	18	21
g5445	1	5	0	12	24	3
g5446	1037	502	296	589	587	294
g5447	36	66	40	34	87	47
g5448	284	688	323	157	386	193
g5449	996	1291	1610	1324	1599	696
g5450	72	45	65	65	34	60
g5451	4593	3153	1082	5947	3714	1085
g5452	88	251	238	58	246	44
g5453	220	140	310	186	315	128
g5454	4218	3976	932	1954	2047	1149
g5455	781	1497	707	785	1554	539
g5456	39	25	34	68	34	21
g5457	11	12	6	8	12	7
g5458	4398	8774	6634	3743	5307	3823
g5459	70	105	51	11	156	4
g5460	12	10	27	38	25	3
g5461	396	605	650	324	372	418
g5462	64	270	170	2	248	80
g5463	242	44	244	232	266	31
g5464	94	72	132	104	239	91
g5465	63	43	66	44	121	68
g5466	5351	3461	4264	5729	3988	3489
g5467	531	946	2138	614	1869	502
g5468	9	7	7	11	20	9
g5469	16	13	12	6	10	12
g5470	15117	22193	20897	17530	17457	25437
g5471	61	50	45	49	24	15
g5472	4	22	85	40	131	57
g5473	20	70	34	38	55	14
g5474	833	521	548	343	616	326
g5475	698	1042	654	572	800	481
g5476	25	50	17	4	27	40
g5477	52	113	84	52	40	20
g5478	976	514	1516	1142	489	2253
g5479	1448	271	966	1138	2384	584
g5480	1484	3364	2727	1002	3320	1002
g5481	16	1	4	0	7	0
g5482	133	224	120	156	162	43
g5483	5640	8819	5253	4399	7152	4260
g5484	1	3	12	1	1	1
g5485	437	735	1562	1667	1399	618
g5486	30	19	19	14	35	5
g5487	748	742	688	438	1121	409
g5488	490	488	295	401	407	279
g5489	28	31	93	27	63	59
g5490	664	841	777	622	864	557
g5491	1392	1133	1261	643	898	332
g5492	38	29	61	59	10	23
g5493	4	9	12	13	27	3
g5494	1479	6097	1816	601	1361	997
g5495	74	171	210	128	135	68
g5496	7	8	6	5	4	5
g5497	18	40	25	36	24	5
