	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g4982	281	178	102	342	328	81	144	268	251	88	176	257	333	265	206	162	541	241
g4983	2	2	17	5	2	3	8	13	5	3	5	3	18	15	10	9	12	22
g4984	435	578	702	868	938	741	724	285	451	253	692	825	880	481	621	1280	863	828
g4985	0	6	5	0	12	22	0	0	0	0	3	0	0	0	0	10	0	1
g4986	1112	1096	1538	885	1830	1867	1698	1386	1786	783	1825	2128	2166	2021	1403	1299	1724	2124
g4987	10	12	0	0	1	0	3	1	4	7	6	3	11	7	0	10	2	4
g4988	5959	4027	6464	6611	8972	6990	6376	7498	8012	4944	7243	6679	10079	5989	5247	9068	7871	8227
g4989	352	135	302	162	137	364	60	304	220	49	121	260	97	186	85	217	322	183
g4990	0	94	159	17	0	26	161	17	0	8	21	53	5	122	21	231	1	1
g4991	590	409	823	422	800	761	532	408	352	340	397	412	634	265	419	561	693	597
g4992	1	5	1	1	0	5	2	0	0	0	2	1	2	4	1	0	0	0
g4993	47	8	28	26	43	24	58	33	25	39	59	22	83	21	7	30	23	23
g4994	7	0	0	0	0	0	3	3	0	6	0	6	4	20	1	5	0	0
g4995	80	77	43	167	86	71	56	23	40	76	77	39	85	143	38	123	73	62
g4996	81	31	72	112	124	108	87	83	132	65	113	132	145	110	97	125	96	117
g4997	5	6	4	6	4	3	3	0	1	6	1	3	6	2	2	5	6	2
g4998	1292	240	611	622	875	1054	328	195	850	310	503	713	676	674	681	561	781	1153
g4999	432	209	195	435	573	385	244	251	286	351	435	230	365	366	252	305	540	135
g5000	11	2	9	6	11	8	2	4	7	6	14	3	4	2	2	8	10	12
g5001	909	498	281	629	433	372	361	329	452	455	711	300	1320	689	197	154	419	348
g5002	380	284	320	263	429	404	348	180	494	273	246	246	587	283	290	323	144	692
g5003	1	4	2	1	2	0	5	6	0	1	3	2	1	1	0	4	3	4
g5004	4	0	0	2	8	1	0	0	0	0	0	2	0	0	2	9	7	5
g5005	956	789	1522	921	1349	1293	441	263	937	875	1110	1261	1368	1099	850	883	961	1129
g5006	987	739	1299	449	845	884	1305	704	541	615	659	479	1021	1037	906	1112	1133	1450
g5007	2116	764	1607	823	1531	1532	2080	1120	1439	1423	1520	1726	2002	1787	1269	1373	2035	1347
g5008	0	12	5	9	2	4	0	4	2	0	0	1	27	0	0	21	0	24
g5009	4180	2625	4473	2957	5623	3534	4816	1817	5473	2995	2755	2669	4317	3632	4585	3625	4240	6037
g5010	3	3	2	6	3	1	5	1	2	1	3	1	3	5	2	0	3	3
g5011	757	366	833	608	673	516	441	305	1185	295	635	324	606	396	461	579	603	431
g5012	23	16	15	12	22	18	11	9	6	10	17	12	27	11	11	16	16	11
g5013	10	32	42	32	1	10	12	25	41	16	31	32	15	46	26	14	50	0
g5014	14	4	12	22	29	22	46	8	30	1	3	13	12	56	51	49	2	9
g5015	1451	609	2138	632	1488	1276	1594	862	864	1074	1254	1863	914	1426	954	1330	998	1304
g5016	1881	1673	1378	1517	2257	1726	1702	1340	1295	934	945	1175	1837	1973	1173	2420	1774	1617
g5017	163	135	136	336	437	526	583	176	240	299	139	207	495	173	35	296	355	360
g5018	724	550	1134	1147	1262	1212	1477	1016	1333	355	935	1263	1030	816	684	1422	1017	1239
g5019	488	299	472	432	201	309	385	152	137	112	214	130	241	181	91	322	394	299
g5020	890	555	387	702	996	560	486	425	542	287	727	447	891	496	311	630	345	645
g5021	12	11	23	23	11	14	11	16	22	9	13	11	28	13	15	17	24	25
g5022	0	2	3	8	2	25	0	0	6	1	5	12	12	11	4	11	12	2
g5023	2	4	7	17	5	12	9	2	3	4	6	13	4	12	4	0	12	8
g5024	137	81	143	129	123	106	157	104	198	149	107	57	131	86	56	108	107	51
g5025	4	26	40	17	25	4	6	16	1	1	22	35	12	1	12	8	3	28
g5026	502	378	475	484	1007	484	314	210	330	176	371	385	781	581	308	568	454	441
g5027	86	30	88	60	24	106	67	110	112	89	49	49	138	34	70	72	102	75
g5028	2	1	4	6	3	7	3	1	4	3	2	4	7	6	5	5	2	7
g5029	303	233	241	284	829	467	346	335	275	210	370	245	814	393	341	519	391	300
g5030	23	16	50	22	49	38	34	11	6	13	2	4	77	17	24	13	25	5
g5031	257	68	70	108	562	260	329	193	175	101	101	341	62	35	92	282	118	65
g5032	1316	1145	785	2882	1850	2201	1774	788	973	854	1095	662	1393	1981	751	1419	1067	1301
g5033	42702	11758	53725	26811	31438	21118	31704	27646	20603	16693	16198	33312	32566	35546	32350	13171	30031	17665
g5034	1051	491	747	173	218	241	811	318	658	147	27	585	703	128	171	106	360	711
g5035	668	240	99	430	688	208	140	169	105	114	346	321	211	109	183	294	165	33
g5036	134	428	344	188	446	396	390	638	1271	219	1061	277	600	564	1426	695	2364	741
g5037	147	49	127	67	166	124	74	85	45	63	149	121	97	135	148	60	53	192
g5038	17240	9097	10077	8244	7882	10933	13200	12297	7824	6353	5715	5806	8161	2837	6374	13110	8603	6617
g5039	0	0	2	8	0	0	2	3	2	0	0	5	0	3	0	0	9	0
g5040	4650	2923	3686	3962	3533	6084	5142	4978	3402	1682	4384	2492	7140	4095	2312	5500	4057	5380
g5041	229	94	225	116	240	213	175	190	276	64	207	399	259	142	214	346	217	354
g5042	67	69	80	30	74	63	43	8	52	43	43	15	77	46	51	56	47	12
g5043	189	243	247	246	287	150	159	221	393	131	243	255	426	173	154	159	338	230
g5044	0	0	2	1	2	0	4	1	3	0	2	0	7	1	5	0	2	3
g5045	37	19	33	10	21	16	44	5	39	10	26	7	14	15	10	10	36	22
g5046	269	168	133	168	347	215	173	153	291	166	166	108	384	84	170	186	82	362
g5047	8	2	31	20	54	45	35	13	15	4	9	9	2	12	9	32	8	9
g5048	465	341	516	140	150	106	431	98	266	53	147	137	203	392	123	171	519	161
g5049	578	383	2006	1701	2020	716	1523	1232	1060	414	2650	1604	3351	717	1786	2110	2051	2820
g5050	16	1	18	19	4	8	2	3	5	8	15	10	13	2	15	9	15	13
g5051	4	1	4	1	10	0	0	1	5	0	0	1	26	6	0	1	3	11
g5052	429	181	313	320	426	239	314	235	441	226	353	241	426	286	233	387	287	417
g5053	691	346	656	712	880	561	781	242	248	507	389	613	685	364	397	415	578	536
g5054	3	3	3	5	5	3	1	2	2	3	4	1	7	2	1	0	5	3
g5055	975	376	871	806	650	652	652	358	637	418	530	794	925	885	426	723	1002	985
g5056	569	731	953	341	1060	1434	862	326	1008	346	896	660	1010	1136	470	512	1102	1530
g5057	652	318	1404	1207	965	789	789	451	1131	430	624	720	826	479	573	964	1030	1083
g5058	2	0	0	3	0	0	0	1	0	21	0	0	0	0	0	5	2	0
g5059	1759	752	1409	1670	1152	1715	1303	1303	1551	583	1312	1042	3066	965	956	1607	1078	1386
g5060	296	199	506	507	369	188	221	453	290	161	209	354	321	371	575	416	400	434
g5061	80	63	112	14	79	92	41	5	33	52	136	41	110	41	26	84	89	145
g5062	140	68	83	124	38	22	56	99	80	3	226	53	178	72	43	72	183	104
g5063	61	72	110	105	107	95	103	100	109	164	164	156	129	72	98	89	125	121
g5064	6	1	1	2	5	4	1	4	1	10	6	8	7	11	1	7	7	3
g5065	2	0	15	10	18	29	24	24	16	8	14	27	7	2	3	15	3	31
g5066	25	47	44	16	34	45	24	29	47	16	10	34	11	38	12	46	39	31
g5067	5	5	11	6	21	7	3	11	3	0	6	4	6	11	4	13	5	19
g5068	0	0	2	0	5	0	0	0	0	0	0	6	0	0	0	1	0	1
g5069	4136	1898	3034	4003	2926	1965	1545	1615	1806	2759	3647	3287	3540	1872	2479	3264	3044	1739
g5070	35	21	48	33	18	39	28	22	65	33	35	29	45	55	55	92	52	58
g5071	2	3	0	9	5	34	12	5	27	14	7	25	37	25	7	13	11	10
g5072	14	127	164	142	180	91	145	69	120	101	93	89	132	49	51	140	174	149
g5073	39	35	38	56	38	57	69	18	48	24	44	46	38	68	35	78	47	90
g5074	268	24	296	81	476	104	45	103	175	35	223	183	233	356	205	226	189	87
g5075	1273	649	559	1038	1047	1702	739	600	740	620	908	982	738	1105	767	882	1758	784
g5076	4274	957	1721	2925	4408	1634	2866	1181	1490	1222	1405	2214	3948	2948	1254	4206	1987	2463
g5077	12441	8466	12514	8179	14178	23784	6068	16935	3392	10376	3029	8107	15476	13580	8789	21890	21002	16429
g5078	23	1	0	0	0	24	0	14	4	14	72	0	6	0	0	4	0	0
g5079	29	20	30	21	27	18	23	10	21	17	25	10	33	26	31	8	28	19
g5080	1	9	1	32	5	6	0	9	2	3	2	8	2	47	15	1	4	1
g5081	1579	822	1555	1874	1724	2385	2257	1119	1085	881	1510	1034	1509	2311	1388	1212	1256	1603
g5082	38	16	5	3	10	34	48	3	9	4	20	4	40	23	5	25	2	8
g5083	386	194	517	289	498	370	510	168	319	112	147	183	247	293	189	213	464	544
g5084	11	2	5	2	2	1	2	5	1	2	4	7	16	4	0	3	10	4
g5085	46	9	40	50	31	18	27	33	5	1	5	31	19	31	8	12	8	56
g5086	2618	1403	3035	2958	3343	2573	2671	2508	1985	1600	1811	2119	4421	2959	1976	3700	3594	4496
g5087	26	10	20	21	27	14	20	12	14	21	19	26	17	17	5	30	8	13
g5088	48	45	101	122	50	36	97	59	14	48	79	45	64	31	33	11	167	48
g5089	33	159	26	46	283	38	157	12	12	50	48	104	24	239	78	85	50	75
g5090	1	2	1	1	1	0	0	3	0	0	0	4	11	0	0	2	0	2
g5091	0	1	37	6	42	58	7	0	0	78	1	10	4	11	3	26	0	45
g5092	69	13	40	14	52	28	28	11	21	7	22	48	50	63	57	24	100	14
g5093	6713	2232	4075	1914	3091	1655	877	1449	2203	709	2251	2351	1789	1655	2837	1725	2301	2409
g5094	0	1	4	5	3	2	4	1	7	1	1	4	0	7	7	1	6	7
g5095	10	1	5	3	13	10	3	3	6	5	9	8	8	3	11	7	3	8
g5096	112	24	35	198	10	54	96	47	103	30	111	28	48	162	68	38	54	36
g5097	20	3	3	5	1	16	75	4	72	116	29	58	50	1	2	296	8	7
g5098	1	1	1	14	6	0	2	1	8	15	2	10	2	14	0	8	0	1
g5099	9	0	12	6	0	2	0	1	4	5	4	2	12	9	4	9	5	5
g5100	300	123	259	443	380	233	255	197	211	160	187	265	241	315	133	402	307	352
g5101	60	23	29	26	33	23	17	41	49	64	42	14	79	14	53	17	75	78
g5102	14	19	25	11	2	18	52	6	16	10	7	19	9	30	31	4	15	24
g5103	146	156	162	169	184	135	141	98	98	67	94	156	164	213	98	247	219	229
g5104	397	255	356	229	412	161	754	55	245	232	383	301	325	264	165	317	320	499
g5105	1218	1469	1078	2283	1677	1852	1157	1071	1224	596	1479	1599	1787	2939	1437	1887	1717	1990
g5106	1247	594	892	968	1173	863	684	826	591	530	957	908	885	639	527	790	727	637
g5107	9	5	1	13	8	11	8	4	2	6	3	4	90	0	18	9	9	16
g5108	2	0	2	2	4	1	8	0	3	0	0	4	3	8	0	1	11	3
g5109	193	123	1213	503	743	691	410	337	995	281	380	349	588	388	893	1002	482	604
g5110	1153	441	1100	1131	832	1013	475	607	639	686	742	802	1486	1179	783	829	881	1134
g5111	129	66	178	153	101	186	106	76	113	116	110	89	175	140	95	103	93	93
g5112	117	0	60	148	9	1	10	45	81	0	79	9	2	55	2	244	54	47
g5113	172	283	286	207	212	281	534	261	141	78	322	186	259	506	81	138	201	400
g5114	79	36	72	44	77	37	34	35	41	42	74	40	79	50	55	74	82	68
g5115	1439	619	1762	885	1214	1322	877	1916	650	852	1543	882	2511	1719	448	1941	1513	838
g5116	411	152	134	311	259	286	234	190	210	65	195	138	358	194	241	202	309	455
g5117	0	2	3	5	10	4	2	1	3	10	1	5	5	24	7	17	2	4
g5118	4978	2301	2719	3878	3980	2480	2779	2116	5623	4390	3616	4592	5724	3590	1632	3671	2783	1980
g5119	929	48	25	561	111	47	95	138	358	6	319	46	35	152	355	392	415	13
g5120	3301	1584	3528	2404	4028	4261	2673	1437	2460	2004	1543	1598	4318	1560	2458	2725	2993	4313
g5121	1945	1490	1393	2315	2344	1615	1820	641	2050	1174	2022	1247	1780	1462	1820	2679	3320	2355
g5122	792	271	345	366	307	317	359	283	402	307	298	379	348	359	215	340	394	371
g5123	0	5	0	2	0	21	2	7	0	1	1	0	5	17	7	0	1	0
g5124	378	342	316	416	276	648	276	170	393	148	314	317	220	215	100	348	416	464
g5125	12010	3401	4700	624	7944	5208	4048	4791	4612	749	6315	3975	2787	3164	2749	4572	5477	3582
g5126	361	188	325	246	380	269	298	233	255	154	392	184	288	309	162	161	276	252
g5127	15	16	10	8	16	12	14	11	12	32	25	20	63	18	6	66	32	67
g5128	13	1	14	2	7	4	8	0	0	3	5	14	9	4	9	5	2	8
g5129	13	4	7	19	6	5	14	5	7	3	3	14	7	18	5	5	12	14
g5130	667	464	382	371	560	405	652	510	593	467	628	539	750	937	411	1150	498	780
g5131	854	408	741	1101	1037	670	815	416	681	313	527	606	1159	711	673	768	697	912
g5132	150	18	132	91	47	62	54	27	10	24	92	64	65	19	40	48	41	20
g5133	848	390	1397	554	436	344	1032	679	865	518	916	475	1682	1008	772	496	832	776
g5134	951	821	632	234	906	349	425	231	533	335	625	1758	579	392	667	43	492	1341
g5135	32	19	31	69	7	52	50	59	4	10	29	62	8	57	58	67	84	44
g5136	1527	908	1684	1167	1073	1464	1879	1056	1280	1177	1197	1135	1422	994	785	1635	1208	2092
g5137	468	211	339	271	246	195	514	124	300	135	216	359	537	351	253	503	243	484
g5138	183	114	67	116	198	46	68	66	130	57	81	220	141	35	109	375	33	72
g5139	183	119	223	108	325	85	142	76	26	86	101	211	156	112	105	102	154	120
g5140	1400	595	498	1016	1270	969	1103	536	684	595	655	924	1553	866	723	650	915	1161
g5141	844	787	424	498	883	545	983	539	933	466	715	617	1103	707	795	602	875	525
g5142	4	4	2	3	5	2	5	2	10	1	1	7	3	4	4	2	9	7
g5143	2	1	0	0	5	1	2	2	0	2	2	0	0	1	1	0	2	2
g5144	201	579	379	644	175	303	521	434	830	514	249	317	1219	249	870	142	334	300
g5145	416	237	162	285	347	121	561	111	200	211	197	217	346	252	409	306	475	633
g5146	2	6	0	24	2	0	0	0	17	4	0	1	0	17	0	2	0	0
g5147	894	316	363	793	556	515	388	337	604	297	410	299	1249	351	405	759	574	241
g5148	13	4	12	8	6	15	2	2	15	22	14	7	3	14	16	7	3	3
g5149	55	15	70	138	92	55	49	34	77	21	31	92	99	52	68	80	113	61
g5150	11	13	28	38	108	5	53	10	29	19	1	46	35	31	99	18	29	6
g5151	7	12	5	0	1	24	15	16	1	19	19	24	3	1	0	11	0	16
g5152	1461	717	965	778	748	771	818	656	801	537	805	975	1111	759	547	1201	1259	853
g5153	786	288	725	1203	728	1016	959	258	816	575	655	641	1630	407	624	1171	768	1272
g5154	62	35	55	28	67	37	85	21	66	12	27	31	97	60	40	80	57	8
g5155	4606	2784	4760	4253	6455	4369	3874	5847	3096	2461	2838	4586	6693	4501	3027	6765	4938	4577
g5156	207	82	56	371	77	94	259	52	13	93	62	89	874	287	304	271	78	255
g5157	338	266	110	287	323	281	120	137	161	77	554	68	199	175	64	299	184	318
g5158	8864	6151	5465	7497	12248	7997	6263	5101	9712	3952	7883	6655	9196	11931	4238	6933	7370	7296
g5159	1491	567	1275	1252	1017	581	996	569	819	518	1016	759	717	524	604	912	704	989
g5160	1499	762	1552	1290	1665	1002	1135	654	1358	741	911	1046	1565	1634	943	1062	1408	937
g5161	0	6	5	3	3	12	6	6	4	15	1	0	3	2	3	7	2	11
g5162	34	1	11	10	5	11	16	7	6	14	6	6	4	5	1	4	2	0
g5163	186	71	123	214	60	160	133	48	125	49	205	151	52	81	121	81	187	122
g5164	0	3	0	5	0	0	0	0	0	2	31	0	2	1	0	0	0	0
g5165	506	149	64	453	152	242	362	130	177	193	73	126	250	534	498	340	464	477
g5166	248	108	325	233	986	123	214	221	287	112	180	35	647	41	548	63	103	254
g5167	12	0	5	5	1	2	10	3	8	2	8	5	9	3	0	9	0	2
g5168	509	248	599	191	307	333	394	248	205	369	211	403	566	277	574	366	406	353
g5169	266	380	618	582	796	601	504	208	522	191	333	382	367	271	605	529	412	553
g5170	895	1029	567	336	334	1327	943	575	841	323	219	518	647	660	292	890	837	481
g5171	200	21	52	9	14	58	26	68	94	20	14	21	78	144	7	35	2	7
g5172	21	4	18	26	13	10	37	8	16	6	7	29	34	17	11	25	17	11
g5173	7122	3077	4377	11663	11870	7003	5677	6678	7314	4504	4570	6975	5837	6355	5404	7668	4625	9611
g5174	102	40	48	61	47	94	42	69	35	62	80	189	47	87	33	62	120	127
g5175	508	318	762	850	801	215	933	590	422	311	328	302	1533	473	128	810	313	375
g5176	174	63	1072	56	305	1388	107	747	36	86	256	829	975	510	789	215	137	231
g5177	29	4	9	4	30	37	10	3	9	0	4	8	19	22	19	7	21	45
g5178	134	85	174	126	222	144	141	120	166	147	78	107	192	104	75	108	167	195
g5179	20191	3733	7092	12146	8079	6101	3936	3956	6420	7871	8057	6477	17908	13240	7473	20955	17423	8269
g5180	242	163	415	309	317	327	293	257	309	173	202	320	521	205	214	377	400	307
g5181	62	44	85	148	60	110	56	56	54	69	95	33	108	104	60	71	73	95
g5182	186520	131432	151380	142883	176983	155816	238902	90026	210887	143171	221169	114826	162195	148802	142401	249485	168529	260655
g5183	99	21	212	32	42	49	80	72	83	26	5	134	12	106	33	106	82	25
g5184	17	0	12	1	3	5	3	0	1	2	8	1	1	1	20	6	0	5
g5185	7	15	7	19	18	16	21	5	16	11	14	8	18	15	18	15	32	19
g5186	2415	1346	1845	942	774	821	1553	569	724	868	1017	715	2064	1322	1517	646	853	754
g5187	146	63	63	350	179	15	57	47	109	11	41	67	25	142	28	24	9	15
g5188	1540	1028	1334	1239	1578	1422	1282	727	1420	790	916	1239	1619	952	656	1546	1274	1499
g5189	515	625	800	892	3155	861	3558	1195	1241	1093	809	4459	4565	1011	862	1426	3127	3690
g5190	124	147	374	136	137	203	164	145	131	103	138	76	225	110	183	221	165	88
g5191	5	14	0	0	14	19	11	1	3	9	3	0	2	2	2	5	0	5
g5192	426	255	327	124	302	469	431	119	131	126	223	230	363	250	167	277	377	473
g5193	1083	711	919	913	881	786	826	374	557	406	651	706	795	736	791	846	873	889
g5194	54	14	24	34	76	39	56	27	26	30	20	26	33	21	38	26	28	98
g5195	156	407	309	370	318	251	248	449	535	191	386	321	187	196	369	163	216	355
g5196	832	469	612	713	825	547	554	298	634	403	354	404	360	493	443	563	696	391
g5197	1	1	4	5	0	4	15	0	4	4	5	2	7	12	2	2	7	8
g5198	499	179	695	571	276	379	470	294	375	159	369	499	215	434	124	306	257	548
g5199	83	55	135	125	125	66	49	91	50	57	83	82	143	75	107	103	93	94
g5200	180	49	99	174	220	154	98	144	112	66	151	125	225	62	75	168	146	150
g5201	3695	817	1192	2990	1816	1788	1543	1026	1396	1357	1596	1970	3684	2825	688	2024	1873	1574
g5202	7	17	4	19	27	10	13	11	31	9	6	3	2	27	12	10	1	21
g5203	39	6	59	19	130	23	62	19	65	30	26	7	79	24	35	99	11	38
g5204	1	4	3	2	17	9	3	0	3	9	7	13	16	1	5	17	15	4
g5205	8	5	6	2	5	9	0	6	5	2	5	5	7	9	2	6	13	6
g5206	467	205	517	333	414	152	363	150	406	158	350	252	704	358	151	688	358	361
g5207	82	133	142	85	87	83	91	56	176	203	69	92	97	166	104	61	341	98
g5208	95	78	65	122	143	141	148	44	162	86	75	78	128	107	66	191	138	156
g5209	6154	2748	4665	4780	4367	5065	5445	2456	3856	3351	4454	3409	4911	3518	3939	4389	4030	4596
g5210	32	2	2	3	34	17	24	29	22	13	11	9	4	4	12	37	21	19
g5211	1791	1092	1094	1596	1371	915	1038	239	1731	395	1497	1216	1220	519	1277	1038	183	1189
g5212	283	151	569	219	395	372	293	182	146	168	417	283	379	306	249	143	248	508
g5213	5814	2847	5513	4172	3392	3947	4008	3202	4692	2657	5118	5628	4215	9063	3389	4810	4208	8375
g5214	225	198	218	295	190	140	211	125	141	96	178	204	339	181	205	150	260	169
g5215	471	848	1519	2196	3080	1095	1618	647	624	1279	1063	1171	2111	1309	694	1538	687	1073
g5216	130	162	95	125	162	280	68	103	84	126	214	105	328	27	81	122	260	102
g5217	7	78	121	139	155	72	179	135	217	35	53	79	152	179	53	83	107	191
g5218	6	2	2	1	5	0	3	5	3	1	0	3	1	2	11	2	6	3
g5219	121	59	45	64	51	78	71	65	115	30	46	42	56	104	60	63	135	52
g5220	77	42	43	39	71	28	21	38	48	31	40	23	45	55	39	39	59	48
g5221	4415	2639	3595	5682	9233	10487	2468	3106	6511	445	2555	612	3364	5307	3924	5104	4700	4985
g5222	24	3	3	3	11	23	15	1	3	0	21	2	3	11	4	8	0	4
g5223	1155	661	680	733	1109	739	692	537	997	483	783	646	821	756	620	807	910	987
g5224	15	74	115	59	30	16	8	13	72	8	79	4	37	10	5	129	40	55
g5225	2	1	4	0	7	0	6	1	2	0	2	3	2	1	4	1	9	11
g5226	3354	1889	2141	2506	3789	3096	1965	2187	2626	2321	1608	2186	5024	2721	1456	3498	3873	2597
g5227	3	15	1	0	0	2	0	0	4	12	1	0	35	0	0	7	1	2
g5228	358	139	155	185	362	510	176	238	386	363	317	344	196	538	185	148	492	128
g5229	23	24	12	22	18	2	17	5	11	13	2	7	11	5	6	19	6	37
g5230	102	87	129	101	105	121	154	110	148	102	208	54	101	209	118	208	183	136
g5231	18	4	61	9	3	0	7	1	147	3	16	46	55	1	4	22	142	72
g5232	59	48	9	23	35	27	62	13	39	49	35	24	29	31	21	45	38	29
g5233	1000	713	455	980	710	833	956	329	834	593	545	729	1059	871	461	653	842	772
g5234	408	422	354	230	624	118	378	67	343	311	418	461	433	238	256	890	667	439
g5235	176	101	143	116	39	212	52	126	92	39	104	134	122	121	44	27	134	65
g5236	1283	668	1133	634	1255	738	1054	566	698	639	877	891	1386	684	829	931	1041	1020
g5237	11	65	26	31	57	12	8	10	103	21	28	40	28	2	12	21	12	43
g5238	16	46	24	97	49	29	13	8	52	31	12	7	9	2	1	9	5	147
g5239	2748	5541	9441	2862	5430	5962	3243	2156	6877	4001	5379	4470	3673	7025	3580	4376	4589	3600
g5240	5	19	12	8	9	2	8	6	4	2	11	11	3	4	8	23	23	22
g5241	2793	1425	2935	2305	2950	2890	2395	2372	2315	1675	2415	2104	2614	1956	2095	3047	2751	3012
g5242	72	56	153	74	45	0	4	38	18	23	58	72	17	35	3	2	11	16
g5243	270	243	320	330	448	433	293	298	392	126	177	214	143	208	147	131	337	341
g5244	18	13	17	7	6	10	14	3	0	10	7	13	18	10	11	20	10	7
g5245	5537	2652	6344	4857	5884	5874	5198	3070	5482	2335	4578	5661	6787	5538	2926	4652	4469	4447
g5246	3123	1555	1495	1814	2435	1509	2061	1062	2467	1282	1713	1749	2199	2957	2001	2643	2746	2787
g5247	98	88	63	41	53	20	122	27	39	11	56	24	94	160	55	44	85	79
g5248	5	1	4	0	0	4	0	1	6	1	19	21	8	0	1	1	0	1
g5249	42	23	52	30	35	32	52	16	47	6	48	53	59	13	20	30	17	24
g5250	0	9	0	0	0	4	3	2	0	1	0	6	1	6	3	3	5	4
g5251	246	93	195	157	206	216	156	74	174	80	131	146	165	127	114	196	185	190
g5252	1261	819	1216	313	1721	1290	1739	767	811	1204	1362	439	1425	1205	132	843	1122	1052
g5253	3420	1960	2688	2300	3138	1836	2739	2289	2957	2245	3324	2085	3935	3365	2752	4007	2949	3158
g5254	1	1	3	1	6	0	5	3	7	3	6	3	6	14	0	1	4	9
g5255	98	79	100	84	131	119	96	53	101	27	64	54	107	59	34	99	77	123
g5256	61	35	39	41	52	93	91	24	75	45	45	47	86	41	31	34	64	85
g5257	0	0	8	0	5	12	41	8	0	0	5	0	0	0	3	0	0	22
g5258	662	132	325	332	380	375	562	201	357	161	194	428	357	301	262	303	371	618
g5259	33	13	4	13	2	2	3	3	6	1	1	12	2	10	1	0	5	4
g5260	24	40	45	22	3	96	21	6	28	16	54	68	43	211	43	11	27	106
g5261	622	348	488	473	515	753	611	404	414	239	386	371	752	522	573	508	397	438
g5262	68	20	0	943	4401	58	274	36	736	295	0	35	207	14	80	441	368	314
g5263	16	13	39	30	25	25	17	14	15	14	16	36	23	16	17	81	42	31
g5264	1336	732	1011	1228	1092	912	1127	872	1053	698	396	1196	1621	622	401	1003	1140	816
g5265	4531	890	3765	4519	2645	2281	1460	1472	2283	1438	3035	828	1407	1658	571	3204	1007	4153
g5266	1738	266	955	1389	897	1269	1290	919	2362	754	907	2313	1393	2028	923	872	1176	1350
g5267	243	144	189	178	287	217	202	123	211	146	261	265	255	204	159	303	251	266
g5268	5772	1644	4921	3346	4724	5657	4629	4314	5706	6034	4013	2620	3780	5649	3198	7141	2695	4471
g5269	13584	5215	6086	7299	3543	3891	4395	3192	4388	4533	6305	6611	8156	7303	4691	5784	3897	4023
g5270	5619	2570	3395	3811	3806	3736	3605	3279	3680	1202	3308	3081	6275	2526	4340	5689	5688	6181
g5271	19	19	46	58	46	17	34	15	85	7	16	33	73	33	38	17	44	26
g5272	11	0	7	5	8	2	0	3	3	1	6	0	1	15	9	5	7	1
g5273	27	7	18	8	13	13	16	26	26	8	5	1	23	14	23	27	3	21
g5274	57	41	51	62	51	15	74	52	19	29	62	25	52	25	22	48	37	82
g5275	4669	5595	10982	9957	6149	4885	10895	4909	5042	7057	9112	10162	8261	8792	7378	6254	9797	4313
g5276	454	631	445	731	864	581	696	661	405	421	710	647	589	710	356	984	884	601
g5277	31	7	19	13	16	23	21	19	25	8	16	14	24	19	21	24	15	25
g5278	71	241	73	85	696	193	318	75	175	53	162	377	178	321	535	251	157	91
g5279	212	32	146	46	64	97	122	49	22	61	92	112	47	96	19	227	125	8
g5280	202	48	67	48	126	130	16	29	44	37	17	242	73	33	117	244	143	178
g5281	243	138	149	360	295	210	258	192	359	180	367	438	305	323	125	244	285	199
g5282	7	2	1	3	6	4	1	6	1	1	1	4	2	11	15	10	0	2
g5283	3	9	12	18	70	10	103	109	20	16	33	33	7	1	15	8	2	121
g5284	2074	1851	2719	4213	1442	1643	2293	3561	1296	1624	666	585	1090	468	1074	1576	2141	1689
g5285	333	481	1518	708	1358	619	816	104	1341	442	817	809	973	830	325	1849	353	1082
g5286	0	9	3	44	4	1	1	5	2	2	0	1	40	5	1	1	8	3
g5287	349	215	375	296	482	278	433	189	368	214	208	267	312	275	320	424	394	327
g5288	425	281	379	459	49	101	144	154	228	160	69	227	130	287	79	148	439	211
g5289	1029	943	761	490	844	1034	935	510	1053	364	825	865	923	676	832	1150	765	781
g5290	88	12	296	438	92	72	47	15	260	58	242	10	278	69	24	38	66	296
g5291	13	3	21	4	4	3	7	7	7	7	2	1	19	1	2	13	19	1
g5292	651	177	271	379	540	400	348	227	513	319	183	360	583	303	362	524	148	229
g5293	14099	6991	6715	11581	11639	9668	10316	2317	8710	8343	13662	14685	8423	10580	7372	11601	9381	7432
g5294	150	165	133	126	160	272	223	88	78	49	149	111	182	115	43	119	128	239
g5295	172	93	99	165	214	157	76	103	110	62	62	122	154	93	112	105	119	89
g5296	272	77	0	40	90	67	3	1	0	20	7	0	68	41	15	104	12	287
g5297	0	30	50	3	13	1	15	1	74	8	3	15	84	86	9	1	61	0
g5298	532	231	470	386	376	289	280	251	215	238	421	145	238	199	455	357	313	309
g5299	37	24	32	24	9	3	34	26	4	5	22	30	15	20	9	24	20	4
g5300	534	248	323	370	321	223	239	258	284	181	286	291	642	283	289	403	272	319
g5301	258	109	169	88	276	256	177	126	183	124	141	243	197	159	93	237	239	155
g5302	7070	7956	5926	367	1162	1153	524	671	220	1011	5108	712	1210	3418	998	955	1560	2746
g5303	1	25	0	3	12	0	0	0	0	0	1	0	12	0	0	21	1	1
